ein,org_name,website,state,ntee_code,mission_snippet,total_revenue,employee_count,new_icp_score
237134380,Essex Rescue Inc,Essexrescue.org,VT,E620,Essex Rescue is committed to being a leader in EMS and to providing our community with excellence in pre-hospital and out of hospital care. We strive for this by maintaining the highest standards of o,1616532.00,21,8
371578706,Haiti Teen Challenge,www.haititc.org,MN,Q33,Building godly leaders of integrity so Haitians are empowered to rebuild their nation.,1615845.00,3,8
352321648,TURNING POINT MINISTRIES INC,WWW.TURNINGPOINTOKLAHOMA.ORG,OK,L21,"TURNING POINT MINISTRIES IS A NON-PROFIT CHRISTIAN-BASED COMMUNITY ORGANIZATION DEDICATED TO BUILDING AFFORDABLE HOUSING FOR HARD WORKING MODERATE INCOME FAMILIES IN EDMOND, OK.",1613463.00,4,8
851297961,Hawaii Data Collaborative,www.hawaiidata.org,HI,P05,"The Hawaii Data Collaborative partners with service-providing nonprofits, government and philanthropy to build data capacities alongside platforms for data sharing and collaboration that improve outco",1603500.00,9,8
232722494,MARY'S SHELTER,WWW.MARYSSHELTER.ORG,PA,P20Z,"MARY'S SHELTER IS A MULTIFACETED COMPREHENSIVE HOUSING AND SOCIAL SERVICE AGENCY THAT ADDRESSES PREGNANCY, PARENTING AND YOUTH HOMELESSNESS THROUGH PROACTIVE PREVENTATIVE WORK, CRISIS INTERVENTION SER",1601463.00,37,8
731603960,SEVEN HILLS HOMELESS CENTER INC,HTTPS://7HILLSCENTER.ORG,AR,P85,"SEVEN HILLS BEGINS OUR RELATIONSHIP WITH OUR CLIENTS BY MEETING THEM ""WHERE THEY ARE"" WITH A SPIRIT OF COMPASSION. WE HAVE HIGH EXPECTATIONS OF OUR CLIENTS, THUS PROVIDING DIGNITY THROUGH ACCOUNTABILI",1595575.00,22,8
201438278,OPTIONS FOR YOUTH,OPTIONS4YOUTH.ORG,IL,P30,TRAINING AND SUPPORT OF ADOLESCENT MOTHERS AND ADOLESCENT MALES.,1594834.00,70,8
590248217,FLORIDA NURSES ASSOCIATION INC,WWW.FLORIDANURSE.ORG,FL,E03,The purposes of the Florida Nurses Association shall be to:1. Foster high standards of nursing practice;2. Promote the professional and educational advancement of nurses; and3. Promote the welfare of ,1594730.00,7,8
810661745,Pilgrim Africa,WWW.PILGRIMAFRICA.ORG,WA,Q33,"Pilgrim Africa's mission is to challenge despair, love boldly, and help African people create a future of sustainable prosperity and health. We give ourselves in service to others regardless of econom",1592305.00,1,8
371063263,MIDWEST YOUTH SERVICES INC,MYS-KIDS.ORG,IL,P300,"OUR MISSION IS TO PROVIDE A COMMUNITY BASED SERVICE THAT PROMOTES SOCIAL, EMOTIONAL, ENVIRONMENTAL, AND DEVELOPMENTAL HEALTH AND GROWTH THROUGH PREVENTION, INTERVENTION, AND TREATMENT. SHORT-TERM INDI",1591464.00,35,8
953926600,MAYFLOWER GARDENS HEALTH,HTTPS://MAYFLOWERCONVALESCENT.ORG/,CA,E11,"TO PROVIDE HOUSING OPTIONS FOR OLDER ADULTS IN AN ENVIRONMENT THAT ENHANCES THEIR QUAILITY OF LIFE PHYSICALLY, MENTALLY, AND SPIRITUALLY.",1588787.00,57,8
251813977,KEYSTONE HUMAN SERVICES INTERNATIONAL,WWW.KHS.ORG,PA,P80,"KEYSTONE HUMAN SERVICES INTERNATIONAL (KHSI) IS DEDICATED TO ADVANCING THE MISSION AND VISION OF KEYSTONE HUMAN SERVICES (PARENT) INTERNATIONALLY. KHSI PROMOTES STRONG, CULTURALLY RELEVANT, COMMUNITY-",1586461.00,0,8
271234557,MOBILE HEALTH CLINICS ASSOCIATION,WWW.MOBILEHCA.ORG,MO,E19,"TO PROMOTE AND SERVE THE MOBILE HEALTHCARE SECTOR THROUGH ADVOCACY OF THE BENEFITS OF DELIVERING HEALTH CARE USING MOBILE PLATFORMS, EDUCATION, AND RESEARCH IN ORDER TO INCREASE ACCESS TO CARE FOR ALL",1586457.00,5,8
472296503,ST LUKES FAMILY MEDICAL GROUP,WWW.STLUKESFP.ORG,CA,E30,A GENERAL PRACTICE MEDICAL CLINICAL PROVIDING MEDICAL SERVICES TO INDIVIDUALS AND FAMILIES IN MODESTO WHO DO NOT QUALIFY FOR ANY OTHER FREE GOVERNMENT HEALTH CARE PROGRAMS AND HAVE NO HEALTH INSURANCE,1583883.00,6,8
113638367,CENTER OF HOPE FOUNDATION INC,MARYHAVEN.ORG,NY,P11,"TO RAISE MONEY THROUGH FUNDRAISING TO SUPPORT THE WORK OF MARYHAVEN CENTER OF HOPE, INC. AND ITS SUBSIDIARIES IN THEIR WORK WITH THE DEVELOPMENTALLY DISABLED AND MENTALLY ILL.",1583780.00,0,8
650017325,YOUTH GUIDANCE OF INDIAN RIVER,WWW.YOUTHGUIDANCEPROGRAM.ORG,FL,P36Z,"YOUTH GUIDANCE IS DEDICATED TO ENRICHING THE LIVES ON INDIAN RIVER COUNTY YOUTH THROUGH MENTORING RELATIONSHIPS THAT INSPIRE TRUST, SELF-ESTEEM, AND POSITIVE FUTURES.",1582955.00,17,8
810640342,Sylvia Rivera Law Project Inc,www.srlp.org,NY,I80,"SYLVIA RIVERA LAW PROJECT, INC. WORKS TO GUARANTEE THAT ALL PEOPLE ARE FREE TO SELF-DETERMINE THEIR GENDER IDENTITY AND EXPRESSION, REGARDLESS OF INCOME OR RACE, AND WITHOUT HARASSMENT, DISCRIMINATION",1577532.00,4,8
611276558,BETHANY HOUSE ABUSE SHELTER INC,WWW.BETHANYHOUSEINC.ORG,KY,P430,BETHANY HOUSE ABUSE SHELTER PROVIDES A SAFE HAVEN AND COMPREHENSIVE SERVICES FOR VICTIMS OF DOMESTIC VIOLENCE AND THEIR CHILDREN.,1575715.00,18,8
731043630,Youth At Heart Inc,www.youthatheart.org,OK,P20,"The mission is to provide expanded learning opportunities that develop character, instill values, and equip youth for success through academic, enrichment, and sports activities; specifically serve yo",1573381.00,106,8
561668127,BEACON RESCUE MISSION,WWW.BEACONMISSION.COM,NC,P28Z,"PROVIDED FOOD AND SHELTER FOR HOMELESS INDIVIDUALS AND FAMILIES. TOTAL OF 140 PEOPLE ASSISTED WITH 13,387 MEALS PROVIDED AND 4,462 NIGHTS LODGING PROVIDED.",1569590.00,56,8
860221195,UPWARD FOR CHILDREN AND FAMILIES,UPWARDAZ.ORG,AZ,P8XZ,HELPING CHILDREN WITH SPECIAL NEEDS MEET THEIR HIGHEST POTENTIAL WHILE EMPOWERING THEIR FAMILIES TO THRIVE.,1568504.00,50,8
943119310,SENIOR COASTSIDERS INC,WWW.SENIORCOASTSIDERS.ORG,CA,P81Z,"SENIOR COASTSIDERS PROVIDES OPPORTUNITIES, SUPPORT, AND RESOURCES FOR OLDER ADULTS LIVING ON THE SAN MATEO COUNTY COAST. WE CELEBRATE THE VALUE OF SENIORS AND ACT AS A COMMUNITY RESOURCE FOR INFORMATI",1567086.00,12,8
833863598,DETROIT LIFE IS VALUABLE EVERYDAY,HTTPS://DETROITLIVE.ORG,MI,E60,DLIVE IS A HEALTH-CENTERED VIOLENCE INTERVENTION AND PREVENTION ORGANIZATION THAT WORKS TO ADVANCE THE HEALTH OUTCOMES AND WELL-BEING OF YOUNG ADULTS WHO HAVE SUSTAINED INJURY FROM COMMUNITY VIOLENCE.,1565104.00,4,8
464017671,CPATH CEREBRAL PALSY AWARENESS,WWW.CPATHTEXAS.ORG,TX,Z99,"CPATH PROVIDES RESOURCES, SUPPORT, AND FINANCIAL ASSISTANCE TO A COMMUNITY OF INTERCONNECTED FAMILIES AND INDIVIDUALS LIVING WITH CEREBRAL PALSY, TO ACCESS RESOURCES, BUILD AWARENESS, AND PURSUE ACCEP",1560346.00,3,8
813738049,PATHWAYS COMMUNITY HUB INSTITUTE INC,WWW.PCHI-HUB.ORG,OH,E70,THE PATHWAYS COMMUNITY HUB INSTITUTE (PCHI) SUPPORTS COMMUNITIES TO CREATE HEALTH EQUITY AND TRANSFORM THEIR LOCAL HEALTHCARE DELIVERY SYSTEMS BY IMPLEMENTING THE PATHWAYS COMMUNITY HUB INSTITUTE MODE,1557615.00,5,8
800459100,COMMUNITY FOOD BANK,FEED352.ORG,FL,P20,"THE MISSION OF THE COMMUNITY FOOD BANK IS TO BE THE DRIVING FORCE TO PROMOTE AWARENESS, INSPIRE INVOLVEMENT AND END HUNGER IN THE COMMUNITIES IT SERVES.",1556598.00,11,8
204683289,MY NEW RED SHOES,WWW.MYNEWREDSHOES.ORG,CA,P50,MY NEW RED SHOES WORKS TO IMPROVE THE QUALITY OF LIFE AND WELL-BEING OF CHILDREN AND YOUTH EXPERIENCING ECONOMIC HARDSHIP.,1554127.00,6,8
474600665,The Osborn Foundation,WWW.THEOSBORN.ORG,NY,L22,SEE SCHEDULE O.,1553003.00,5,8
760127748,INPRINT INC,WWW.INPRINTHOUSTON.ORG,TX,Z99,THE MISSION OF INPRINT IS TO INSPIRE READERS AND WRITERS IN HOUSTON THROUGH LITERARY AND EDUCATIONAL ACTIVITIES WHICH STRIVE TO MAKE READING AND WRITING A VITAL ASPECT OF COMMUNITY LIFE IN HOUSTON.,1552381.00,8,8
844803566,EDUCATION POTENTIAL VERIFIED,www.educationpv.org,TX,P20,"Enhance the welfare of children living in poverty by providing support in the areas of housing, education and nutrition",1549947.00,8,8
233026275,UPLIFT CENTER FOR GRIEVING CHILDREN,UPLIFTPHILLY.ORG,PA,P20,"HELP CHILDREN GRIEVING A DEATH TO HEAL AND GROW THROUGH THEIR GRIEF WHILE STRENGTHENING FAMILIES, COMMUNITIES AND PROFESSIONALS' UNDERSTANDING OF HOW BEST TO RESPOND TO THEIR NEEDS.",1544351.00,24,8
621765180,MCKENDREE VILLAGE FOUNDATION INC,WWW.MCKENDREEFOUNDATION.ORG,TN,P117,THE FOUNDATION SECURES FINANCIAL SUPPORT TO PROVIDE BENEVOLENT CARE TO ELIGIBLE RESIDENTS LIVING AT MCKENDREE VILLAGE.,1543650.00,1,8
237397966,AREA V AGENCY ON AGING,SWMADS.ORG,MT,P81Z,"THE MISSION OF THE AREA V AGENCY ON AGING IS TO PLAN, COORDINATE AND IMPLEMENT PROGRAMS OUTLINED UNDER THE OLDER AMERICANS ACT OF 1965 AS AMENDED AND THE MONTANA OLDER AMERICANS ACT OF 1972 AS AMENDED",1542485.00,8,8
593152532,PRENATAL AND INFANT HEALTH CARE,WWW.HEALTHYSTARTBREVARD.COM,FL,E99Z,TO PROMOTE A SYSTEM OF CARE WHICH ENABLES HEALTHY GROWTH AND DEVELOPMENT FOR MOMS AND BABIES.,1541984.00,9,8
271188932,Rapha Clinic of West Georgia Inc,www.raphaclinic.org,GA,E30,See Schedule O,1541021.00,9,8
810453395,MADISON VALLEY MEDICAL CENTER FOUNDATION,MVMCF.ORG,MT,E11,"The Madison Valley Medical Center Foundation is a community based, non-profit corporation which exists to inspire gifts and grants from individuals, foundations, corporations and other entities to sup",1540518.00,3,8
200615767,HOMELESS NOT TOOTHLESS,WWW.HOMELESSNOTTOOTHLESS.ORG,CA,P99,PROVIDE FREE DENTAL CARE TO PEOPLE WHO ARE HOMELESS AND/OR DEMONSTRATE A SEVERE FINANCIAL NEED.,1539304.00,0,8
452718620,IDAHO IMMUNIZATION COALITION INC,WWW.GETIMMUNIZEDIDAHO.ORG,ID,E70,Mission: The Idaho Immunization Coalition is a vital assembly of statewide stakeholders dedicated to promoting health and preventing serious illness through immunization protection of all Idahoans. Vi,1539225.00,8,8
731429214,Caring Community Friends Inc,www.CCFOK.org,OK,Z99,Assistance to families in need.,1538259.00,7,8
993009932,IMPACTHEALTH-TN,JOURNEYHEALTHFOUNDATION.ORG,TN,P20,TO FOSTER A SUSTAINABLE NETWORK OF COMMUNITY HEALTH WORKERS AND TO TRAIN FRONTLINE PUBLIC HEALTH PROFESSIONALS WHO POSSESS A DEEP UNDERSTANDING OF AND STRONG TIES TO THE LOCAL COMMUNITY.,1538200.00,1,8
261602348,GEORGIA PARTNERSHIP FOR TELEHEALTH,www.gatelehealth.org,GA,E60,"Georgia Partnership for Telehealth, Inc. is a charitable nonprofit corporation which was formed to promote impovements in healthcare and healthcare facilities in rural and underserved communities thro",1538125.00,9,8
871392944,Barred Business Foundation,https://www.barredbusiness.org/,GA,P50,Help formerly incarcerated people who are disproportionately affected by the US legal system.,1535606.00,6,8
581027246,GEORGIA CONSERVANCY INC,WWW.GEORGIACONSERVANCY.ORG,GA,C010,"TO PROTECT GEORGIA THROUGH ECOLOGICAL AND ECONOMIC SOLUTIONS FOR STEWARDSHIP, CONSERVATION, AND SUSTAINABLE USE OF THE LAND AND ITS RESOURCES.",1530310.00,9,8
841471356,SUN VALLEY YOUTH CENTER INC,WWW.SUNVALLEYYOUTHCENTER.ORG,CO,P30,"THE SUN VALLEY YOUTH CENTER EXISTS TO HELP YOUTH REACH THEIR GOD-GIVEN POTENTIAL THROUGH SPIRITUAL TRANSFORMATION, EDUCATION, AND SUSTAINABLE LIFE CHANGE.",1526618.00,17,8
231472487,READING MUSICAL FOUNDATION,WWW.READINGMUSICALFOUNDATION.ORG,PA,A68I,TO ADVANCE AND ADVOCATE FOR MUSIC EDUCATION AND APPRECIATION IN BERKS COUNTY.,1523675.00,4,8
133563114,COSMETIC EXECUTIVE WOMEN FOUNDATION LTD,WWW.CANCERANDCAREERS.ORG,NY,P85Z,"THE FOUNDATION IS DEDICATED TO EMPOWERING AND EDUCATING PEOPLE WITH CANCER TO THRIVE IN THEIR WORKPLACE BY PROVIDING EXPERT ADVICE, INTERACTIVE TOOLS, AND EDUCATIONAL EVENTS.",1522936.00,11,8
411374955,HOCKEY MINISTRIES INTERNATIONAL,www.hockeyministries.org,MN,Z99,Hockey Ministries International and its United States-based staff are involved in a variety of different Christian outreach activities on an ongoing basis. In 2023 our week-long Christian Hockey Camps,1522261.00,7,8
475615891,JCCF INC,JCCFINC.ORG,WV,P20,"THE COMMUNITY FOUNDATION OF JACKSON COUNTY INC.'S MISSION IS TO SERVE JACKSON COUNTY, WV BY PROVIDING LEADERSHIP TO INSPIRE PEOPLE TO BUILD PERMANENT CHARITABLE RESOURCES THAT DELIVER MEANINGFUL GRANT",1516994.00,3,8
421762561,HOPE STATION COMMUNITY SERVICES IN,HOPESTATIONCSI.ORG,OR,P60,"HOPE STATION IS A FAITH-BASED NONPROFIT ORGANIZATION DEDICATED TO PROVIDING SUPPORT TO WORKING INDIVIDUALS AND FAMILIES IN NEED BY PROVIDING GROCERY PRODUCTS, CLOTHING, EDUCATIONAL CLASSES AND OTHER N",1516473.00,4,8
941393418,PAJARO VALLEY SHELTER SERVICES,www.pvshelter.org,CA,P43Z,Pajaro Valley Shelter Services provides families with a path toward self-sufficient futures through short-and longer-term housing and supportive services.,1516064.00,11,8
521701564,SOLAR ELECTRIC LIGHT FUND,www.self.org,DC,C300,"Solar Electric Light Fund (SELF) provides solar power and wireless communications to the fifth of the world's population living in energy poverty to meet global challenges of food and water scarcity, ",1515941.00,6,8
133769271,THE CENTER FOR PRANIC HEALING INC,pranichealingusa.com,NJ,E91Z,"TO PROMOTE, SUPPORT, AND TEACH THE PRACTICE OF PRANIC HEALING, MEDITATION,AND HIGHER SCIENCES, COMPREHENSIVE SYSTEM OF ENERGY THAT UTILIZES PRANA IN BALANCING HARMONIZING AND TRANSFORMING BODY ENERGY.",1515500.00,2,8
541372036,CARE NET RESOURCE PREGNANCY CENTERS INC,CNPENINSULA.ORG,VA,E400,CRISIS PREGNANCY COUNSELING.,1511999.00,17,8
161731124,ORCHARD AFRICA,www.orchardafrica.org,AZ,Z99,"Orchard: Africa equips the local church to care for the vulnerable. The organization develops programs that include meeting daily needs of food security, sustainable small scale agriculture, health & ",1511711.00,8,8
752630837,CONCHO VALLEY REGIONAL ADVISORY COUNCIL,HTTP://WWW.CVRAC.ORG,TX,E60,"THE CONCHO VALLEY REGIONAL ADVISORY COUNCIL TSA-K, WHICH REPRESENTS THE TRAUMA SERVICE AREA-K, IS A GEOGRAPHIC AREA AS DEFINED BY THE TEXAS DEPARTMENT OF STATE HEALTH SERVICES. THE CONCHO VALLEY REGIO",1508312.00,1,8
591058446,ST VINCENT DE PAUL SALVAGE STORE,WWW.SVDP-PALMBEACH.ORG,FL,P29,OUR MISSION IS TO AID THOSE WHO ARE LESS FORTUNATE. WE ARE DEDICATED TO CREATING TOOLS AND SERVICES TO HELP THE LESS FORTUNATE GET BACK ON THEIR FEET AND START MORE PRODUCTIVE JOYFUL LIVES. MEMBERS OF,1505963.00,7,8
223153632,POSITIVE HEALTH CARE INC,www.myphci.org,NJ,E99Z,"MISSION IS TO PROVIDE HOUSING, COUNSELING AND SUPPORT SERVICES TO HIV INFECTED CLIENTS AND THEIR FAMILIES WHEREIN PRUDENT DECISIONS ARE MADE FOR THEIR WELL BEING AND THEIR COMMUNITIES.",1505855.00,6,8
621748601,Fort Sanders Foundation,www.fortsandersfoundation.org,TN,E120,"Fort Sanders Foundation raises and distributes funds in support of patient care, equipment, programs, services and staff not otherwise funded by Covenant Health and its affiliates. The Foundation's mi",1504617.00,0,8
311126065,CLARK COUNTY YOUTH SHELTER AND FAMILY SE,WWW.CCYSFS.ORG,IN,P300,SERVING YOUTH AND FAMILIES IN A SAFE AND CARING ENVIRONMENT,1504413.00,35,8
752736992,NEWDAY SERVICES FOR CHILDREN,WWW.NEWDAYSERVICES.ORG,TX,P20,"NEWDAY IMPACTS CHILDREN'S LIVES BY EMPOWERING THEIR PARENTS-OFFERING THEM HOPE AND INSPIRATION THROUGH PRACTICAL TOOLS AND LIFE COACHING. CLIENTS COME THROUGH THE COURTS, CHILD WELFARE AND COMMUNITY A",1497785.00,49,8
811367282,i58 Global,i58global.org,PA,P20,"i58 Global is a Christian ministry dedicated to recruiting, sending and organizing relief workers to provide aid and share hope to refugees in various European countries.",1495905.00,3,8
474899085,ISSARA INSTITUTE INC,WWW.ISSARAINSTITUTE.ORG,DE,P01,"ISSARA INSTITUTE IS AN INDEPENDENT NGO TACKLING ISSUES OF HUMAN TRAFFICKING AND FORCED LABOR THROUGH DATA, TECHNOLOGY, PARTNERSHIP AND INNOVATION.",1492314.00,1,8
521671408,NATIONAL FEDERATION OF FAMILIES FOR,WWW.FFCMH.ORG,MD,P36Z,"PROVIDE ADVOCACY AT THE NATIONAL LEVEL FOR THE RIGHTS OF CHILDREN AND YOUTH WITH EMOTIONAL, BEHAVIORAL, AND MENTAL HEALTH CHALLENGES AND THEIR FAMILIES; PROVIDE LEADERSHIP AND TECHNICAL ASSISTANCE TO ",1490565.00,9,8
382680276,TRAVERSE SYMPHONY ORCHESTRA,WWW.TCPHIL.ORG,MI,A69Z,TO PROMOTE AND INCREASE MUSICAL KNOWLEDGE AND MUSIC APPRECIATION TO THE PUBLIC THROUGH EDUCATION ACTIVITIES AND MUSICAL PERFORMANCES.,1490468.00,7,8
451611066,The Representation Project,www.therepproject.org,CA,R24,"The Representation Project uses storytelling to challenge harmful gender stereotypes and norms, shift attitudes and behavior, and transform culture. Were committed to building a thriving and inclusive",1488707.00,9,8
760284248,American Leadership Forum Houston Gulf,www.alfhouston.com,TX,Z99,"American Leadership Forum (ALF) brings together, in classes, leaders with diverse perspectives so they can build relationships, learn to dialogue and respectfully differ, and work together for the goo",1488472.00,5,8
461434482,CALIFORNIA COMMUNITY ACTION,WWW.CALCAPA.ORG,CA,P40,"PROVIDE TECHNICAL ASSISTANCE TO ANTI-POVERTY ORGANIZATIONS AND MEMBER AGENCIES ENABLING THESE AGENCIES TO ACQUIRE FEDERAL, STATE, AND PRIVATE FUNDS.",1486917.00,7,8
521414408,RESOURCES FOR INDEPENDENT LIVING INC,WWW.RIL-VA.ORG,VA,P82Z,ASSISTING DISABLED INDIVIDUALS TO LIVE AND FUNCTION INDEPENDENTLY,1484042.00,10,8
546047133,Virginia Beach Rescue Squad Inc,HTTP://WWW.VBVRS.ORG,VA,E620,"RESCUE SQUAD DEDICATED TO SAVING LIVES, DELIVERING QUALITY EMERGENCY MEDICAL SERVICES AND PROVIDING COMMUNITY EDUCATION AND SAFETY.",1483765.00,0,8
942382459,PALO ALTO ART CENTER FOUNDATION,WWW.PAACF.ORG,CA,A20I,THE MISSION OF THE PALO ALTO ART CENTER FOUNDATION IS TO EXPAND THE REACH AND IMPACT OF THE PALO ALTO ART CENTER THROUGH FUNDRAISING AND ADVOCACY,1483157.00,3,8
752611746,Panhandle Independent Living Center,pilc.org,TX,P82,Panhandle Independent Living Center is a nonprofit corporation dedicated to the advancement of full participation of individuals with disabilities in all aspects of life.,1481947.00,10,8
251737929,YOUTH ENRICHMENT SERVICES INC,YOUTHENRICHMENTSERVICES.ORG,PA,P30,"YOUTH ENRICHMENT SERVICES, INC. WAS FOUNDED IN 1994 FOR THE PURPOSE OF PROVIDING AT-RISK TEENS AND LOW-INCOME FAMILIES RESIDING IN ALLEGHENY COUNTY A COMPREHENSIVE IN-HOME PEER MENTORING PROGRAM, JUVE",1479995.00,169,8
030472883,CASA for Children of the District of,www.casadc.org,DC,P30,"Court appointed special advocates of DC (CASA DC) promotes court-appointed volunteer advocacy so that every abused and neglected child in the DC foster care or juvenile justice system can be safe, est",1479918.00,30,8
461160948,DIGITAL PUBLIC LIBRARY OF AMERICA,https://dp.la,MA,Z99,"The digital Public Library of America empowers people to learn, grow and contribute to a diverse and better-functioning society. We do this by maximizing public access to our shared history, culture, ",1479604.00,9,8
942915151,Walnut Creek Education Foundation K-12,www.wcefk12.org,CA,Z99,Enhance the education of the students of Las Lomas High School and the schools within the Walnut Creek School District.,1479451.00,1,8
850162823,MANUELITO NAVAJO CHILDRENS HOME,WWW.MNCH.ORG,NM,P70Z,"TO PROVIDE A HOME, EDUCATION, AND SPIRITUAL GUIDANCE FOR CHILDREN WHO, FOR VARIOUS REASONS, CANNOT LIVE WITH THEIR PARENTS.",1476427.00,16,8
822641349,ILLINOIS IBEW RENEWABLE ENERGY FUND INC,HTTPS://IBEWREF.ORG/,IL,P20,"THE ILLINOIS IBEW RENEWABLE ENERGY FUND (REF) PROMOTES THE SAFE, PRODUCTIVE AND SUSTAINABLE GROWTH OF RENEWABLE ENERGY SYSTEMS IN ILLINOIS THROUGH COMMUNITY PARTNERSHIPS, STAKEHOLDER ENGAGEMENT AND ED",1474499.00,2,8
202869184,HOPE AND A HOME,WWW.HOPEANDAHOME.ORG,DC,Z99,"HOPE AND A HOME'S MISSION IS TO EMPOWER LOW-INCOME FAMILIES WITH CHILDREN IN WASHINGTON, DC, TO CREATE STABLE HOMES OF THEIR OWN AND TO MAKE LASTING CHANGES IN THEIR LIVES. WE CAN AND DO BREAK THE CYC",1472548.00,6,8
810688043,PWT United Inc,www.peopleworkingtogether.org,CA,P30,"To strategically partner with like-minded people and organizations to provide career opportunities, to ensure job career readiness, and to meet the holistic needs for those who we serve, on this journ",1472542.00,8,8
263833638,New Creatures In Christ Ministries Inc,https:\\www.helpingothersthrivepwc.net,VA,P20,Provide comprehensive supportive services to vulnerable populations (under-served individuals and families experiencing homelessness or at risk of becoming homeless). To lead people to a growing relat,1471856.00,2,8
541839226,NATIONAL PATIENT ADVOCATE FOUNDATION,WWW.NPAF.ORG,VA,E01,"THE NATIONAL PATIENT ADVOCATE FOUNDATION, THE ADVOCACY AFFILIATE OF THE PATIENT ADVOCATE FOUNDATION, REPRESENTS THE PATIENT VOICE, BOTH THE POWERFUL STORIES OF INDIVIDUALS AND THE COLLECTIVE NEEDS OF ",1470544.00,9,8
311020676,THE OPERA ASSOCIATION,WWW.OPERACOLUMBUS.ORG,OH,A6A0,"OPERA COLUMBUS ENRICHES CENTRAL OHIO BY EDUCATING, ENLIGHTENING, AND ENTERTAINING PEOPLE OF ALL AGES AND BACKGROUNDS THROUGH THE LIVE MUSIC THEATRE EXPERIENCE BY EMPLOYING A DIVERSE AND FAR-FLUNG SUPP",1470540.00,7,8
743067795,HOMES OF HOPE FOR CHILDREN INC,WWW.HOHFC.ORG,MS,P20,"TO SERVE CHILDREN IN CRISIS THROUGHOUT MISSISSIPPI BY PROVIDING STRONG, CHRISTIAN HOMES TO EVERY CHILD WHO LIVES ON CAMPUS WHILE ENSURING THAT EACH CHILD IS LOVED UNCONDITIONALLY AND HAS THEIR PHYSICA",1467842.00,20,8
237061916,Southeastern Childrens Home Inc,www.sech.org,SC,P70Z,Home and counseling services for foster/abused/neglected children,1462075.00,20,8
222228083,PRINCETON SENIOR RESOURCE CENTER,WWW.PRINCETONSENIOR.ORG,NJ,P81Z,"PSRC IS THE GO-TO RESOURCE WHERE AGING ADULTS AND THEIR FAMILIES FIND SUPPORT, GUIDANCE, EDUCATIONAL AND SOCIAL PROGRAMS TO HELP NAVIGATE LIFE TRANSITIONS AND CONTINUE TO BE ACTIVE, HEALTY AND ENGAGED",1461346.00,17,8
770475165,HOMELESS GARDEN PROJECT,www.homelessgardenproject.org,CA,P80,TO PROVIDE TRANSITIONAL EMPLOYMENT/TRAINING OF PEOPLE EXPERIENCING HOMELESSNESS.,1460783.00,84,8
841418715,NATIONAL AHEC ORGANIZATION INC,NATIONALAHEC.ORG,FL,E70,"THE NATIONAL AHEC ORGANIZATION'S MISSION IS TO ENHANCE ACCESS TO QUALITY HEALTH CARE, PARTICULARLY PRIMARY AND PREVENTIVE CARE, BY IMPROVING THE SUPPLY AND DISTRIBUTION OF HEALTHCARE PROFESSIONALS THR",1460007.00,5,8
411333578,YOUTH SERVICE BUREAU INC,WWW.YSB.NET,MN,P460,"YOUTH SERVICE BUREAU HELPS YOUTH AND FAMILIES LEARN THE SKILLS THEY NEED TO BE MORE SUCCESSFUL AT HOME, IN SCHOOL AND THROUGHOUT THE COMMUNITY.",1456087.00,18,8
593151838,ESCAMBIA COUNTY HEALTHY START,WWW.HEALTHYSTART.INFO,FL,E70Z,TO IMPROVE THE HEALTH OF BABIES THROUGH COMMUNITY PARTNERSHIPS.,1455516.00,9,8
710988757,MISSOURI MAIN STREET CONNECTION INC,MOMAINSTREET.ORG,MO,S20,"TO BENEFIT THE PUBLIC BY PROVISIONAL WORKSHOPS, MENTORING, & TECH ASSISTANCE FOR PRESERVATION BASED REVITALIZATION USING THE MAIN STREET APPROACH DEVELOPED BY THE NATIONAL TRUST FOR HISTORIC PRESERVAT",1455004.00,10,8
112646820,ASSOCIATION OF COMMUNITY LIVING,WWW.ACLNYS.ORG,NY,P70C,"TO PROVIDE SERVICES, SUPPORT, ADVICE, DIRECTION AND THE ANALYSIS OF INFORMATION FOR ITS MEMBER AGENCIES IN AN EFFORT TO ASSIST THEM IN PROVIDING THE HIGHEST QUALITY OF LIFE FOR THOSE THEY SERVE.",1450597.00,6,8
880359697,NEVADA PUBLIC HEALTH FOUNDATION,WWW.NEVADAPUBLICHEALTHFOUNDATION.ORG,NV,E70,"SERVE AS AN ESSENTIAL PUBLIC HEALTH PARTNER IN IDENTIFYING OPPORTUNITIES, MOBILIZING RESOURCES, AND DELIVERING PROGRAMS TO BUILD A HEALTH FUTURE FOR NEVADA.",1450561.00,7,8
274330555,MICHIGAN CENTER FOR CLINICAL,WWW.MICCSI.ORG,MI,E05,"THE ORGANIZATION'S MISSION IS TO SUPPORT COMMUNITY-BASED, STAKEHOLDER DRIVEN TRAINING FOR CARE TEAMS INCLUDING PHYSICIANS, CARE MANAGERS, CARE COORDINATORS, MEDICAL ASSISTANTS AND BEHAVIORAL HEALTH SP",1441964.00,4,8
812102647,MADISON AREA CARE FOR THE HOMELESS,MADISONSTREETMEDICINE.ORG,WI,E32,MADISON STREET MEDICINE IS ON A MISSION TO DEVELOP PROGRAMMING AND SERVICES TO FILL GAPS IN ACCESS TO HEALTHCARE AND HOUSING IN THE MADISON AREA. WE ENVISION A COMMUNITY WHERE INDIVIDUALS EXPERIENCING,1441626.00,22,8
