ein,org_name,website,email,all_emails,source_page,confidence,error
112646820,ASSOCIATION OF COMMUNITY LIVING,WWW.ACLNYS.ORG,,,,none,Failed to fetch
880359697,NEVADA PUBLIC HEALTH FOUNDATION,WWW.NEVADAPUBLICHEALTHFOUNDATION.ORG,,,,none,Failed to fetch
274330555,MICHIGAN CENTER FOR CLINICAL,WWW.MICCSI.ORG,,,,none,Failed to fetch
812102647,MADISON AREA CARE FOR THE HOMELESS,MADISONSTREETMEDICINE.ORG,,,,none,Failed to fetch
133008386,CROQUET FOUNDATION OF AMERICA INC,HTTP://CROQUETFOUNDATION.ORG/,,,,none,Failed to fetch
630324707,Junior League of Birmingham Inc,www.jlbonline.com,,,,none,Failed to fetch
371497662,THE CHESHIRE PROJECT,ZENOMOUNTAINFARM.COM,,,,none,Failed to fetch
464057257,PCRM Clinic,www.barnardmedical.org,,,,none,Failed to fetch
262647383,NEW YORK UNITED JEWISH ASSOCIATION,WWW.JCCMP.ORG,,,,none,Failed to fetch
862157002,NORTH STAR PROSPERITY,WWW.NORTHSTARPROSPERITY.ORG,,,,none,Failed to fetch
310711374,THE WOODLANDS SERVING CENTRAL OHIO INC,WWW.THEWOODLAND.ORG,,,,none,Failed to fetch
300224760,Appalachian Regional Coalition on Homelessness,www.appalachianhomeless.org,,,,none,Failed to fetch
770561803,California Children and Families,cacff.org,,,,none,Failed to fetch
260005055,YFU INTERNATIONAL EDUCATIONAL,WWW.YFU.ORG,,,,none,Failed to fetch
752993148,SOUTHERN DOCUMENTARY FUND,SOUTHERNDOCUMENTARYFUND.ORG,,,,none,Failed to fetch
821207907,SPEAKOUT,Speakoutusa.org,,,,none,Failed to fetch
344466356,United Way of Greater Lima Inc,www.unitedwaylima.org,,,,none,Failed to fetch
550487705,HARRISON COUNTY SENIOR CITIZENS CENTER,HARRISONCOUNTYSENIORCENTER.ORG,,,,none,Failed to fetch
953315186,WOMEN'S & CHILDREN'S CRISIS SHELTER,WWW.WCCSHOPE.ORG,,,,none,Failed to fetch
742330402,COMAL COUNTY SENIOR CITIZENS,WWW.NBSENIOR.ORG,,,,none,Failed to fetch
510139592,ASSISTANCE LEAGUE OF SALT LAKE CITY,WWW.ALSLC.ORG,,,,none,Failed to fetch
481266314,NASHVILLE PUBLIC EDUCATION FOUNDATION,NASHVILLEPEF.ORG,,,,none,Failed to fetch
043384470,HISPANIC-AMERICAN INSTITUTE INC,WWW.HAINST.ORG,,,,none,Failed to fetch
770229654,CONEJO VALLEY UNITED SOCCER CLUB,WWW.OAKSFC.ORG,,,,none,Failed to fetch
942207457,OROVILLE RESCUE MISSION INC,WWW.OROVILLERESOURCECENTER.ORG,,,,none,Failed to fetch
370752347,COMMUNITY CARE CENTER INC,WWW.GCCOMMUNITYCARECENTER.ORG,,,,none,Failed to fetch
470627068,Youth Care Inc,www.youthcareandbeyond.org,,,,none,Failed to fetch
260694904,CORVALLIS HOMELESS SHELTER,CORVALLISHOUSINGFIRST.ORG,,,,none,Failed to fetch
880661417,TERRAFINA INTERNATIONAL,WWW.TERRAFINA.ORG,,,,none,Failed to fetch
943148503,Bay Area Ridge Trail Council,www.ridgetrail.org,,,,none,Failed to fetch
330708190,LA COSTA CANYON HIGH SCHOOL,WWW.LCCHSFOUNDATION.ORG,,,,none,Failed to fetch
510187577,PRECIOUS LIFE SHELTER INC,WWW.PRECIOUSLIFESHELTER.ORG,,,,none,Failed to fetch
844259100,HAWAIIAN LENDING & INVESTMENTS,HAWAIIANHOMESTEADS.ORG/ABOUT-HLI,,,,none,Failed to fetch
331010961,GREEN BUILDING UNITED,www.greenbuildingunited.org,,,,none,Failed to fetch
351476640,WOODBURN CHRISTIAN CHILDRENS,WCCHONLINE.ORG,,,,none,Failed to fetch
208533395,PUNT PEDIATRIC CANCER COLLABORATIVE,puntpediatriccancer.org,,,,none,Failed to fetch
581953669,THE CHILDREN'S ADVOCACY CENTER,WWW.CACHC.ORG,,,,none,Failed to fetch
311763841,MARY'S SHELTER,WWW.MARYSHELTER.ORG,,,,none,Failed to fetch
581929336,SOUTHWEST GEORGIA AREA HEALTH EDU,WWW.SOWEGA-AHEC.ORG,,,,none,Failed to fetch
812964740,SPOT SUN VALLEY INC,WWW.SPOTSUNVALLEY.COM,,,,none,Failed to fetch
020592766,ADVENTIST COMMUNITY SERVICES OF GREATER WASHINGTON,ACSGW.ORG,,,,none,Failed to fetch
201209672,LIGHTHOUSE THERAPEUTIC FOSTER CARE,WWW.LIGHTHOUSETFC.ORG,,,,none,Failed to fetch
834655166,UNITED ACROSS BORDERS FOUNDATION,www.uabfoundation.org,,,,none,Failed to fetch
264632891,WOMEN OF RENEWABLE INDUSTRIES AND SUSTAINABLE ENERGY,www.wrisenergy.org,,,,none,Failed to fetch
922689886,CENTER FOR POPULATION HEALTH,WWW.CENTERFORPOPHEALTH.ORG,,,,none,Failed to fetch
341411370,HOPE HOMES FOUNDATION INC,HOPEHOMES.ORG,,,,none,Failed to fetch
260528290,ASSISTANCE CANINE TRAINING,WWW.ASSISTANCECANINE.ORG,info@assistancecanine.org,info@assistancecanine.org;user@domain.com,https://ASSISTANCECANINE.ORG,high,
850842705,Heart of Houston Community Development Corporation Inc,https://heartofhoustoncdc.org,,,,none,Failed to fetch
825141973,FRIENDS OF THE CHILDREN- TAMPA BAY INC,WWW.FRIENDSTAMPABAY.ORG,,,,none,Failed to fetch
900666565,JAMES PROJECT INTERNATIONAL,JAMESPROJECTINTERNATIONAL.ORG,,,,none,Failed to fetch
133832381,COLLABORATIVE FAMILY HEALTH CARE,WWW.CFHA.NET,,,,none,Failed to fetch
351445498,BOONE COUNTY SENIOR SERVICES INC,WWW.BOONESENIORS.ORG,,,,none,Failed to fetch
237221574,Association for Women in Science Inc,www.awis.org,,,,none,Failed to fetch
222147463,Women's Studio Workshop Inc,WWW.WSWORKSHOP.ORG,,,,none,Failed to fetch
412229120,HARTFORD BUSINESS IMPROVEMENT DISTRICT,WWW.HARTFORDBID.COM,,,,none,Failed to fetch
263093158,HOPE FOR HOME MINISTRIES,www.hopeforhome.org,,,,none,Failed to fetch
202137895,FOUNDATION FOR CHIROPRACTIC PROGRES,WWW.F4CP.ORG,,,,none,Failed to fetch
650425678,OKEECHOBEE COUNTY HEALTHOKEECHOBEE,WWW.OKEEHEALTHYSTART.ORG,,,,none,Failed to fetch
581366508,MERCY SENIOR CARE INC,WWW.MERCYATLANTA.ORG/MERCY_ROME_HOME,,,,none,Failed to fetch
752696563,COMMISSION ON ACCREDITATION FOR,WWW.COARC.COM,,,,none,Failed to fetch
570515239,SENIOR CITIZENS ASSOCIATION IN FLORENCE,WWW.SCAFLORENCE.ORG,,,,none,Failed to fetch
232935929,NATIONAL PANCREAS FOUNDATION,WWW.PANCREASFOUNDATION.ORG,,,,none,Failed to fetch
133211649,WESTCHESTER DISABLED ON THE MOVE,WWW.WDOM.ORG,,,,none,Failed to fetch
270771548,KIDS ON POINT INC,WWW.KIDSONPOINT.ORG,,,,none,Failed to fetch
570658165,UPSTATE AREA HEALTH EDUCATION CENTER,WWW.UPSTATEAHEC.ORG,,,,none,Failed to fetch
581899051,NORTHWEST ARKANSAS WOMEN'S SHELTER,NWAWS.ORG,,,,none,Failed to fetch
131624050,Rehabilitation International,www.riglobal.org,,,,none,Failed to fetch
582449448,Grant Park Conservancy Inc,www.gpconservancy.org,,,,none,Failed to fetch
862480684,FURNISHING FAMILIES INTERNATIONAL,WWW.FURNISHINGFAMILESOFTEXAS.COM,,,,none,Failed to fetch
870641040,Academy for Creating Enterprise,www.the-academy.org,,,,none,Failed to fetch
411778186,WHITE BEAR LAKE AREA EDUCATIONAL FOUNDAT,WWW.WBLAEF.ORG,,,,none,Failed to fetch
251828488,MEDAL OF HONOR FOUNDATION INC,WWW.CMOHS.ORG/FOUNDATION,,,,none,Failed to fetch
711033219,HOMELESS OUTREACH PROVIDING,WWW.HOPEFORLONGMONT.ORG,,,,none,Failed to fetch
834476757,FRIENDS OF THE CHILDREN FARGO- MOORHEAD,FRIENDSFARGOMOORHEAD.ORG,,,,none,Failed to fetch
464901375,OCEAN OUTCOMES,WWW.OCEANOUTCOMES.ORG,,,,none,Failed to fetch
800875187,RETRAINING THE VILLAGE,WWW.RETRAININGTHEVILLAGE.ORG,,,,none,Failed to fetch
731024338,ROGERS COUNTY YOUTH SERVICES INC,WWW.RCYS.ORG,,,,none,Failed to fetch
621212211,LEADERSHIP KNOXVILLE INC,WWW.LEADERSHIPKNOXVILLE.COM,,,,none,Failed to fetch
541118218,PRIMEPLUS SENIOR CENTERS,PRIMEPLUS.ORG,,,,none,Failed to fetch
680396973,REDWOOD HIGH SCHOOL FOUNDATION,WWW.REDWOODHSFOUNDATION.ORG,,,,none,Failed to fetch
464918858,ISING SILICON VALLEY,ISINGSV.COM,,,,none,Failed to fetch
831881525,San Francisco Housing Action Coalition,housingactioncoalition.org,,,,none,Failed to fetch
204210843,SHE SHOULD RUN,WWW.SHESHOULDRUN.ORG,,,,none,Failed to fetch
381878427,ALPENA AREA SENIOR CITIZENS COUNCIL,HTTPS://WWW.ALPENASENIORS.COM/,,,,none,Failed to fetch
911817387,REAL CHANGE HOMELESS EMPOWERMENT PROJECT,www.realchangenews.org,,,,none,Failed to fetch
471904505,JOSEPHINE COUNTY FOOD BANK INC,www.jocofoodbank.org,,,,none,Failed to fetch
822226046,VOLTA RESILIENT FOUNDATION,https://www.voltaresilient.org/,,,,none,Failed to fetch
200479897,NEW BETHLEHEM COMMUNITY CENTER INC,WWW.NBCCAUGUSTAGA1.COM,,,,none,Failed to fetch
844147678,THE HIV AND HEPATITIS POLICY,HTTPS://HIVHEP.ORG/,,,,none,Failed to fetch
311126968,MEETING PROFESSIONALS INTERNATIONAL,WWW.MPI.ORG,,,,none,Failed to fetch
471023395,ROSS LYNN CHARITABLE FOUNDATION INC,WWW.ROSSLYNNFOUNDATION.ORG,,,,none,Failed to fetch
391602800,SENIOR CONNECTIONS INC,WWW.SENIORCONNECTIONSWI.ORG,,,,none,Failed to fetch
873164451,SUMMIT HYPERBARICS AND WELLNESS INC,shwidaho.org,,,,none,Failed to fetch
363398501,MAOT CHITIM OF GREATER CHICAGO INC,WWW.MAOTCHITIM.ORG,,,,none,Failed to fetch
680582941,New Jersey Physicians Advisory Grou,WWW.NJPHYSICIANS.ORG,,,,none,Failed to fetch
231988814,EASTERN PENNSYLVANIA EMERGENCY MEDICAL,WWW.EASTERNEMSCOUNCIL.ORG,,,,none,Failed to fetch
132892894,UNITAS THERAPEUTIC COMMUNITY INC,WWW.UNITASTCINC.ORG,,,,none,Failed to fetch
331070775,CHANGING PEOPLES LIVES INC,www.cplives.org,,,,none,Failed to fetch
742353686,GREATER RANDOLPH AREA SERVICES,WWW.GRASP211.ORG,,,,none,Failed to fetch
260059271,KOREAN AMERICAN FOOD FOR THE HUNGRY INTERNATIONAL INC,KAFHI.ORG,,,,none,Failed to fetch
362717649,CHILDRENS LEARNING CENTER INC,www.clcdaycare.org,,,,none,Failed to fetch
460950114,LOUISIANA ABORTION FUND,www.louisianaabortionfund.org,,,,none,Failed to fetch
593212535,HEALTHY START COALITION OF OSCEOLA,WWW.HEALTHYSTARTOSCEOLA.ORG,,,,none,Failed to fetch
201582086,HFE SHARE IT FORWARD INC,SHARE-IT-FORWARD.ORG,,,,none,Failed to fetch
582069891,TECO THEATRICAL PRODUCTIONS INC,www.bishopartstheatre.org,,,,none,Failed to fetch
311254976,HOPE HOUSE RESCUE MISSION INC,WWW.HHMISSION.ORG,,,,none,Failed to fetch
743200194,FORGOTTEN CHILDREN INC,www.fci-la.org,,,,none,Failed to fetch
831079563,LABOR ECONOMIC EDUCATION EMPOWERMENT INC,LEEP-DE.ORG,,,,none,Failed to fetch
452826416,CHILDREN'S HOPE,WWW.CHILDRENS-HOPE.COM,,,,none,Failed to fetch
560938521,Childrens Homes of Cleveland County Inc,www.chccinc.org,,,,none,Failed to fetch
832183139,RADICALXCHANGE FOUNDATION LTD,WWW.RADICALXCHANGE.ORG,,,,none,Failed to fetch
381660960,FAMILY COUNSELING & CHILDREN'S,WWW.FCCSOFLENAWEE.ORG,,,,none,Failed to fetch
522227244,SOWING EMPOWERMENT AND ECONOMIC DEVELOPMENT INC,WWW.SEEDINC.ORG,,,,none,Failed to fetch
840779444,PARAGON SERVICE DOGS,WWW.HEARINGDOG.ORG,,,,none,Failed to fetch
232683767,AVONDALE FIRE COMPANY EMS DIVISION,WWW.AFC23.ORG,,,,none,Failed to fetch
883758306,HOPE CENTER OF ORANGE COUNTY,HTTPS://OCHOPECENTER.ORG/,,,,none,Failed to fetch
462223038,COMMUNITY ACTION FOR SOCIAL JUSTICE INC,WWW.CASJ.ORG,,,,none,Failed to fetch
824196024,SAN LUIS COASTAL EDUCATION FOUNDATION,SLCEF.ORG,,,,none,Failed to fetch
263876547,SUFFOLK AHRC FOUNDATION INC,WWW.AHRCSUFFOLK.ORG,,,,none,Failed to fetch
580619033,GREENBRIAR CHILDREN'S CENTER INC,WWW.GREENBRIARCHILDRENSCENTER.ORG,,,,none,Failed to fetch
861741586,BUSINESS FOR HEALTH SOLUTIONS INTERNATIONAL INC,businessforhealthsolutions.com,,,,none,Failed to fetch
203023256,FRIENDS OF CARITAS CUBANA CORP,HTTPS://FRIENDSOFCARITASCUBANA.ORG/,,,,none,Failed to fetch
851194604,DEAFWAY GLOBAL,WWW.DEAFPATHWAY.COM,,,,none,Failed to fetch
263725345,FAMILY LIFE CENTER OF NEW BRAUNFELS,flcnb.org,,,,none,Failed to fetch
751791374,Texas Network of Youth Services Inc,www.tnoys.com,,,,none,Failed to fetch
540803325,JUNIOR ACHIEVEMENT OF CENTRAL VA INC,WWW.JUNIORACHIEVEMENT.ORG/WEB/JA-CENTRALVA,,,,none,Failed to fetch
261120684,VIRGINIA TELEHEALTH NETWORK INC,HTTP://EHEALTHVIRGINIA.ORG,,,,none,Failed to fetch
822371119,COMPREHENSIVE MEDICAL MENTORING PROGRAM,WWW.CMMPMED.ORG,,,,none,Failed to fetch
320046759,SERENITY HOSPICE AND HOME FOUND,SERENITYHOSPICEANDHOME.ORG,,,,none,Failed to fetch
942878465,QUALITY CARE HEALTH FOUNDATION INC,WWW.CAHF.ORG,,,,none,Failed to fetch
822980765,Jennie Stuart Health Foundation Inc,JENNIESTUARTHEALTH.ORG/FOUNDATION,,,,none,Failed to fetch
521712338,LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL,WWW.LUMINISHEALTH.ORG,,,,none,Failed to fetch
330265253,Consortium for Early Learning Services,www.consortiumels.org,,,,none,Failed to fetch
200435496,FAMILIES UNLIMITED NETWORK,FAMILIESUNLIMITEDNETWORK.ORG,,,,none,Failed to fetch
743030535,NORTHWEST MONTANA VETERANS STAND DOWN,WWW.VETERANSFOODPANTRY.ORG,,,,none,Failed to fetch
263933990,CONCORD COALITION TO END HOMELESSNESS,CONCORDHOMELESS.ORG,,,,none,Failed to fetch
237296933,DEACONESS - KRAFFT CENTER,WWW.RHF.ORG,,,,none,Failed to fetch
541993876,MEL LEAMAN FREE CLINIC OF SMYTH CO,MELLEAMANFREECLINIC.ORG,,,,none,Failed to fetch
141593876,PLANNED PARENTHOOD EMPIRE STATE ACTS,HTTPS://WWW.PLANNEDPARENTHOODACTION.ORG/EMPIRE-ST,,,,none,Failed to fetch
824958844,MATH CORPS,WWW.MATHCORPS.ORG,,,,none,Failed to fetch
431028098,Northside Youth and Senior Service Center Inc,northsidecommunitycenter.net,,,,none,Failed to fetch
271914879,INTERNATIONAL ACADEMY OF ORAL MEDICINE &,WWW.IAOMT.ORG,,,,none,Failed to fetch
463318819,BIG LEAGUE IMPACT INC,BIGLEAGUEIMPACT.ORG,,,,none,Failed to fetch
042604424,WESTPORT RIVER WATERSHED ALLIANCE INC,WESTPORTWATERSHED.ORG,,,,none,Failed to fetch
200936376,WEST GEORGIA HEALTH FOUNDATION,www.wghealth.org,,,,none,Failed to fetch
020351152,GIBSON CENTER FOR SENIOR SERVICES,WWW.GIBSONCENTER.ORG,,,,none,Failed to fetch
453957719,INNOVATIVE HEALTH SOLUTIONS,WWW.HEALTHYCOOKINGWITHKIDS.NET,,,,none,Failed to fetch
300081227,ACCION HISPANA - QUE PASA,QUEPASAMEDIA.COM,,,,none,Failed to fetch
470827230,ANGELS ON WHEELS INC,crosstc.com,,,,none,Failed to fetch
134011201,SAFEGUARD CREDIT COUNSELING,WWW.SAFEGUARDCREDIT.ORG,,,,none,Failed to fetch
391247541,WALKER'S POINT YOUTH AND FAMILY CENTER,WWW.WALKERSPOINT.ORG,,,,none,Failed to fetch
593315988,THE MATTIE KELLY ARTS FOUNDATION,MATTIEKELLYARTSFOUNDATION.ORG,,,,none,Failed to fetch
453816531,CENTRAL PENNSYLVANIA CLINIC- A MEDICAL,WWW.CENTRALPENNSYLVANIACLINIC.ORG,,,,none,Failed to fetch
824700615,HIGH QUALITY MEDICAL EDUCATION,HQMEDED.COM,,,,none,Failed to fetch
262486476,STUDENT ORGANIZING INC,HTTPS://STUDENTPIRGS.ORG/,,,,none,Failed to fetch
752486061,ALZHEIMERS ALLIANCE OF NORTHEAST TEXAS,WWW.ALZALLIANCE.ORG,,,,none,Failed to fetch
770144133,MADERA RESCUE MISSION INC,http://maderarm.org/,,,,none,Failed to fetch
760344682,BRAZORIA COUNTY ALLIANCE FOR CHILDREN,WWW.CAC-BC.ORG,,,,none,Failed to fetch
814050565,CHILDRENS GLOBAL HEALTH FUND INC,CHILDRENSGLOBALHEALTHFUND.ORG,,,,none,Failed to fetch
113676443,TRANSFORMING EDUCATING & EMPOWERING,WWW.TEECHFOUNDATION1.ORG,,,,none,Failed to fetch
620815254,CALVARY RESCUE MISSION,www.calvaryrescue.org,,,,none,Failed to fetch
521245241,Federal City Performing Arts Association,www.gmcw.org,,,,none,Failed to fetch
814498882,MONITOR MY HEALTH INC,WWW.MONITORMYHEALTH.ORG,,,,none,Failed to fetch
521342360,WILLIAMSBURG MUSIC ASSOCIATION,HTTP://WWW.WILLIAMSBURGSYMPHONIA.ORG,,,,none,Failed to fetch
770491141,Animal Friends Rescue Project,www.animalfriendsrescue.org,,,,none,Failed to fetch
043323467,PEACE FIRST INC,WWW.PEACEFIRST.ORG,,,,none,Failed to fetch
752401624,MCKINNEY EDUCATION FOUNDATION,WWW.MCKINNEYEF.ORG,,,,none,Failed to fetch
036011503,MANCHESTER RESCUE SQUAD INC,NORTHSHIRERESCUE.ORG,,,,none,Failed to fetch
862589387,CORISE ILLINOIS,HTTPS://WWW.CORISE.COOP/ILLINOIS,,,,none,Failed to fetch
811791167,A-1 COMMUNITY HOUSING SERVICES,WWW.A1CHS.ORG,,,,none,Failed to fetch
352416698,Arkansas Coalition of Marshallese I,www.arkansasmarshallese.org,,,,none,Failed to fetch
261110584,Next Generation Scholars Inc,www.nextgenerationscholars.org/,,,,none,Failed to fetch
824662347,THE LOTUS CAMPAIGN,http://lotuscampaign.org/,,,,none,Failed to fetch
990118209,KUALOA-HEEIA ECUMENICAL YOUTH PROJECT,KEYPROJECT.ORG,,,,none,Failed to fetch
010547055,MAINE COMMUNITY ACTION ASSOCIATION,MECAP.ORG,,,,none,Failed to fetch
237335361,ACHIEVEMENT REWARDS FOR COLLEGE,NORTHERN-CALIFORNIA.ARCSFOUNDATION.ORG,,,,none,Failed to fetch
862104143,THE DINNER PARTY LABS,www.thedinnerparty.org,,,,none,Failed to fetch
910630507,GERMAN RETIREMENT HOME OF THE STATE OF,WWW.PARKSHOREJUANITABAY.ORG,,,,none,Failed to fetch
882856956,RECOVERY CAFE LAFAYETTE INC,WWW.RECOVERY-CAFE-LAFAYETTE.ORG,,,,none,Failed to fetch
473272024,EVERY WOMAN TREATY INC,EVERYWOMAN.ORG,,,,none,Failed to fetch
881030665,Sunshine Family Cares Inc,www.sunshinefamilycares.com,,,,none,Failed to fetch
262940071,SOUTHERN OKLA ADDICTION RECOVERY INC,HTTP://WWW.SOARREHAB.ORG,,,,none,Failed to fetch
593425001,MARCO ISLAND HISTORICAL SOCIETY INC,WWW.THEMIHS.ORG,,,,none,Failed to fetch
800713334,UPAYA SOCIAL VENTURES,www.upayasv.org,,,,none,Failed to fetch
452643886,A WIDER BRIDGE,WWW.AWIDERBRIDGE.ORG,,,,none,Failed to fetch
742970407,Voices for Children Inc,www.vfcbrazos.org,,,,none,Failed to fetch
223671290,Father John's Animal House Inc,www.fatherjohnsanimalhouse.org,,,,none,Failed to fetch
236298810,YORK SYMPHONY ORCHESTRA,YORKSYMPHONY.ORG,,,,none,Failed to fetch
871658176,VITAL CHOICE INC,www.vitalchoicecare.com,,,,none,Failed to fetch
550631259,OHIO-WEST VIRGINIA YOUTH LEADERSHIP,WWW.YLA-YOUTHLEADERSHIP.ORG,,,,none,Failed to fetch
860769031,TU NIDITO CHILDREN AND FAMILY,HTTP://WWW.TUNIDITO.ORG,,,,none,Failed to fetch
851248085,BETHEL SHELTERS,BETHELSHELTERS.ORG,,,,none,Failed to fetch
810576905,OPEN ARMS HOME FOR CHILDREN INC,openarmshome.com,,,,none,Failed to fetch
043720198,SOUTHERN CALIFORNIA HOSPICE FOUNDAT,WWW.SOCALHOSPICEFOUNDATION.ORG,,,,none,Failed to fetch
561541496,LEADINGAGE NORTH CAROLINA,WWW.LEADINGAGENC.ORG,,,,none,Failed to fetch
383697192,INDIANA CENTER FOR NURSING INC,WWW.IC4N.ORG,,,,none,Failed to fetch
911036940,PARENT TRUST FOR WASHINGTON CHILDREN,WWW.PARENTTRUST.ORG,,,,none,Failed to fetch
954591175,WOMEN IN ANIMATION INC,WOMENINANIMATION.ORG,,,,none,Failed to fetch
330683658,THE JACOBS CENTER FOR NEIGHBORHOOD,WWW.JACOBSCENTER.ORG,,,,none,Failed to fetch
371112496,NATIONAL FOUNDATION FOR ECTODERMAL,WWW.NFED.ORG,,,,none,Failed to fetch
471157436,THE CHOSEN & DEARLY LOVED,WWW.1MILLIONHOME.COM,,,,none,Failed to fetch
208061554,Mary's Shelter Inc,Marysshelterva.org,,,,none,Failed to fetch
831378343,ANOTHER ROUND ANOTHER RALLY,ANOTHERROUNDANOTHERRALLY.ORG,,,,none,Failed to fetch
132508249,SEXUALITY INFORMATION AND EDUCATION,WWW.SIECUS.ORG,,,,none,Failed to fetch
900406012,HILLEL AT VA TECH INC,WWW.HILLELATVIRGINIATECH.ORG,,,,none,Failed to fetch
815332685,SOUTH CAROLINA COMMUNITY HEALTH,SCCHWA.ORG,,,,none,Failed to fetch
872408926,INSTITUTE FOR WOMEN'S HEALTH,HTTPS://WWW.THEIWH.ORG,,,,none,Failed to fetch
141956711,Syrian American Council,www.sacouncil.com,,,,none,Failed to fetch
205025148,WELL AWARE INC,WWW.WELLAWAREWORLD.ORG,,,,none,Failed to fetch
830956002,THE FORGOTTEN INITIATIVE,THEFORGOTTENINITIATIVE.ORG,,,,none,Failed to fetch
651291029,NEVADA HOMELESS ALLIANCE INC,WWW.NEVADAHOMELESSALLIANCE.ORG,,,,none,Failed to fetch
237013531,BOZEMAN SENIOR SOCIAL CENTER,www.bozemanseniorcenter.org,,,,none,Failed to fetch
237122398,ALBUQUERQUE CHRISTIAN CHILDREN'S HOME INC,www.ACCH4kids.org,,,,none,Failed to fetch
920311777,WORLD SHOE FUND INC,WWW.WORLDSHOEFUND.ORG,,,,none,Failed to fetch
911923159,Northwest Parkinsons Foundation,www.nwpf.org,,,,none,Failed to fetch
521175294,WOMEN IN FILM & VIDEO INC,www.wifv.org,,,,none,Failed to fetch
203380456,HOMELESS CHILDREN'S PLAYTIME PROJECT,WWW.PLAYTIMEPROJECT.ORG,,,,none,Failed to fetch
752057300,INTERNATIONAL SISTER CITIES ASSOCIATION,WWW.FWSISTERCITIES.ORG,,,,none,Failed to fetch
260812693,HOWARD HANNA CHILDREN'S FREE CARE FUND,HOWARDHANNACHILDRENSFREECAREFUND.ORG,,,,none,Failed to fetch
941622372,Volunteers in Asia,www.viaprograms.org,,,,none,Failed to fetch
540315311,NATIONAL DENTAL ASSOCIATION INC,WWW.NDAONLINE.ORG,,,,none,Failed to fetch
900677193,MEET INTERNATIONAL INC,WWW.MEET.ORG,,,,none,Failed to fetch
742378900,PAYSON SENIOR CENTER INC,PAYSONSENIORCENTER.ORG,,,,none,Failed to fetch
530215408,AMERICAN LATVIAN ASSOCIATION IN THE UNIT,ALAUSA.ORG,,,,none,Failed to fetch
541233778,MIDDLESEX COUNTY VOLUNTEER RESCUE,WWW.MCVRS.LIFE,,,,none,Failed to fetch
320571292,CAPITAL BEHAVIORAL HEALTH COLLABORATIVE,HTTPS://CBHNETWORK.COM/,,,,none,Failed to fetch
810364919,BIG SKY SENIOR SERVICES INC,WWW.BIGSKYSENIORSERVICES.ORG,,,,none,Failed to fetch
953565451,LAGUNA BEACH EDUCATION FOUNDATION,www.lbschoolpower.org,,,,none,Failed to fetch
571068943,CALVARY HOME FOR CHILDREN,WWW.CALVARYHOME.ORG,,,,none,Failed to fetch
421744369,THIRD COAST PERCUSSION NFP,THIRDCOASTPERCUSSION.COM,,,,none,Failed to fetch
452050341,GREATER ST CLOUD DEVELOPMENT CORPORATION,WWW.GREATERSTCLOUD.COM,,,,none,Failed to fetch
853538438,MIAS MIRACLES FOUNDATION INC,MIAS-MIRACLES.ORG,,,,none,Failed to fetch
815469117,The Catcade Inc,thecatcade.org,,,,none,Failed to fetch
860739107,GENESIS PROGRAM INC,WWW.GENESISCITY.ORG,,,,none,Failed to fetch
860439625,FAMILY MATTERS INC,WWW.GRACEBASEDFAMILIES.COM,,,,none,Failed to fetch
271117309,NELLIES CHAMPIONS FOR KIDS INC,WWW.NC4K.ORG,,,,none,Failed to fetch
830705607,Leadership Brainery Inc,leadershipbrainery.org,,,,none,Failed to fetch
270697636,DEEP WITHIN REHAB CENTER INC,deepwithinrehab.com,,,,none,Failed to fetch
510233084,MID-COUNTY CENTER INC,WWW.MIDCOUNTYSENIORCENTER.ORG,,,,none,Failed to fetch
431834356,OZARKS MEDICAL CENTER FOUNDATION,OZARKSHEALTHCARE.COM/SUPPORT-US/FOUNDATION/,,,,none,Failed to fetch
351589550,GRANT COUNTY ECONOMIC GROWTH,GRANTCOUNTY.COM,,,,none,Failed to fetch
760816129,CENTER FOR CHILDREN'S LAW AND,WWW.CCLP.ORG,,,,none,Failed to fetch
521696721,RECONCILING MINISTRIES NETWORK,WWW.RMNETWORK.ORG,,,,none,Failed to fetch
311014204,UNITED PROFESSIONAL HORSEMEN'S,UPHAONLINE.COM,,,,none,Failed to fetch
800291226,Indian Child and Family Preservation Program,WWW.ICIPP.net,,,,none,Failed to fetch
453060615,DALLAS SCI RECOVERY INC,WWW.NEUROREACTION.ORG,,,,none,Failed to fetch
301250104,ANTARA INTERNATIONAL INC,www.antarainternational.org,,,,none,Failed to fetch
010567018,ALLIANCE OF NEW YORK STATE YMCAS INC,WWW.YMCANYS.ORG,,,,none,Failed to fetch
391768041,GOOD STEWARDS INC,TWICEISNICERESALESHOP.COM,,,,none,Failed to fetch
942684774,Senior Advocacy Services,www.senioradvocacyservices.org,,,,none,Failed to fetch
526056326,COAST GUARD AUXILIARY ASSOCIATION INC,CGAUXA.ORG,,,,none,Failed to fetch
061435280,CONNECTICUT VOICES FOR CHILDREN INC,WWW.CTVOICES.ORG,,,,none,Failed to fetch
204690846,Friends of Ngong Road,www.ngongroad.org,,,,none,Failed to fetch
260620716,THE GREAT AMERICAN SONGBOOK FOUNDATION,WWW.THESONGBOOK.ORG,,,,none,Failed to fetch
870479528,BOX ELDER COMMUNITY PANTRY,boxelderfoodpantry.org,,,,none,Failed to fetch
200123553,SERVANTS HEART OF INDY INC,WWW.SERVANTSHEARTOFINDY.COM,,,,none,Failed to fetch
