ein,organization_name,state,city,total_assets,total_revenue,website,phone,tax_year,mission_description
383941057,CATHOLIC COMMUNITY FOUNDATION,CA,GLENDALE,313476844.00,29367539.00,WWW.CATHOLICCF-LA.ORG,2134261180,2023,"OUR MISSION IS TO EMPOWER CHARITABLE INDIVIDUALS AND ORGANIZATIONS ACROSS CULTURES AND GENERATIONS THROUGH PROFESSIONAL PHILANTHROPY MANAGEMENT SOLUTIONS THAT ALLOW CLIENTS TO DEVELOP AND SUSTAIN THEIR PHILANTHROPY IN SUPPORT OF CATHOLIC VALUES. THE FOUNDATION ALSO PROVIDES CHARITABLE ORGANIZATIONS WITH THE OPPORTUNITY TO INVEST IN FUNDS THAT ARE MANAGED BY THE ORGANIZATIONS.THE MISSION IS SPECIFICALLY ACHIEVED BY THE FOUNDATION THROUGH GRANTS AND DISTRIBUTIONS FROM ENDOWMENTS AND DESIGNATED FUNDS THAT SUPPORT THE BROAD MISSION OF THE ROMAN CATHOLIC CHURCH THROUGHOUT THE WORLD.THE FOUNDATION'S VALUES INCLUDE UPHOLDING THE DIGNITY OF LIFE FOR ALL, WORKING TO ELIMINATE POVERTY, AND HELPING TO REMOVE BARRIERS THAT DIVIDE PEOPLE IN LARGE, COMPLEX, AND MULTICULTURAL SOCIETIES SUCH AS SOUTHERN CALIFORNIA."
752836123,DALLAS JEWISH COMMUNITY FOUNDATION,TX,DALLAS,310076633.00,43842453.00,WWW.DJCF.ORG,9726451028,2023,"TO BE YOUR PARTNER AND TRUSTED EXPERT IN CHARITABLE GIVING AND EFFECTIVE PHILANTHROPY BY EMPOWERING OUR COMMUNITY'S CHARITABLE VISION, SAFEGUARDING OUR COMMUNITY'S RESOURCES AND BUILDING ENDURING LEGACIES."
880241420,NEVADA COMMUNITY FOUNDATION INC,NV,LAS VEGAS,305853612.00,69619926.00,WWW.NEVADACF.ORG,7028922326,2022,"THE MISSION OF THE NEVADA COMMUNITY FOUNDATION IS TO RECEIVE AND ACCEPT FUNDS TO BE ADMINISTERED AND DISBURSED THROUGH GRANTS EXCLUSIVELY FOR CHARITABLE PURPOSES PRIMARILY IN NEVADA OR FOR THE BENEFIT OF RESIDENTS OF NEVADA, SUPPORT THE SOLVING OF COMMUNITY ISSUES AND TO MATCH DONOR PHILANTHROPIC INTEREST WITH THE MYRIAD NEEDS OF THE COMMUNITY."
341087615,AKRON COMMUNITY FOUNDATION,OH,AKRON,297142559.00,33807174.00,WWW.AKRONCF.ORG,3303768522,2023,"TO IDENTIFY, ACTIVATE, AND SUPPORT INFORMED AND PASSIONATE PHILANTHROPISTS WHO STRIVE TO IMPROVE THE QUALITY OF LIFE IN OUR COMMUNITY. WE ACCOMPLISH THIS BY:- BUILDING A PERMANENT SOURCE OF CHARITABLE FUNDING- CULTIVATING STRATEGIC RELATIONSHIPS WITH DIVERSE CHARITABLE INDIVIDUALS, PROFESSIONAL ADVISORS, AND COMMUNITY ORGANIZATIONS- INSPIRING NEW DONORS BY CAPTURING AND SHARING COMPELLING EXAMPLES OF THE POSITIVE IMPACT OF PHILANTHROPY IN OUR COMMUNITY- EDUCATING AND CONNECTING DONORS TO NONPROFIT ORGANIZATIONS WHOSE NEEDS MATCH THE DONOR'S INTERESTS"
813609752,NEUBAUER FAMILY CHARITABLE TRUST CO SILICON VALLEY COMMUNITY FOUNDATION,CA,Mountain View,296320504.00,0.00,N/A,6504505400,2023,To make grants in support of charitable and educational activities
396038248,MADISON COMMUNITY FOUNDATION,WI,MADISON,294109737.00,20094904.00,WWW.MADISONGIVES.ORG,6082321763,2023,THE MISSION OF MADISON COMMUNITY FOUNDATION IS TO ENHANCE THE COMMON GOOD THROUGH PHILANTHROPY.
631209631,THE COMMUNITY FOUNDATION OF GREATER,AL,BIRMINGHAM,290214848.00,30634267.00,WWW.CFBHAM.ORG,2053273805,2023,THE MISSION OF THE COMMUNITY FOUNDATION OF GREATER BIRMINGHAM IS TO IGNITE PASSION FOR TRANSFORMATIONAL CHANGE IN OUR COMMUNITY.
592396243,COLLIER COMMUNITY FOUNDATION INC,FL,NAPLES,287500292.00,59934736.00,WWW.CFCOLLIER.ORG,2396495000,2023,"TO INCREASE AND FOCUS PRIVATE PHILANTHROPY IN THE COLLIER COUNTY AREA. GIFTS TO THE FOUNDATION ARE MANAGED AND OVERSEEN BY THE BOARD OF DIRECTORS AND THE PROFESSIONAL STAFF OF THE FOUNDATION. ORGANIZATIONS, INDIVIDUALS AND FAMILIES CAN INVEST WITH THE FOUNDATION IN A WAY THAT BEST FITS THEIR FINANCIAL AND CHARITABLE GOALS. ACCOUNTABILITY, FLEXIBILITY AND EXPERTISE ARE THE VALUES AND BEHAVIORS THAT GOVERN ALL FOUNDATION TRANSACTIONS. THE TAX BENEFITS OF INVESTING WITH THE FOUNDATION ARE REALIZED IMMEDIATELY AND CHARITABLE DECISIONS CAN BE DEFERRED."
481215503,Greater Salina Community Foundation,KS,Salina,284739126.00,24911085.00,https://gscf.org/,7858231800,2023,The mission is to build permanent endowment funds and meet charitable community needs.
223089640,COMMUNITY FOUNDATION OF WESTERN,MA,SPRINGFIELD,282374225.00,37016434.00,WWW.COMMUNITYFOUNDATION.ORG,4137322858,2023,"THE COMMUNITY FOUNDATION OF WESTERN MASSACHUSETTS SEEKS TO ENRICH THE QUALITY OF LIFE OF THE PEOPLE OF OUR REGION BY ENCOURAGING PHILANTHROPY, DEVELOPING A PERMANENT, FLEXIBLE ENDOWMENT, ASSESSING AND RESPONDING TO EMERGING AND CHANGING NEEDS, SERVING AS A RESOURCE, CATALYST, AND COORDINATOR FOR CHARITABLE ACTIVITIES, AND PROMOTING EFFICIENCY IN THE MANAGEMENT OF CHARITABLE FUNDS."
561380796,TRIANGLE COMMUNITY FOUNDATION INC,NC,DURHAM,281678721.00,30227826.00,WWW.TRIANGLECF.ORG,9194748370,2022,"WE INSPIRE AND MOBILIZE GIVING, LEADERSHIP, AND ACTION."
436049281,JEWISH COMMUNITY FOUNDATION OF,KS,OVERLAND PARK,280909584.00,19961664.00,WWW.JCFKC.ORG,9133278245,2023,"THE MISSION OF THE JEWISH COMMUNITY FOUNDATION OF GREATER KANSAS CITY IS TO PROMOTE THE PRACTICE OF TZEDAKAH (RIGHTEOUSNESS, CHARITY) AND THE PURSUIT OF TIKKUN OLAM (REPAIRING THE WORLD) BY SERVING AS THE CENTRAL RESOURCE AND ADVOCATE FOR PLANNED GIVING AND ENDOWMENTS IN THE KANSAS CITY JEWISH COMMUNITY."
382190667,COMMUNITY FOUNDATION OF GREATER FLINT,MI,FLINT,279537956.00,43635396.00,WWW.CFGF.ORG,8107678270,2023,THE ORGANIZATION SERVES THE COMMON GOOD IN GENESEE COUNTY - BUILDING A STRONG COMMUNITY BY ENGAGING PEOPLE IN PHILANTHROPY AND DEVELOPING THE COMMUNITY'S PERMANENT ENDOWMENT - NOW AND FOR GENERATIONS TO COME.
237365930,Community Foundation of St Joseph County Inc,IN,South Bend,278288562.00,21649610.00,www.cfsjc.org,5742320041,2023,To improve the quality of life for the citizens of St. Joseph County and their succeeding generations.
237180620,BALTIMORE COMMUNITY FOUNDATION INC,MD,BALTIMORE,278263037.00,35049394.00,WWW.BCF.ORG,4103324172,2023,"THE MISSION OF BALTIMORE COMMUNITY FOUNDATION IS TO INSPIRE DONORS TO ACHIEVE THEIR CHARITABLE GOALS FROM GENERATION TO GENERATION AND TO IMPROVE THE QUALITY OF LIFE IN THE BALTIMORE REGION THROUGH GRANTMAKING, ENLIGHTENED CIVIC LEADERSHIP AND STRATEGIC INVESTMENTS."
521746234,Princeton Area Community Foundation Inc,NJ,Princeton,272241294.00,25299437.00,WWW.PACF.ORG,6092191800,2023,"THE COMMUNITY FOUNDATION PROMOTES PHILANTHROPY TO ADVANCE THE WELL-BEING OF OUR COMMUNITIES. THE COMMUNITY FOUNDATION HAS SEVERAL GRANTMAKING INITIATIVES IN THE AREAS OF EDUCATION, ARTS, BASIC HUMAN NEEDS, CAPACITY BUILDING, AND MORE."
237181875,COMMUNITY FOUNDATION FOR PALM BEACH AND,FL,WEST PALM BEACH,269794994.00,36105180.00,WWW.YOURCOMMUNITYFOUNDATION.ORG,5616596800,2023,"TO ENHANCE THE QUALITY OF LIFE FOR ALL RESIDENTS NOW AND FOR FUTURE GENERATIONS; TO BUILD PERMANENT ENDOWMENTS, TO PROVIDE COMMUNITY LEADERSHIP ON RELEVANT ISSUES, AND TO ADDRESS NEEDS THROUGH GRANTMAKING. AS PART OF OUR STRATEGIC PLAN, THE COMMUNITY FOUNDATION'S GRANTMAKING FOCUSES ON DISCOVERING COLLECTIVE IMPACT PARTNERSHIPS AND LISTENING CLOSELY TO THE NEEDS OF OUR LOCAL COMMUNITY."
381443367,Fremont Area Community Foundation,MI,FREMONT,268983898.00,14863634.00,WWW.FACOMMUNITYFOUNDATION.ORG,2319245350,2023,TO ENHANCE THE QUALITY OF LIFE FOR ALL PEOPLE OF NEWAYGO COUNTY AND SURROUNDING COMMUNITIES.
061083893,FAIRFIELD COUNTY'S COMMUNITY FOUNDATION,CT,NORWALK,267327634.00,21897687.00,WWW.FCCFOUNDATION.ORG,2037503200,2022,SEE SCHEDULE O
760187329,Houston Jewish Community Foundation,TX,Houston,260698520.00,33365368.00,www.hjcf.org,3466994523,2023,"The mission of the Houston Jewish Community Foundation is to reflect the collective charitable hearts of our donors by advising on, receiving, administering, distributing and efficiently serving as the stewards of funds that are designated for the present and future benefit of qualified charitable organizations and promote the practice of tzedakah (righteousness, charity) and the pursuit of tikkun olam (repairing the world) by serving as a central resource and advocate for charitable giving."
561380249,COMMUNITY FOUNDATION OF GREATER,NC,GREENSBORO,260104007.00,15424786.00,WWW.CFGG.ORG,3363799100,2023,"THE COMMUNITY FOUNDATION OF GREATER GREENSBORO INSPIRES GIVING, MAXIMIZES OPPORTUNITIES AND STRENGTHENS COMMUNITIES FOR PRESENT AND FUTURE GENERATIONS."
592477112,COMMUNITY FOUNDATION OF BROWARD INC,FL,FORT LAUDERDALE,257448896.00,24206113.00,WWW.CFBROWARD.ORG,9547619503,2022,TO PROVIDE LEADERSHIP ON COMMUNITY SOLUTIONS AND FOSTER PHILANTHROPY THAT CONNECTS PEOPLE WHO CARE WITH CAUSES THAT MATTER.
470769903,NEBRASKA COMMUNITY FOUNDATION,NE,LINCOLN,256373144.00,66506049.00,WWW.NEBCOMMFOUND.ORG,4023237330,2023,"THE NEBRASKA COMMUNITY FOUNDATION UNLEASHES ABUNDANT LOCAL ASSETS, INSPIRES CHARITABLE GIVING, AND CONNECTS AMBITIOUS PEOPLE TO BUILD STRONGER COMMUNITIES AND A GREATER NEBRASKA."
352100908,HARRISON COUNTY COMMUNITY FOUNDATION,IN,CORYDON,254111339.00,15880407.00,WWW.HCCFINDIANA.ORG,8127386668,2023,"THE MISSION OF THE HARRISON COUNTY COMMUNITY FOUNDATION IS TO INSPIRE AND ASSIST EVERYONE TO EXPERIENCE PHILANTHROPY, PRODUCING POSITIVE AND SUSTAINABLE GROWTH IN HARRISON COUNTY. HCCF'S VISION IS TO GROW HARRISON COUNTY INTO THE BEST COMMUNITY TO LIVE, WORK AND RAISE A FAMILY. HCCF VALUES GENEROSITY, INTEGRITY, SUSTAINABILITY, STEWARDSHIP, INNOVATION, COLLABORATION, INCLUSION, AND EXCELLENCE."
770165029,VENTURA COUNTY COMMUNITY FOUNDATION,CA,CAMARILLO,234037815.00,44884228.00,WWW.VCCF.ORG,8059880196,2023,"THE MISSION OF THE VENTURA COUNTY COMMUNITY FOUNDATION (VCCF) IS CONNECTING PEOPLE, RESOURCES, AND SOLUTIONS TO CREATE LASTING IMPACT IN OUR SHARED WORLD."
386114135,COMMUNITY FOUNDATION FOR MUSKEGON COUNTY,MI,MUSKEGON,233413617.00,18049476.00,WWW.MUSKEGONFOUNDATION.ORG,2317224538,2023,"THE MISSION OF THE COMMUNITY FOUNDATION FOR MUSKEGON COUNTY IS TO BUILD COMMUNITY ENDOWMENT, EFFECT POSITIVE CHANGE THROUGH GRANTMAKING AND PROVIDE LEADERSHIP ON KEY COMMUNITY ISSUES, ALL TO SERVE DONORS' DESIRES TO ENHANCE THE QUALITY OF LIFE FOR THE PEOPLE OF OUR REGION, NOW AND FOR GENERATIONS TO COME"
237284004,TOLEDO COMMUNITY FOUNDATION INC,OH,TOLEDO,233080008.00,26579507.00,WWW.TOLEDOCF.ORG,4192415049,2023,"THE TOLEDO COMMUNITY FOUNDATION, INC. A PUBLIC, CHARITABLE FOUNDATION EXISTS TO IMPROVE THE QUALITY OF LIFE IN THE REGION BY: - PROVIDING A FLEXIBLE, INFORMED, EFFECTIVE MEANS FOR DONORS TO ACHIEVE THEIR CHARITABLE GOALS IN PERPETUITY - ADDRESSING THE CHANGING NEEDS OF THE REGION THROUGH EFFICIENT, PRUDENT, HIGH IMPACT GRANT MAKING - SERVING AS A SOURCE OF INFORMATION ABOUT AND AS A CATALYST IN SHAPING THE REGION'S RESPONSE TO THOSE NEEDS, AND - FACILITATING THE WORK OF OTHER GRANT MAKING ORGANIZATIONS IN ORDER TO ACHIEVE EFFECTIVE AND EFFICIENT GRANT MAKING PRACTICES"
830287513,WYOMING COMMUNITY FOUNDATION,WY,Laramie,230801650.00,22957103.00,www.wycf.org,3077218300,2024,"THE ORGANIZATIONS MISSION IS TO CONNECT PEOPLE WHO CARE WITH CAUSES THAT MATTER TO BUILD A BETTER WYOMING. THE WYOMING COMMUNITY FOUNDATION IS A CHARITABLE ORGANIZATION WHICH BUILDS AND PRESERVES FUNDS ESTABLISHED BY INDIVIDUALS, FAMILIES, CORPORATIONS, AND AGENCIES."
820425063,IDAHO COMMUNITY FOUNDATION INC,ID,BOISE,229038456.00,20258862.00,WWW.IDAHOCF.ORG,2083423535,2023,"TO ENRICH THE QUALITY OF LIFE THROUGHOUT IDAHO. ICF OFFERS WAYS FOR DONORS TO SUPPORT A CHERISHED CAUSE, COMMUNITY OR ORGANIZATION NOW AND FOREVER, AND A STREAMLINED GRANT PROCESS THAT PROVIDES FINANCIAL SUPPORT TO NONPROFIT PROJECTS AND INITIATIVES."
626045999,THE COMMUNITY FOUNDATION OF GREATER,TN,CHATTANOOGA,226608341.00,40039198.00,WWW.CFGC.ORG,4232650586,2023,"TOGETHER WITH OUR COMMUNITY AND PARTNERS, WE TRANSFORM GENEROSITY INTO LASTING CHANGE TOWARDS A PROSPEROUS AND JUST CHATTANOOGA WHERE ALL CAN THRIVE AND ACHIEVE THEIR FULL POTENTIAL."
942808039,COMMUNITY FOUNDATION SANTA CRUZ,CA,APTOS,223502260.00,50381031.00,WWW.CFSCC.ORG,8316622000,2023,"TO PROMOTE PHILANTHROPY TO MAKE SANTA CRUZ COUNTY A BETTER PLACE TO LIVE, NOW AND IN THE FUTURE.WE BRING TOGETHER PEOPLE, IDEAS, AND RESOURCES TO INSPIRE PHILANTHROPY AND ACCOMPLISH GREAT THINGS."
616053466,BLUE GRASS COMMUNITY FOUNDATION INC,KY,LEXINGTON,223373063.00,57159622.00,WWW.BGCF.ORG,8592253343,2022,"ESTABLISHED IN 1967, BLUE GRASS COMMUNITY FOUNDATION'S MISSION IS TO IMPROVE THE QUALITY OF LIFE IN THE BLUEGRASS REGION BY INCREASING CHARITABLE GIVING AND LEADING ON CRITICAL COMMUNITY ISSUES."
942891517,Sacramento Region Community Foundation,CA,Sacramento,222642438.00,65791697.00,www.sacregcf.org,9169217723,2023,"The Sacramento Region Community Foundation leads, serves, and inspires enduring philanthropy for a just and vibrant Sacramento region."
680003212,SONOMA COUNTY COMMUNITY FOUNDATION,CA,SANTA ROSA,219418080.00,15772565.00,WWW.SONOMACF.ORG,7075794073,2023,"WE CONNECT PEOPLE, IDEAS AND RESOURCES TO BENEFIT THE LIVES OF THOSE WHO LIVE IN SONOMA COUNTY."
351119450,COMMUNITY FOUNDATION OF GREATER,IN,FORT WAYNE,219144373.00,22701309.00,WWW.CFGFW.ORG,2604264083,2023,"THE COMMUNITY FOUNDATION OF GREATER FORT WAYNE INSPIRES ENDURING PHILANTHROPY BY ENCOURAGING CHARITABLE GIVING, CONDUCTING MEANINGFUL GRANTMAKING, AND LEADING COMMUNITY INITIATIVES."
621752885,CHRISTIAN COMMUNITY FOUNDATION OF,TN,MEMPHIS,218615139.00,112152644.00,CCFMEMPHIS.COM,9016826201,2023,THE FOUNDATION EXISTS TO BUILD GOD'S KINGDOM BY SERVING DONORS IN THE MID-SOUTH AS THEY SEEK TO PROVIDE RESOURCES FOR GOD'S WORK IN OUR COMMUNITY AND THROUGHOUT THE WORLD.
341908579,CATHOLIC COMMUNITY FOUNDATION,OH,CLEVELAND,217693619.00,19921953.00,WWW.CATHOLICCOMMUNITY.ORG,2166966525,2023,"CATHOLIC COMMUNITY FOUNDATION'S MISSION IS TO FOSTER FAITH-BASED STEWARDSHIP IN THE COMMUNITY FOR SPIRITUAL, EDUCATIONAL AND CHARITABLE BENEFIT FOR ALL."
920155067,The Alaska Community Foundation,AK,Anchorage,213695226.00,27187413.00,www.alaskacf.org,9072746703,2023,SEE SCHEDULE O
470458128,Lincoln Community Foundation Inc,NE,LINCOLN,211371387.00,38435421.00,WWW.LCF.ORG,4024742345,2023,"Inspiring our community to give, act and lead."
386087967,ANN ARBOR AREA COMMUNITY FOUNDATION,MI,ANN ARBOR,208073440.00,10246540.00,WWW.AAACF.ORG,7346630401,2023,"THE ANN ARBOR AREA COMMUNITY FOUNDATION ENRICHES THE QUALITY OF LIFE IN OUR REGION THROUGH ITS KNOWLEDGEABLE LEADERSHIP, ENGAGED GRANTMAKING, AND CREATIVE PARTNERSHIPS WITH DONORS TO MAKE PHILANTHROPIC INVESTMENTS AND BUILD ENDOWMENT."
042572276,GREATER WORCESTER COMMUNITY FOUNDATION,MA,WORCESTER,206196649.00,13729219.00,WWW.GREATERWORCESTER.ORG,5087550980,2023,"GREATER WORCESTER COMMUNITY FOUNDATION'S MISSION IS TO BUILD HEALTHY AND VIBRANT COMMUNITIES IN CENTRAL MASSACHUSETTS. THE FOUNDATION WORKS WITH DONORS, BUILDS CHARITABLE ENDOWMENTS, AND PROVIDES SUPPORT TO NONPROFITS IN THE AREA."
236299868,YORK COUNTY COMMUNITY FOUNDATION,PA,YORK,205052335.00,17057793.00,WWW.YCCF.ORG,7178483733,2023,"WE CREATE A VIBRANT YORK COUNTY BY ENGAGING DONORS, PROVIDING COMMUNITY LEADERSHIP AND INVESTING IN HIGH IMPACT INITIATIVES WHILE BUILDING ENDOWMENT FOR FUTURE GENERATIONS."
752045832,COMMUNITY FOUNDATION OF ABILENE,TX,ABILENE,204338056.00,30555422.00,WWW.CFABILENE.ORG,3256763883,2023,"TO EMPOWER PEOPLE TO MAKE A LASTING CHARITABLE IMPACT ON OUR COMMUNITY. WE CONNECT DONORS TO CAUSES THEY CARE ABOUT, MANAGE STRATEGIC INVESTMENTS TO PRESERVE OUR ENDOWMENTS, MAKE GRANTS THAT ALIGN WITH DONOR INTENT, RESPOND TO COMMUNITY NEEDS AND PROVIDE PHILANTHROPIC LEADERSHIP TO ENHANCE ABILENE'S FUTURE, TODAY."
156016932,THE COMMUNITY FOUNDATION OF HERKIMER AND,NY,UTICA,201478972.00,21224240.00,FOUNDATIONHOC.ORG,3157358212,2023,"WORKING TOWARD ITS VISION OF A VIBRANT REGION WITH OPPORTUNITY FOR ALL, THE COMMUNITY FOUNDATION SUPPORTS AND LEADS TRANSFORMATIONAL INITIATIVES AND PROJECTS THAT BUILD, SUSTAIN AND ENHANCE COMMUNITY VIBRANCY; STEWARDS COMMUNITY RESOURCES TO ENSURE GREATER CAPACITY FOR FUTURE NEEDS; AND RESPONDS TO RISING COMMUNITY NEEDS IN COLLABORATION WITH APPROPRIATE PARTNERS."
743211770,THE COMMUNITY FOUNDATION OF UTAH,UT,SALT LAKE CITY,188525314.00,31129564.00,UTAHCF.ORG,8015593005,2023,"WE ENABLE ALL UTAHNS TO CONTRIBUTE TO OUR COMMUNITY TODAY, ENSURING A BRIGHTER TOMORROW."
810450150,MONTANA COMMUNITY FOUNDATION INC,MT,HELENA,188507909.00,17794838.00,WWW.MTCF.ORG,4064438313,2023,TO CREATE A CULTURE OF GIVING SO MONTANA COMMUNITIES CAN FLOURISH.
200253310,Pasadena Community Foundation,CA,Pasadena,187499474.00,23617491.00,www.pasadenacf.org,6267962097,2024,"Pasadena Community Foundation builds and preserves permanently endowed charitable funds, provides grants and assistance to nurture and strengthen community organizations, serves donors to meet their philanthropic goals and promotes and participates in community partnerships. These grants include PCF, Donor Advised and Field of Interest Grants."
840699243,COMMUNITY FOUNDATION OF NORTHERN,CO,FORT COLLINS,187240104.00,20183644.00,WWW. NOCOFOUNDATION.ORG,9702243462,2022,"THE COMMUNITY FOUNDATION OF NORTHERN COLORADO SERVES OUR COMMUNITY AS A CATALYST FOR COMMUNITY PROJECTS, A SERVICE PROVIDER TO PHILANTHROPISTS AND NONPROFIT ORGANIZATIONS, AND A TRUSTED STEWARD OF LONG-TERM AND OFTEN COMPLEX GIFT ARRANGEMENTS."
942681765,COMMUNITY FOUNDATION FOR,AZ,TUCSON,186272025.00,18652959.00,WWW.CFSAZ.ORG,5207700800,2022,"TO CREATE AN EQUITABLE AND VIBRANT COMMUNITY FOR ALL SOUTHERN ARIZONANS BY CONNECTING DONORS TO THE CAUSES THEY CARE ABOUT, NOW AND FOREVER."
426122716,QUAD CITIES COMMUNITY FOUNDATION,IA,BETTENDORF,184908606.00,14846043.00,WWW.QCCOMMUNITYFOUNDATION.ORG,5633262840,2023,TRANSFORMING OUR REGION THROUGH THE GENEROSITY OF OUR DONORS
726022365,THE COMMUNITY FOUNDATION OF NORTH,LA,SHREVEPORT,183016377.00,18524782.00,WWW.CFNLA.ORG,3182210582,2023,TO STRENGHTHEN THE COMMUNITY THROUGH PHILANTHROPY
392034571,OSHKOSH AREA COMMUNITY FOUNDATION,WI,OSHKOSH,182519717.00,28814672.00,WWW.OSHKOSHAREACF.ORG,9204263993,2023,THE MISSION OF THE OSHKOSH AREA COMMUNITY FOUNDATION CORPORATION IS TO STRENGTHEN OUR COMMUNITIES. THE ORGANIZATION ACCOMPLISHES THIS THROUGH: LEADERSHIP AND FUNDING TO ADDRESS CURRENT AND EMERGING NEEDS; COLLABORATION AND PARTNERSHIP WITH DONORS OR OTHERS TO ENSURE LASTING IMPACT; AND OUTSTANDING STEWARDSHIP AND INSPIRED PHILANTHROPY.
582053465,COMMUNITY FOUNDATION OF CENTRAL,GA,MACON,179298179.00,11032103.00,WWW.CFCGA.ORG,4787509338,2023,TO ENHANCE THE QUALITY OF LIFE FOR THE PEOPLE OF CENTRAL GEORGIA.
570793960,CENTRAL CAROLINA COMMUNITY FOUNDATION,SC,COLUMBIA,178690140.00,53464663.00,WWW.YOURFOUNDATION.ORG,8032545601,2021,"OUR MISSION IS TO PROMOTE, FACILIATE, AND INCREASE PHILANTHROPY TO CREATE A SUSTAINABLE IMPACT WITHIN OUR COMMUNITY THROUGH RESPONSIBLE GIVING. WE ARE A NONPROFIT ORGANIZATION SERVING 11 COUNTIES IN THE MIDLANDS BY DISTRIBUTING GRANTS AND SCHOLARSHIPS AND LINKING THE RESOURCES OF DONORS, NONPROFITS AND COMMUNITY LEADERS TO AREAS OF NEED."
911007459,GREATER TACOMA COMMUNITY FOUNDATION,WA,TACOMA,177618126.00,15483538.00,WWW.GTCF.ORG,2533835622,2023,"ACTING AS A CATALYST, CONNECTOR, AND KNOWLEDGE FACILITATOR TO BUILD RACIALLY EQUITABLE, ACCESSIBLE, INCLUSIVE PIERCE COUNTY WHERE ALL PEOPLE CAN SHAPE AND ACTIVATE THE SYSTEMS THAT AFFECT OUR COMMUNITIES, NOW AND FOR GENERATIONS TO COME."
066038074,THE CONNECTICUT COMMUNITY FOUNDATION,CT,WATERBURY,175543888.00,26062259.00,CONNCF.ORG,2037531315,2024,"TO FOSTER AN EQUITABLE AND INCLUSIVE COMMUNITY IN GREATER WATERBURY AND LITCHFIELD HILLS BY INSPIRING GENEROSITY, SUPPORTING ORGANIZATIONS, AND CULTIVATING EFFECTIVE LEADERS. THE FOUNDATION WORKS TO ADDRESS THE COMMUNITY'S CRITICAL ISSUES, FUNDS PROGRAMS BENEFITING LOCAL RESIDENTS, SUPPORTS EFFORTS TO IMPROVE SYSTEMS TO FOSTER MORE EQUITABLE OUTCOMES FOR RESIDENTS, STRENGTHENS LOCAL ORGANIZATIONS THROUGH LEARNING AND OUTREACH, AND WORKS WITH INDIVIDUALS, FAMILIES AND CORPORATIONS TO STEWARD CHARITABLE AND SCHOLARSHIP FUNDS."
521488711,THE COMMUNITY FOUNDATION OF FREDERICK,MD,FREDERICK,174212069.00,21717355.00,WWW.FREDERICKCOUNTYGIVES.ORG,3016957660,2022,THE COMMUNITY FOUNDATION IS DEDICATED TO CONNECTING PEOPLE WHO CARE WITH CAUSES THAT MATTER TO ENRICH THE QUALITY OF LIFE IN FREDERICK COUNTY NOW AND FOR FUTURE GENERATIONS.
200874857,LANCASTER COUNTY COMMUNITY FOUNDATION,PA,LANCASTER,168826782.00,20208618.00,WWW.LANCFOUND.ORG,7173971629,2023,WE EMBOLDEN EXTRAORDINARY COMMUNITY BY INVESTING IN PEOPLE AND IDEAS THAT WILL SHAPE THE FUTURE OF LANCASTER COUNTY.
721493023,Community Foundation of Acadiana,LA,Lafayette,168320050.00,22874469.00,www.cfacadiana.org,3377694840,2023,The mission of the Community Foundation of Acadiana is to build legacies and improve communities by connecting generous people to the causes they care about.
246013117,FIRST COMMUNITY FOUNDATION PARTNERSHIP,PA,WILLIAMSPORT,167551351.00,19815509.00,WWW.FCFPARTNERSHIP.ORG,5703211500,2024,"FCFP WORKS TO IMPROVE QUALITY OF LIFE IN NORTH CENTRAL PENNSYLVANIA THROUGH COMMUNITY LEADERSHIP, THE PROMOTION OF PHILANTHROPY, THE STRENGTHENING OF NONPROFIT IMPACT, AND THE PERPETUAL STEWARDSHIP OF CHARITABLE ASSETS."
061372107,JEWISH COMMUNITY FOUNDATION OF GREATER HARTFORD INC,CT,West Hartford,167175533.00,9246754.00,jcfhartford.org,8605237460,2022,"The Jewish Community Foundation of Greater Hartford unlocks the trans-formative power of individuals and collective philanthropy to address problems, strengthen community organizations,and provide permanent support for the Jewish Community of Greater Hartford."
426060414,COMMUNITY FOUNDATION OF NORTHEAST,IA,CEDAR FALLS,163398434.00,16618758.00,WWW.CFNEIA.ORG,3192879106,2023,"TO INSPIRE PEOPLE AND CONNECT RESOURCES TO ENRICH OUR COMMUNITIES. THE COMMUNITY FOUNDATION CARRIES OUT THIS MISSION ACROSS ITS 20 COUNTY REGION BY RESPONDING TO CURRENT AND FUTURE CHARITABLE NEEDS OF THE COMMUNITIES IT SERVES. THE FOUNDATION RESPONDS BY SUPPORTING NONPROFITS DOING GOOD IN THEIR COMMUNITIES THROUGH GRANTMAKING AND BY HELPING INDIVIDUALS, FAMILIES AND BUSINESSES ESTABLISH ENDOWMENT FUNDS TO CREATE LONG-TERM POSITIVE IMPACT ON THEIR COMMUNITIES AND THE CAUSES THEY ARE PASSIONATE ABOUT. THE COMMUNITY FOUNDATION ALSO ACTS AS PARTNER AND CONVENER THROUGH COLLABORATION WITH COMMUNITY AND PHILANTHROPIC LEADERS TO ADDRESS THE CHALLENGES IN OUR REGION."
