foundation_ein,foundation_name,foundation_state,foundation_assets,foundation_open_to_apps,grant_amount,grant_year,grant_purpose_text,is_first_grant,grant_purpose_quality,grantee_ein,grantee_name,grantee_state,grantee_city,grantee_revenue,grantee_mission_text,sibling_match_score,keyword_match,semantic_score,is_target_grant,target_grant_reason,semantic_target_texts,keywords_used
366009208,FREDERICK HENRY PRINCE TESTAMENTARY TRUST,IL,111796588.00,OPEN,10000,2023,general operating support,f,medium,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
366009208,FREDERICK HENRY PRINCE TESTAMENTARY TRUST,IL,111796588.00,OPEN,10000,2019,general operating support,f,medium,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
800901232,The Meier and Linnartz Family Foundation,CT,24371067.00,PRESELECTED,10000,2023,GENERAL SUPPORT,f,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
932710415,Karl F and Teryn Weintz Foundation Inc,FL,5376878.00,PRESELECTED,10000,2023,GENERAL SUPPORT,t,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
464243193,THE HEFFERNAN FAMILY FOUNDATION,NY,4318582.00,PRESELECTED,10000,2023,GENERAL OPERATING SUPPORT,f,medium,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
133050294,CHARINA FOUNDATION INC,NY,13477170.00,PRESELECTED,7500,2021,GENERAL SUPPORT,t,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
133050294,CHARINA FOUNDATION INC,NY,13477170.00,PRESELECTED,7500,2023,GENERAL SUPPORT,f,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
133050294,CHARINA FOUNDATION INC,NY,13477170.00,PRESELECTED,7500,2022,GENERAL SUPPORT,f,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
366047975,ALBERT KUNSTADTER FAMILY FOUNDATION,NY,848171.00,PRESELECTED,5000,2024,GENERAL SUPPORT,t,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
061603324,WINIFRED M PURDY FOUNDATION,CT,1329367.00,PRESELECTED,5000,2018,GENERAL SUPPORT,t,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
043415547,The Bay State Federal Savings,MA,16253139.00,OPEN,2500,2024,General Operating Support,t,medium,204513735,FREEDOM WATERS FOUNDATION INC,FL,NAPLES,1557097.00,"To provide boating oportunities and marine related education for people with diabilities, veterans, and youth at risk.",0.8500,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
311533046,HATTON FOUNDATION,OH,32697084.00,OPEN,2500,2020,GENERAL SUPPORT,t,low,272312356,VETERAN OUTDOORS INC,TX,GEORGETOWN,166143.00,"VETERAN OUTDOORS INC MISSION IS TO HONOR OUR COUNTRY'S WOUNDED VETERANS PATRIOTISM AND SACRIFICE BY PROVIDING QUALITY HUNTING, FISHING AND RELATED OUTDOOR ACTIVITIES; RAISING PUBLIC AWARENESS OF THE THERAPEUTIC EFFECT BEING OUTDOORS HAS ON THE MENTAL AND PHYSICAL DISABILITIES OF OUR COUNTRY'S WOUNDED MEN AND WOMEN.",0.6500,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
516021414,AC Israel Foundation Inc,NY,17934168.00,PRESELECTED,1000,2022,GENERAL SUPPORT,t,low,202663905,TEAM PARADISE SAILING INC,FL,MIAMI,127172.00,"CHANGING LIVES BY INSPIRING AND EMPOWERING DISABLED AND UNDERSERVED COMMUNITIES, U.S. VETERANS AND OTHER THROUGH RECREATIONAL, EDUCATIONAL AND HEALING PROGRAMS THAT MOTIVATE AND ENGAGE PARTICIPANTS IN THE SPORT OF SAILING. PROVIDING OPPORTUNITIES FOR PERSONAL DEVELOPMENT, MENTORSHIP, GLOBAL COMRADERY, TEAM BUILDING AND ENVIRONMENTAL AWARENESS.",0.8500,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
132626706,THE IRVING AND GERALDINE SCHAFFER,NY,6095836.00,OPEN,1000,2024,GENERAL SUPPORT,t,low,813933855,DISABLED VETERANS OUTDOORS,,,105176.00,TO MAKE A DIFFERENCE IN THE LIVES OF DISABLED VETERANS BY PROVIDING OUTDOOR ACTIVITIES TO THEM AT NO COST. GIVING THEM AN OPPRTUNITY TO INTERACT WITH OTHER DISABLED VETERANS AND ENSURE THEY ARE TREATED WITH DIGNITY AND RESPECT.,0.6500,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
800901232,The Meier and Linnartz Family Foundation,CT,24371067.00,PRESELECTED,500,2020,GENERAL SUPPORT,f,low,050399703,SAIL TO PREVAIL INC,RI,NEWPORT,621503.00,"OUR NATIONAL DISABLED SAILING PROGRAM TEACHES CHILDREN AND ADULTS WITH DISABILITIES TO OVERCOME ADVERSITY THROUGH THERAPEUTIC SAILING. PARTICIPANTS INCLUDE INDIVIDUALS WITH MOST ANY DISABILITY - SUCH AS AUTISM, PARALYSIS, AND INTELLECTUAL DISABILITIES - AND WHEN APPROPRIATE, FAMILY MEMBERS AND CAREGIVERS ARE ENCOURAGED TO PARTICIPATE. WOUNDED U.S. MILITARY PERSONNEL ALSO TAKE PART THROUGH DEDICATED PROGRAMS. THE PEDIATRIC CANCER PROGRAM INCLUDES THE CHILDREN'S RESIDENT DOCTORS AND PARENTS. OVERALL, MORE THAN 1000 PARTICIPANTS ANNUALLY LEARN SAILING SKILLS IN A FLEET OF SPECIALLY ADAPTED SAILBOATS. SAIL TO PREVAIL IS INCREASINGLY PROMOTING THERAPEUTIC SAILING BY SHARING THE PROGRAM'S MORE THAN TWO DECADES OF SUCCESSFUL CONCEPTS, METHODOLOGIES AND EXPERIENCES WITH OTHER ORGANIZATIONS AND INDIVIDUALS WHO MIGHT HAVE A LASTING, POSITIVE EFFECT. THE GOAL IS TO INFORM AND EDUCATE PEOPLE THAT THERAPEUTIC SAILING CAN HAVE A MEANINGFUL DIFFERENCE IN THE LIVES OF PEOPLE WITH DISABILITIES.",0.9000,f,0.165,f,,"NARROW: To provide veterans with sailing outings and lessons as a way to provide emotional support and healing through mindfulness-based therapeutic sailing | MEDIUM: Therapeutic sailing programs for military veterans suffering from PTSD and traumatic injuries, including adaptive sailing, sail training, and wooden boat restoration to support veteran well-being and healing | BROAD: Outdoor recreation therapy programs for military veterans, including therapeutic sailing, boat restoration, and mindfulness-based wellness programs supporting veterans with PTSD","veteran sailing, therapeutic sailing, adaptive sailing, sailing program, veteran wellness, veteran outdoor, boat restoration, wooden boat, maritime heritage, PTSD veteran, veteran fishing"
