email,first_name,company,state,website
eat@murphysmountaingrill.com,,Murphy's Mountain Grill,CO,https://murphysmountaingrill.com
eat@oanderestaurant.com,,Oceans & Earth,CA,https://www.oanderestaurant.com
eat@pomet-oakland.com,,Pomet,0,https://pomet-oakland.com/
eat@sassafrasamericaneatery.com,,Sassafras American Eatery,CO,https://www.sassafrasamericaneatery.com/
eat@satchmosaz.com,,Satchmo's,AZ,http://www.satchmosaz.com
eat@sugarfishsushi.com,,SUGARFISH Hollywood,CA,https://sugarfishsushi.com/our-locations/hollywood/
eat@thepullmangws.com,,the pullman food&drink,CO,https://www.thepullmangws.com/
Eatatpinocchios@gmail.com,,Pinocchio’s,CO,https://www.eatatpinocchios.com/
eatBBQ@whiskeynrye.com,,Whiskey 'N Rye,CA,https://www.whiskeynryebbq.com/
eatfish@kingfishertucson.com,,Kingfisher,AZ,https://kingfishertucson.com/
eatheirloomfood@gmail.com,,Heirloom Food Company,CT,http://www.eatheirloomfood.com
eathoneybasil@gmail.com,,Honey Basil Asian Grill,CO,https://www.honeybasilco.com/hbag
eatknightfire@gmail.com,,Knight Fire Craft Barbeque,AR,https://eatknightfire.com/
eatmainchick@gmail.com,,Main Chick Hot Chicken,CA,https://www.eatmainchick.com
eben@eyebytes.com,,Hazards,CA,https://eatathazards.com/
ec@burattinopizza.com,,Burattino Brick Oven Pizza,CA,https://www.burattinopizza.com/
eccounpocogelato@gmail.com,,ecco un poco - Natural Italian Gelato,0,https://www.eccounpoco.com/
ecom-swiper@11.0.5.js,,CoCo Ichibanya,CA,https://ichibanyausa.com/pages/san-diego-ca
ecom-swiper@11.css,,Scented Leaf Teahouse,AZ,https://thescentedleaf.com
eddie@vela1.com,,Sushi GoGo,CA,https://www.sushigogotogo.com/
edokhech74@yahoo.com,,Adana Restaurant,CA,https://adanamenu.com/
edwardjang@befpartners.com,,Tokoro,CA,https://www.tokorosushi.net/
eenami.sd@gmail.com,,EE NAMI Tonkatsu Izakaya,CA,https://www.eenamisd.com
efrainsboulder@gmail.com,,Efrain's of Boulder,0,https://www.efrainsofboulder.com/
Efrensrestaurantoceano@gmail.com,,Efren’s Mexican Restaurant,0,http://www.efrensmexicanrestaurant.com/
eggplantationrestaurant@gmail.com,,Egg Plantation,0,http://www.eggplantation.com/
eggs@yolkedkitchen.com,,Yolked Kitchen,CA,http://yolkedkitchen.com/
ejemplo@misitio.com,,Toreros Red Crab Seafood & Grill,0,http://www.toreroschurrascaria.com/
ekahigrillandcatering@gmail.com,,Ekahi Grill To Go,CO,https://www.ekahigrill.com/
elbowroomct@gmail.com,,Elbow Room,CT,https://www.elbowroomct.com/
elchaparritotaqueria@gmail.com,,El Chaparrito Taqueria,CA,https://www.elchaparritotaqueria.com/
eldoradohills.info@siennarestaurants.com,,Sienna,0,https://siennarestaurants.com/el-dorado-hills/
elfcafe@gmail.com,,Elf Café,0,https://www.elfcafe.com/
Elgranjardindenver@gmail.com,,El Gran Jardin,CO,https://www.windsorgardensdenver.org/page/15778~185673/emerald-grill-at-windsor-gardens-denver-a-restaurant-overlooking-emerald-greens-golf-course
elhuertomr@outlook.com,,El Huerto,CO,https://www.elhuertomexican.com/
eliasthecreekeatery@gmail.com,,The Creek Eatery,CA,http://www.thecreekeatery.com/
elizabeth@gumbasfamily.com,,Gumbas Family Pizza,CA,https://www.gumbasfamily.com/
ellen@getinkpr.com,,Ototo Den,0,https://ototoden.com/
elliottsoncongress@gmail.com,,Elliott's,0,https://elliottsoncongress.com
elmilagro.cocina@gmail.com,,El Milagro,CA,https://www.elmilagrocloverdale.com/
elmonocatering@gmail.com,,El Mono,CA,https://elmonofresh.com
elmorocco21@gmail.com,,El Morocco,0,https://www.elmoroccorestaurant.com/
elpatiosinc@gmail.com,,El Patio Restaurant,CA,https://www.elpatiosimi.com
elpescadorfishmarket@gmail.com,,El Pescador Fish Market,CA,https://www.elpescadorfishmarket.com/
elpollonorteno@verizon.net,,El Pollo Norteño,0,https://www.elpollonortenooxnard.com
ElSegundo@BarshaWines.com,,Barsha,0,https://www.barshalife.com/
elsurautosales@hotmail.com,,El Sur,AZ,https://elsurmexicanrestaurant.com/
elvirasrestaurant@live.com,,Elvira's Restaurant,AZ,https://www.elvirasrestaurant.com/
email,,name,address_state,website
Email@contoh.com,,Sushi on Oracle,AZ,http://www.sushionoracle.net/
email@email.com,,Red's Little School House,AL,https://redslittleschoolhouse.com/
EMAILSUGAR@JITLADALA.COM,,Jitlada Restaurant,0,https://jitladala.com/
emailumaya@gmail.com,,Umaya Ramen,0,https://www.umayaramen.com/
EmailUs@PhilsBBQ.com,,Phil's BBQ,0,https://philsbbq.com/
embarcadero@carnitassnackshack.com,,Carnitas’ Snack Shack,0,https://carnitassnackshack.com/
emily@sisterspizzasd.com,,Sisters Pizza,0,https://www.sisterspizzasd.com/
enjoylife@covehouselajolla.com,,Cove House,0,https://www.covehouselajolla.com/
eoclementines@gmail.com,,Clementine's,CA,https://www.clementinesca.com
eric@nordysbbq.com,,Nordy's,CO,http://nordysbbq.com/
ermaidCafeHomer@gmail.com,,0,0,www.mermaidcafe.net/
essys1@gmail.com,,BHC Chicken,CA,https://www.bhcsandiego.com
estpizza@estpizza.com,,Est Est Est Pizza,0,https://www.estpizza.com/
events@abellagio.com,,A Bellagio,CA,http://www.abellagio.com
events@absinthe.com,,Absinthe Brasserie & Bar,CA,https://www.absinthe.com/
events@alba-restaurantgroup.com,,Farmer's Table,CA,https://myfarmerstable.com/locations/la-mesa/
events@bernabs.com,,Berna B's Restaurant,CO,https://bernabs.com/
events@boccacciosrestaurant.com,,Boccaccio's,0,https://www.boccacciosrestaurant.com/
events@BohemianBiergarten.com,,Bohemian Biergarten,0,https://www.bohemianbiergarten.com/
events@boulevardrestaurant.com,,Boulevard,CA,https://www.boulevardrestaurant.com/
events@breckdistillery.com,,Breckenridge Distillery Restaurant,CO,https://breckenridgedistillery.com/restaurant/
events@britishbankersclub.com,,British Bankers Club,0,https://www.britishbankersclub.com
events@caferomaslo.com,,Cafe Roma,CA,https://www.caferomaslo.com/
events@chaletrestaurants.com,,Beach Chalet Brewery & Restaurant,CA,https://www.parkchalet.com
events@cicadarestaurant.com,,Cicada Restaurant and Lounge,CA,https://www.cicadarestaurant.com
events@cypress-steamboat.com,,Cypress,CO,https://www.cypress-steamboat.com/
events@districtdtla.com,,DISTRICT,0,https://www.districtdtla.com/
events@eatpetra.com,,Petra Mediterranean Pizza & Grill,CA,https://www.eatpetra.com/
events@egbarandgrill.com,,Eden Garden Bar & Grill,CA,http://edengardenbarandgrill.com
events@fernwoodbigsur.com,,Fernwood Grill,CA,https://www.fernwoodbigsur.com/restaurant.html
events@greatchinaberkeley.com,,Great China,0,https://www.greatchinaberkeley.com/
events@greenchilelove.com,,Green Chile Love,AZ,https://www.greenchilelove.com/
EVENTS@HUMBLEPOTATO.COM,,Humble Potato,0,https://humblepotato.com
events@lamedialunanwa.com,,La Media Luna,AR,https://www.lamedialunanwa.com/
events@mersea.restaurant,,Mersea,CA,https://www.mersea.restaurant/
events@mywaterfrontgrill.com,,Waterfront Grill,CA,https://www.mywaterfrontgrill.com/
events@oliveandfinch.com,,Little Finch,CO,https://www.oliveandfinch.com/location/olive-finch-little-finch/
events@riverandwoodsboulder.com,,River and Woods,0,https://www.riverandwoodsboulder.com/
events@scopaitalianroots.com,,Scopa Italian Roots,CA,https://www.scopaitalianroots.com/
events@suckalime.com,,Salt and Lime,0,https://www.suckalime.com/
events@summithouse.com,,Summit House Restaurant,0,https://summithouse.com/
events@tacolicious.com.ORDER,,Tacolicious,CA,https://tacolicious.com/
events@takamisushi.com,,Takami Sushi & Robata,CA,https://www.takamisushi.com/
events@tavernarestaurant.net,,Taverna,0,https://www.tavernarestaurant.net/
events@ten-tavern.com,,Ten Tavern,CA,https://www.ten-tavern.com/
events@towerparkresort.com,,Tower Park Waterfront Grille,CA,https://www.towerparkwaterfrontgrille.com
events@winterparkresort.com,,Sunspot,0,https://www.winterparkresort.com/things-to-do/dining/the-lodge-at-sunspot
eventsatbstar@gmail.com,,B Star,CA,https://www.bstarbar.com/
everest-cotati@gmail.com,,Everest,0,https://everestcotati.com
everestcuisine2021@gmail.com,,Everest Cuisine,CA,https://neweverestcuisine.com/
evesmgr@eveswaterfront.com,,Eve's Waterfront,0,https://www.eveswaterfront.com/
faintinggoatdenver@gmail.com,,The Fainting Goat,CO,https://thefaintinggoatdenver.com/
FALVA1038@gmail.COM,,La Hacienda Mexican Restaurant,AR,https://www.lahaciendalittlerock.com/
fanaraa@sbcglobal.net,,Palermo Italian Restaurant,CA,https://palermorestaurant.net/
farmerboysantabarbara@gmail.com,,Farmer Boy,CA,https://www.farmerboy.com/
farwoodbar@yahoo.com,,Farwood Bar & Grill,0,https://farwoodbarandgrill.com/
fatboyzbbq954@gmail.com,,Fat Boyz Barbecue Restaurant,0,https://fatboyzbarbecue.com/
fatcatgrillct@gmail.com,,Fat Cat Grill and Bar,CT,https://www.fatcatgrillct.com/
fayetteville@thecatfishhole.com,,Catfish Hole,AR,http://www.thecatfishhole.com/the-fayetteville-hole.html
fb@tildenparkgc.com,,Overlook at Tilden,0,https://overlookattilden.com
feedback@aznypdpizza.com,,NYPD Pizza,0,https://www.aznypdpizza.com/
feedback@grandfamilyinc.com,,50 Grand Restaurant and Bar,CA,http://www.50grandrestaurant.com
feedback@pokemoto.com,,Pokemoto Auburn,AL,https://www.pokemoto.com
feedback@spliteats.com,,Split,CA,https://www.spliteats.com/
feedback@valentinosgourmet.com,,Valentino's Pizza,0,https://www.valentinosgourmet.com/
fernandospizzasv@yahoo.com,,Fernando's Pizza,CA,https://fernandospizzaspringvalley.com/
figarorestaurantct@gmail.com,,Figaro,0,https://figaroct.com/
fior@fior.com,,Ristorante Fior d'Italia,CA,https://fior.com/
firstandlasttavern@rocketmail.com,,First and Last Tavern,CT,https://www.glastonbury.firstandlasttavern.com
fishbirdizakaya@gmail.com,,Fish & Bird Sousaku Izakaya,CA,https://fishbirdizakaya.com/
fishinthebox.sf@gmail.com,,Fish in the Box,CA,https://www.fishinthebox-sf.com/
FISHMANDUSUSHI@GMAIL.COM,,Fishmandu Sushi,CA,https://www.fishmandusushi.com/
fktruong@linhnamllc.com,,Lin Nam,AZ,https://www.linhnamllc.com/
fl@toastedgastrobrunch.com,,Toast Gastrobrunch,CA,https://toastgastrobrunch.com
flavordave.rmh@gmail.com,,Saguaro Corners Resteraunt and Bar,AZ,http://www.saguarocorners.com/
flemings@csbloominbrands.zendesk.com,,Fleming's,CA,https://www.flemingssteakhouse.com/Locations/CA/Newport-Beach
flippinburger.inc@gmail.com,,Flippin' Burger,CA,https://eatatflippinburger.com/
florian.newhaven@gmail.com,,Atelier Florian,0,https://atelierflorian.net/
foh@floriosf.com,,Florio Bar & Café,0,https://www.floriosf.com/
foodavenueinc@yahoo.com,,Seasoning Alley,CA,https://seasoningalley.com
foodfixtruck@gmail.com,,Food Fix Butcher & Baker,CA,https://www.foodfixbutcherbaker.com/
foradamgoodtime@dambrewery.com,,The Dillon Dam Brewery,CO,https://www.dambrewery.com/
formasm@formarestaurant.com,,Forma Restaurant & Cheese Bar,CA,https://www.formarestaurant.com/
formosa@1933group.com,,The Formosa Cafe,0,https://theformosacafe.com/
forms@tambourine.com,,Veranda Restaurant & Bar,CA,https://www.ranchobernardoinn.com/rancho-bernardo-restaurants/rancho-bernardo-inn-veranda
franchising@carmelacoffee.com,,Carmela Coffee - East Delray,0,http://www.carmelacoffee.com/
franchising@protein-house.com,,ProteinHouse,CA,https://www.protein-house.com/location/proteinhouse-turlock-ca/
frank@bravacucina.com,,Brava Cucina,CA,https://bravacucina.com/
frankiesdinerbpt@yahoo.com,,Frankie's Diner,0,https://www.frankiesdinerct.com
Fred@destinationhospitality.com,,Aurum,CO,https://aurumsteamboat.com/
Fremont@vitalitybowls.com,,Vitality Bowls,0,https://vitalitybowls.com/locations/fremont/
fresno@pizzafactory.com,,Pizza Factory,CA,https://www.pizzafactory.com/fresno/
fresnonw@pizzafactory.com,,Pizza Factory,CA,https://fresnoexpressnw.pizzafactory.com/
fromscratchrestaurant@gmail.com,,From Scratch Restaurant,0,https://fromscratchrestaurant.com/
frontdesk@glenoaksbigsur.com,,Big Sur Roadhouse,0,https://glenoaksbigsur.com/big-sur-roadhouse/
frontdesk@hotelmissiondeoro.com,,The Kitchen at The Mission,0,https://hotelmissiondeoro.com/the-kitchen-at-the-mission/
FrozenDelight520@gmail.com,,Frozen Delight,AZ,https://www.frozendelight520.com/
FryBreadHouseAZ@gmail.com,,Fry Bread House,0,https://www.frybreadhouseaz.com/
funkyelephantthai@gmail.com,,Funky Elephant,CA,https://www.funkyelephantthai.com/
funnyplus@yahoo.com,,Funny Plus,CO,https://funnyplus.wixsite.com/home
furaibo2068@gmail.com,,Furaibo,CA,https://www.furaibousa.com/
gabrielletewor@gmail.com,,The Taco Stand,CA,https://www.letstaco.com
gakusanjose@gmail.com,,Gaku Yakitori,CA,https://www.gakurestaurant.com
gambinositaliangrill@gmail.com,,Gambino's Italian Grill,0,https://www.gambinositaliangrill.com/
gamedinner@knuckleheadsct.com,,Knuckleheads Taproom,0,https://www.knuckleheadstaproom.com/
gary@fourteeng.com,,The Russell Grab & Go,CT,https://therussellct.com/grab-go
gaslamp@brokenyolkcafe.com,,The Broken Yolk Cafe,CA,https://www.thebrokenyolkcafe.com/location/broken-yolk-cafe-gaslamp-downtown/
gather@thehiddencafe.life,,The Hidden Café,CA,https://www.thehiddencafe.life/
gb@gbfishandchips.com,,GB Fish and Chips,CO,https://www.gbfishandchips.com/
gbi@greenbriarinn.com,,The Greenbriar Inn,0,https://www.greenbriarinn.com/
gbrothersmokehouse@att.net,,G Brothers Smokehouse,CA,http://www.gbrothersinslo.com
gek4869@gmail.com,,The Corner Cafe,CO,http://www.cornercafecs.com/
gelatiepeccati@gmail.com,,Gelati & Peccati,CA,https://gelatiandpeccati.com
georgescucinaorders@gmail.com,,Georges Cucina Italiana,CA,https://georgescucina.com/
getaslice@pizzerialuigi.com,,Pizzeria Luigi,CA,https://pizzerialuigi.com
getlit@freakbros.pizza,,Freak Brothers,0,https://www.freakbros.pizza/
ggrilloriginal@yahoo.com,,Guadalajara Original Grill,AZ,https://www.guadalajaraoriginalgrill.com/
gianni@yosemiteranchssrh.com,,Yosemite Ranch,CA,https://yosemiteranch.com/
giftmonk@hotmail.com,,Saraya Thai,0,https://www.sarayaburbank.com/
gilagave@att.net,,Agave Mexican Bistro,CA,https://www.agaveca.com/
ginjirestaurant@yahoo.com,,Izakaya Ginji,0,https://izakayaginji.com/
GinzaSushiSJ@gmail.com,,Ginza Sushi,0,https://sushimakesuhappy.com/
gm.tofuhouse1962@gmail.com,,Tofu House 1962,CO,https://www.tofuhouse1962co.com/
gm@colfaxsportsandbrew.com,,Ice House Tavern,CO,http://www.icehouselodo.com/
gm@skylarkps.com,,Lost Property,CA,https://www.theskylark.com/eat-drink/
gmcintyre@gregstaphouse.com,,Greg's Kitchen & Taphouse,CO,https://gregstaphouse.com/
gmfrontstreetbistro@gmail.com,,Front Street Bistro,0,http://frontstreetbistro.com/
gnarlydeli@gmail.com,,Gnarly Deli,CA,https://gnarlydeli.square.site/
goappr@gmail.com,,Filippi's Pizza Grotto Kearny Mesa,CA,https://realcheesepizza.com/kearny-mesa
gokusushisj@gmail.com,,Goku Sushi,0,https://www.gokusushisj.com/
goodneighborrestaurant@gmail.com,,Good Neighbor,0,https://goodneighborrestaurant.com/
goto.place.com@gmail.com,,Marty’s Grill,CA,https://martys-grill.pops-cafe.com
gourmethausstaudt@gmail.com,,Gourmet Haus Staudt,CA,https://www.gourmethausstaudt.com/
gr8nguyen1@yahoo.com,,Saigon Dish,0,https://www.saigondish.info
graincafe1@yahoo.com,,The Grain Cafe,0,https://elgraincafe.com/
granddelmar@fairmont.com,,Addison at Fairmont Grand Del Mar,0,https://www.fairmont.com/san-diego/dining/addison/
gravinamalibu@gmail.com,,Gravina,CA,http://www.gravinamalibu.com
greatfood@bpspizza.com,,Bono's Italian Restaurant,CO,https://www.bonositalianrestaurant.com/
greatfood@martelrestaurant.com,,Martel Bistro & Bar,CT,https://www.martelrestaurant.com/
greekspotsj@gmail.com,,Greek Spot,CA,https://greek-spot.com
greenhf9189@gmail.com,,Mom Kitchen,CA,https://www.usmomkitchen.com
greg.montes@phoenix.gov,,La Grande Orange,0,https://www.skyharbor.com/at-the-airport/food-drinks/la-grande-orange-431/
grillemallinfo@yahoo.com,,Grill 'Em All,0,https://grillemallburgs.com/
grillhut@gmail.com,,Grill Hut,0,https://grillhut.com/
grimaldis.huntsville@gmail.com,,Grimaldi's,AL,https://www.grimaldispizzeria.com/location/huntsville/
grindersandwichco@yahoo.com,,Grinder Sandwich Co.,CO,https://grindersandwiches.com/
Groups@WinterParkResort.com,,Doc's Roadhouse,0,https://www.winterparkresort.com/things-to-do/dining/docs-roadhouse
Groupsandevents@oneandonlycapetown.com,,Nobu,CA,https://www.noburestaurants.com/malibu/
grumpyeggcafe@gmail.com,,The Grumpy Egg Cafe,CO,https://grumpyeggcafe.com
gthornton@fourfriendskitchen.com,,Four Friends Kitchen,0,fourfriendskitchen.com
guestpostltd@gmail.com,,Osier Dining Hall,0,https://www.osier.org/
GuestRelations@mimiscafe.com,,Mimi's Café,0,https://www.mimiscafe.com/lunch-dinner/
GuestService@FlemingsSteakhouse.com,,Fleming's,CA,https://www.flemingssteakhouse.com/Locations/CA/Fresno?y_source=1_MTU1MDMxODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
GuestService@josesmexicanfood.com,,Jose's Mexican Food,CA,https://josesmexicanfood.com/
guestservices@eurekarestaurantgroup.com,,Eureka!,0,https://eurekarestaurantgroup.com
guestservices@Hillstone.com,,Hillstone,0,https://www.hillstonerestaurant.com/
guisadostacos@gmail.com,,Guisados,0,https://www.guisados.la/
gurkhakitchen1342@gmail.com,,The Gurkha Kitchen,CA,https://thegurkhaskitchen.com
gurleystgrill@gurleystgrill.com,,Gurley Street Grill,AZ,https://gurleystgrill.com/
gusanos.fayetteville@gusanospizza.com,,Gusano's,0,https://gusanos.pizza/fayetteville/
gushiyallc@gmail.com,,Gushiya Sushi & Ramen,CA,http://gushiyasushi.com
gvsmokehouse.ca@gmail.com,,Green Valley Smokehouse,CA,https://www.gvsmokehouse.com/
h.kuehl@watercoursefoods.com,,WaterCourse Foods,CO,https://watercoursefoods.com/
habibjacifi@gmail.com,,Luna Restaurant,CA,https://lunarestaurant.us
Hadlymemarket@gmail.com,,Hadlyme Country Market,CT,https://hadlymecountrymarket.com
haley@fogeatercafe.com,,Fog Eater Cafe,CA,https://fogeatercafe.com
hamasushirestaurant@gmail.com,,Hama sushi,CA,https://www.hamasushi.com/
Hangarcafeaz@outlook.com,,Hangar Cafe,AZ,https://hangarcafeaz.net/
hanksdairybar1@gmail.com,,Hank's Dairy Bar,CT,https://www.hanksdairybar.com/
hanookalbi@gmail.com,,Hanoo Kalbi,0,https://hanookalbi.com/
Happycaferestaurant@gmail.com,,Happy cafe,0,http://www.happycaferestaurant.blogspot.de/
happyeatspasta@gmail.com,,Happy Eats Pasta,CO,https://www.happyeatspasta.com/
happyflowereatery@gmail.com,,Happy Flower Eatery & Boba,0,https://www.happyflowereatery.com/
happytacola1@gmail.com,,Happy Taco,CA,https://happytaco1.com
hargun@saddlepeaklodge.com,,Saddle Peak Lodge,CA,https://www.saddlepeaklodge.com/
HARRYSFALLBROOK@GMAIL.COM,,Harry's Sports Bar & Grill,0,https://harrysfallbrook.com/
harumama.en.ca@gmail.com,,Blue Ocean/Harumama,CA,https://www.harumamasd.com/la-jolla-menu
harvest@austinsrestaurantgroup.com,,Austin’s Harvest Restaurant,0,http://www.austinsharvestrestaurant.com/
hauteenchilada@gmail.com,,Haute Enchilada Cafe,0,https://www.hauteenchilada.com/
HBComments@hookburger.com,,Hook Burger,0,https://hookburger.com/
heartline@heartlinecafe.com,,Heartline Cafe,AZ,https://www.heartlinecafe.com/
Hectorskitchenattalla@gmail.com,,Hector's Kitchen,AL,https://hectorskitchenattalla.com/
hegatheringgroundsco@gmail.com,,The Gathering Grounds Coffee Co.,0,http://gatheringcoffeeco.com/
heights@postinowinecafe.com,,Postino Westminster,CO,https://www.postinowinecafe.com/locations/postino-westminster
hello@akooldesign.com,,Country Eatery,CT,https://country-eatery.com/
hello@anajakthai.com,,Anajak Thai,CA,https://www.anajakthai.com/
Hello@anello.space,,Anello,0,https://anello.space/
hello@bajafishtacos.com,,Baja Fish Tacos,0,https://bajafishtacos.com/
hello@bangkokbythebay.com,,Bangkok by the Bay,CA,https://www.bangkokbythebay.com/
hello@benusf.com,,San Ho Won,CA,https://www.sanhowon.com/
hello@botanicarestaurant.com,,Botanica Restaurant & Market,CA,https://botanicarestaurant.com
HELLO@CAMPERMP.COM,,Camper,CA,https://campermp.com/
hello@capitaltacos.com,,Capital Tacos,CO,https://capitaltacos.com/
hello@cassavasf.com,,Cassava,0,http://www.cassavasf.com/#home-hero
hello@cdsus.com,,Miyoshi Japanese Restaurant,0,https://www.miyoshibakersfield.com/
hello@champanglanes.com,,Châm Pang Lanes,AZ,https://www.champanglanes.com/
hello@chuckstakeaway.com,,Chuck’s Takeaway,0,https://www.chuckstakeaway.com
hello@coloreitalian.com,,Colore,CO,https://coloreitalian.com/
hello@discoversiskiyou.com,,Victor's Restaurant,CA,https://discoversiskiyou.com/restaurants/victors-restaurant/
hello@dudleymarketvenice.com,,Dudley Market,0,https://www.dudleymarketvenice.com/
hello@eatasquoted.com,,As Quoted,CA,https://www.eatasquoted.com/
hello@eatbrokenmouth.com,,BROKEN MOUTH,0,https://www.eatbrokenmouth.com
hello@eatsoupshop.com,,Soup Shop,0,https://www.eatsoupshop.com/
hello@eatwithsafta.com,,Safta,CO,https://www.eatwithsafta.com/
hello@eggliciousindia.com,,Egglicious India,0,https://eggliciousindia.com/
hello@email.com,,José Muldoon's,CO,https://josemuldoons.com/
hello@encantola.com,,Encanto,CA,https://www.encantola.com/contact
hello@firebowlcafe.com,,Fire Bowl Cafe,CO,https://firebowlcafe.com/
hello@firehouse1.com,,Firehouse No. 1,0,http://firehouse1.com/
hello@foundry.net,,Mr. An's Teppan Steak & Seafood,AZ,https://www.mrantucson.com/
hello@garlicmediterranean.com,,Garlic Mediterranean Grill,CA,https://www.garlicmediterranean.com/
hello@gattararestaurant.com,,Gattara,0,https://gattararestaurant.com
hello@gelatissimoartisangelato.com,,Gelatissimo Artisan Gelato,CT,https://gelatissimoartisangelato.com/
hello@georgetownowl.com,,The Georgetown Owl Saloon & Restaurant,CT,https://www.georgetownowl.com
hello@ggccsf.com,,Good Good Culture Club,CA,https://goodgoodcultureclub.com/
hello@ghostboxpizza.com,,Ghost Box Pizza,0,https://ghostboxpizza.com/
hello@gibronispizza.com,,Gibroni’s Pizza,0,https://gibronispizza.com/
hello@goldburgerla.com,,Goldburger,CA,https://www.goldburgerla.com/
hello@healthyishrepublic.com,,Healthyish Republic,0,https://www.healthyishrepublic.com/
hello@hearthmp.com,,Hearth,0,https://hearthmp.com
hello@herthai.com,,Her Thai,CA,https://herthai.com
hello@hhc.ooo,,Houston Hot Chicken,ca,https://www.hhc.ooo/location/238-fifth-avenue-san-diego-california-92101
hello@hiddenkitchencalifornia.com,,Hidden Kitchen,CA,https://hiddenkitchencalifornia.com/
hello@hipporestaurant.com,,Hippo,0,https://www.hipporestaurant.com/
hello@hNICE.com,,Sakoon,0,http://www.sakoonrestaurant.com/
hello@hookfishco.com,,Hook Fish Co,CA,https://www.hookfishco.com
hello@howlinrays.com,,Howlin' Ray's,CA,https://howlinrays.com/
hello@isla-la.com,,Isla Santa Monica,CA,https://www.isla-la.com/
hello@jimmysbistrodelray.com,,Jimmy's Bistro,0,http://www.jimmysbistrodelray.com/
HELLO@JOINERYCA.COM,,Joinery,CA,https://www.joineryca.com/
hello@joyridepizza.com,,Joyride Pizza,0,https://www.joyridepizza.com/yerba-buena-gardens
hello@ktrg.net,,Prelude + Post,0,https://ktrg.net/restaurants/#Prelude-Post
hello@kuyalord.com,,Kuya Lord,0,https://kuyalord.com/
hello@lasita-la.com,,LASA,CA,https://www.lasa-la.com/
hello@legreatoutdoor.com,,Le Great Outdoor,CA,https://www.legreatoutdoor.com/
hello@lirarestaurant.com,,Lira,CA,https://lirarestaurant.com
hello@macielsplantbutcher.com,,Maciel’s Plant-Based Butcher Shop,0,https://www.macielsplantbutcher.com/
hello@mattsbigbreakfast.com,,Matt's Big Breakfast,AZ,https://mattsbigbreakfast.com/
hello@mayfieldoc.com,,Mayfield,CA,https://www.mayfieldoc.com/
hello@mijotesf.com,,Mijoté,0,https://www.mijotesf.com/
hello@miramontewinery.com,,Miramonte Winery,0,https://www.miramontewinery.com/
hello@mixt.com,,Mixt,CA,https://www.mixt.com/locations/
hello@moohankbbq.com,,Moohan KBBQ,CA,https://www.moohankbbq.com/
hello@motoramen.com,,Moto Ramen,0,https://www.motoramen.com/
hello@nautidawg.com,,The Nauti Dawg Waterfront Restaurant & Bar,0,http://www.nautidawg.com/
hello@nopalitosf.com,,Nopalito,0,https://www.nopalitosf.com/
hello@oakandryepizza.com,,Oak & Rye,CA,https://oakandryepizza.com/
hello@ojairotie.com,,Ojai Rotie,CA,https://www.ojairotie.com
hello@okepoke.com,,Oke Poke,CA,https://www.okepoke.com/
hello@oliversitalian.com,,Oliver's Italian,CO,https://www.oliversitalian.com/
hello@openmarket.la,,Open Market,0,https://openmarket.la
hello@originkbbq.com,,Origin Korean BBQ,CA,https://www.originkbbq.com/
hello@orocoloradosprings.com,,Springs Orleans,CO,https://www.springsorleans.com/
hello@outerlandssf.com,,Outerlands,0,https://outerlandssf.com/
hello@oxandtiger.co,,Ox & Tiger,CA,https://oxandtiger.co/
hello@pappyandharriets.com,,Pappy & Harriet's,CA,https://pappyandharriets.com/
hello@perryssf.com,,Perry's,CA,https://www.perryssf.com/location/union-street/
hello@phosanjose.com,,Pho San Jose,CA,https://www.phosanjose.com/
HELLO@PILARCOFFEEBAR.COM,,Pilar Coffee Bar & Iced Treats,0,https://www.pilarcoffeebar.com/
hello@pixelarity.com,,Jin Sushi Japanese Restaurant,0,https://jinsushibako.com/brimhall.html
HELLO@PLANTPOWERFASTFOOD.COM,,Plant Power,CA,https://www.plantpowerfastfood.com/
hello@ponopacifickitchen.com,,Pono Pacific Kitchen,0,https://www.ponopacifickitchen.com
hello@r10socialhouse.com,,R10 Social House,0,https://r10socialhouse.com/
hello@raw.cafe,,RĀW Superfood Café | Fremont,CA,http://raw.cafe/
hello@reillypizza.com,,Reilly Craft Pizza & Drink,AZ,https://www.reillypizza.com/
hello@rfuenzalida.com,,Natalee Thai Cuisine,CA,https://nataleethaicuisine.com/
hello@rolines.com,,Roline's,0,https://www.rolines.com/
hello@rosepizzeria.com,,Rose Pizzeria,CA,https://www.rosepizzeria.com/
Hello@samosahouse.com,,Samosa House,CA,http://www.samosahouse.com/
hello@sexysammies.com,,Sexy Sammies Chicken Sandwiches & Tenders,CO,https://www.sexysammies.com/
hello@shuckinggoodhospitality.com,,Blue Island Oyster Bar and Seafood,0,https://www.blueislandoysterbar.com
hello@soboramen.com,,Sobo Ramen,0,https://www.soboramen.com/
hello@sonamusf.com,,Sonamu,0,https://www.sonamusf.com/
hello@sottisephx.com,,Sottise,AZ,https://www.sottisephx.com/
hello@souvla.com,,Souvla,CA,https://www.souvla.com/location/the-dogpatch/
hello@sqirlla.com,,Sqirl,CA,https://sqirlla.com/
hello@stillwaterfairfax.com,,Stillwater,0,https://www.stillwaterfairfax.com/
hello@sugopv.com,,Sugo Social,0,https://sugopv.com
hello@sunmoonstudio.com,,Sun Moon Studio,0,https://www.sunmoonstudio.com/
