foundation_name,foundation_state,foundation_total_assets,target_grants_to_siblings,median_grant_size_to_siblings,most_recent_grant_year,open_to_applicants
THE CLIBOCA FOUNDATION INC,GA,2093831,0,2500,2023,f
COMMONWEALTH FOUNDATIONS,VA,2029843,0,200000,2023,f
KING & JOY FOUNDATION,CA,1999187,0,750,2022,f
ANITA AND SANTOSH MEHRA FOUNDATION,MI,1968496,0,50000,2019,f
WESTERN UNION FOUNDATION,CO,1938380,0,17500,2022,f
Capital Impact Foundation,CA,1930691,0,5000,2022,f
UHL & KK FOUNDATION,CA,1894979,0,500,2023,f
C STEVEN DUNCKER FOUNDATION,NY,1886664,0,350,2019,f
FARMERS & MERCHANTS BANK FOUNDATION,CA,1862245,0,5000,2022,t
IM L F & C FOUNDATION,TX,1850295,0,139000,2022,t
THE JOSEPH & KATHERINE CASTUCCI,CA,1813674,0,2000,2023,f
DHIMAN FAMILY FOUNDATION INC,NY,1798682,0,1000,2019,f
SWIFT ILLGES FOUNDATION INC,GA,1787112,0,5000,2023,t
Armstrong-McKay Foundation,PA,1758728,0,1000,2021,f
SHORT FAMILY FOUNDATION,MO,1754620,0,2500,2022,f
FREIDENRICH FAMILY FOUNDATION,CA,1732980,0,100000,2019,t
Majestic Realty Foundation,CA,1730863,0,5000,2023,t
THE BUCKMAN FUN FILLED FAMILY FOUNDATION,IL,1668225,0,3591,2023,f
DEACON CHARITABLE FOUNDATION,CA,1665880,0,400,2018,t
CELANESE FOUNDATION,TX,1656690,0,270,2020,t
HOPE SHARE CARE FOUNDATION INC,MA,1626408,0,1000,2023,f
Schwob Family Foundation Inc,GA,1621302,0,80000,2021,f
MCKESSON FOUNDATION INC,TX,1615367,0,400,2022,f
INFINITY TRUST,OH,1614320,0,35000,2020,t
Rochfort Foundation Inc,GA,1604762,0,2000,2023,f
CLARK PACIFIC FOUNDATION,CA,1603088,0,300,2021,f
BETH BRADFORD FAMILY FOUNDATION,KY,1585572,0,3000,2023,f
USG FOUNDATION INC,IL,1583533,0,1000,2020,t
BENNETT FAMILY FOUNDATION,OK,1570747,0,20000,2023,f
DALLAS-FORT WORTH GOOD FELLOWS,TX,1554894,0,1000,2021,t
HT HAYASHI FOUNDATION,HI,1541527,0,25000,2023,t
THE RICHARD & BARBARA WHITCOMB FOUNDATIO,MA,1525594,0,5000,2024,f
Pearson-Rappaport Foundation,NY,1508794,0,1000,2023,f
BDH FOUNDATION,VA,1463127,0,2500,2019,f
TRUST UW M ZALLES 7-8219 WELLS COLLEGE,IL,1451069,0,15000,2021,t
JAMES E ROBISON FOUNDATION,VT,1446373,0,2250,2018,f
JOHN & FLORENCE FORTUNE FOUNDATION,CO,1435601,0,1000,2020,f
CAROLINE LAWSON IVEY MEMORIAL FOUNDATION INC,AL,1426393,0,151500,2022,f
THE BANKS FOUNDATION INC,VA,1375648,0,3000,2019,f
ELIZABETH FRY AND DUPONT KIRVEN,GA,1375128,0,5000,2023,t
THE WINEBAUM FAMILY FOUNDATION,CA,1362299,0,5000,2021,f
CLA FOUNDATION,MN,1351324,0,7350,2020,f
The Frank G Lumpkin Jr Foundation Inc,GA,1332372,0,5000,2023,f
The Molina Healthcare Charitable Foundation,DE,1330319,0,5000,2021,f
GENERATION IV CHARITABLE TRUST,MI,1321420,0,10000,2023,f
AUGUSTONE FOUNDATION UAGR DTD 121107,MA,1283556,0,1250,2023,f
THE TISI FAMILY FOUNDATION INC,FL,1281364,0,1000,2020,t
C L SNELL FOUNDATION INC,GA,1274925,0,44000,2023,f
The Piemonte Foundation,CA,1247730,0,200,2019,f
VOLLBRACHT FAMILY FOUNDATION,CO,1231597,0,15000,2023,t
JASON FAMILY FOUNDATION,CA,1229313,0,500,2023,f
GREENSIDE FOUNDATION,CA,1210097,0,200,2022,f
CELESTE AND KURT ZUCH FAMILY,TX,1202195,0,1000,2022,t
TRUSTEE UW WILLIAM F COOPER FBO,NV,1201308,0,2500,2019,t
CRAIG AND BARBARA BARRETT FOUNDATION,AZ,1199707,0,25000,2023,f
NAVCO FOUNDATION INC,GA,1131311,0,1000,2023,f
AUM CAPITAL GROUP CHARITABLE,AL,1086512,0,1200,2024,f
LOCATIONS FOUNDATION,HI,1085474,0,5000,2023,t
Hardaway Foundation Incorporated,GA,1076627,0,1500,2022,t
NEIL & GINNY GERALD FAMILY FOUNDATION,IL,1071717,0,500,2024,f
Hawk Family Foundation,CO,1058612,0,10000,2023,f
SCHOELZEL FAMILY FOUNDATION,CO,1053700,0,11250,2023,f
LANIER FAMILY FOUNDATION,AL,1046523,0,6000,2023,f
The Patton Foundation Inc,GA,1030723,0,1000,2023,f
BASSER ARTS FOUNDATION,FL,1026173,0,1200,2023,f
ROBERT & PAULA BOYKIN FAMILY FOUNDATION,NC,1023680,0,3000,2019,t
THE GREG AND LISA STANGER,CA,1022464,0,250,2018,f
The Orvis Charitable Foundation,DE,1020886,0,999,2023,f
Winslow Family Foundation,IL,1006408,0,10200,2023,f
THE SHEARWATER FOUNDATION,AL,995320,0,12500,2023,f
WALLACE E KIRKPATRICK FAMILY,AL,976500,0,725,2022,f
CHARNA & ALAN LARKIN PHILANTHROPIC FUND INC,FL,975721,0,1126,2019,f
AGILENT TECHNOLOGIES FOUNDATION,CA,957202,0,900,2019,f
Payne Family Foundation,CA,956940,0,1000,2020,t
TR UA FOUR-G S CHARITABLE TR,FL,954690,0,1500,2023,f
THE JAMES E AND ALLYCE DARLING,MA,952258,0,10000,2021,t
GEORGE & AUDREY RASMUSSEN FAMILY,WA,936806,0,500,2020,t
THE MASIMO FOUNDATION FOR ETHICS,CA,933702,0,50000,2022,t
ROBERT T & SUELLEN MONK FAMILY,NC,930481,0,2500,2023,f
THE BROWN FOUNDATION,VA,928728,0,500,2018,t
THE LAWLOR FOUNDATION,IL,912125,0,3000,2023,f
REILLY FAMILY FOUNDATION,TX,904694,0,37500,2024,t
LOUIS P & LELA BUSCH FOUNDATION,FL,878598,0,1000,2022,f
MAXINE R & JACK S SCHIFFMAN FAMILY,GA,872104,0,23000,2023,f
SWAN FAMILY FOUNDATION,MN,846547,0,1000,2023,f
THE JACKSON FAMILY FOUNDATION INC,CA,836886,0,5000,2018,f
Paine Family Foundation Corp,IL,833483,0,3750,2023,t
M F MOORMAN FAMILY FOUNDATION,VA,824581,0,1000,2020,f
THE WILLIAM G REYNOLDS JR CHARITABLE,VA,820888,0,5000,2023,f
The James and Wendy Agah Family Foundation,DE,809693,0,1000,2018,f
TRACY FLANIGAN MCVEY FAMILY FOUNDATION,NY,803110,0,6000,2023,f
HOUCHENS TR- GIRLS CLUB & BOYS CLUB,WI,802039,0,45226,2023,f
The Strong-Lachemann Foundation,CA,789150,0,1000,2018,f
WILLIAM E MALONEY FOUNDATION,MA,783729,0,1000,2021,t
THURBER FAMILY FOUNDATION,GA,763886,0,10000,2020,f
SPERAMUS FOUNDATION,CA,748485,0,2000,2023,f
JEFFREY A MARINE AND JONI G MARINE,CA,697046,0,10000,2020,f
MCDOWELL FOUNDATION,MN,696868,0,1000,2023,f
ERIC AND BONNIE PRYSTOWSKY FOUNDATION,IN,661492,0,500,2022,f
HAJI USMAN & HAZARABAI MUNDIA,NY,633533,0,17500,2022,t
THE SCHOLL FAMILY FOUNDATION INC,NJ,620046,0,75,2023,f
THE GREGORY AND VERA KIERNAN,NY,619357,0,10000,2022,f
MUTUAL OF AMERICA FOUNDATION,NY,614687,0,8275,2020,t
CEMER FOUNDATION,NE,610846,0,8000,2024,f
MACNAUGHTON FOUNDATION,HI,567314,0,10000,2022,f
THE WILLCOX-LUMPKIN FOUNDATION INC,GA,560764,0,1000,2021,f
KELLER CHARITABLE FOUNDATION INC,PA,555316,0,250,2019,t
LINDY AND BRAD BERKLEY FAMILY FOUNDATION,TX,552838,0,100000,2023,f
THE PELINO CHARITABLE FOUNDATION,IL,549709,0,10000,2019,t
SARA BAKER FOUNDATION INC,AL,544027,0,10000,2023,f
HERBERT E PARKER CHAR,MO,543950,0,5000,2023,t
4 THE HEALTHY CULTURE FOUNDATION,IL,534105,0,500,2022,f
DAVID AND LINDA MOSCOW FOUNDATION,FL,525636,0,25000,2024,f
THE PHILIP BIRNBAUM FOUNDATION,NY,525221,0,2500,2022,f
Nader Family Private Foundation,OK,524335,0,5100,2024,f
JJJ FAMILY FOUNDATION,CT,522485,0,2000,2021,f
THE BELL CHARITABLE FOUNDATION,OH,509008,0,20000,2023,f
F L Griffin & Louise B Griffin Trust,GA,508310,0,26074,2022,f
THE PRIMERICA FOUNDATION INC,GA,495303,0,10000,2018,f
Motorola Solutions Foundation,IL,494818,0,400,2020,t
THE GLORIA ESTEFAN FOUNDATION INC,FL,489856,0,13000,2018,t
LEGO COMMUNITY FUND US INC,CT,487335,0,144000,2023,t
THE SLATER FOUNDATION INC,FL,479901,0,2500,2023,f
ABDUL SATAR & FAMILY FOUNDATION,NY,469958,0,2000,2023,f
HUNTER FAMILY FOUNDATION INC,MN,454051,0,10000,2024,f
GEORGE & JANET JAFFIN FOUNDATION INC,NY,452264,0,1750,2021,f
EA FORTINO & DP DUCHOSSOIS,IL,448395,0,50000,2023,f
VITREUS FOUNDATION,SC,443409,0,1000,2023,f
STENDER FAMILY FOUNDATION,AL,440744,0,2500,2020,f
KISSAWAY FOUNDATION,NY,433815,0,1000,2019,f
Unobskey Foundation,ME,415256,0,100,2022,f
THE STEWART FAMILY CHARITABLE FOUNDATION,TX,414051,0,1000,2020,f
LITTLER MENDELSON FOUNDATION INC,MO,407675,0,500,2023,f
BRINKLEY FAMILY FOUNDATION,NC,377042,0,238016,2023,f
ERIC J VOSBURGH CHARITABLE TRUST,KS,373976,0,6938,2023,f
JOANN F HOLT FAMILY FOUNDATION INC,GA,372407,0,881,2023,f
THE GROUNDFLOOR MEDIA FOUNDATION,CO,367530,0,2500,2024,f
TTCU CARES FOUNDATION INC,OK,361908,0,10500,2023,t
MICHAEL ANN & SAQUON BARKLEY HOPE,PA,352851,0,17500,2024,f
STOUT FAMILY FOUNDATION INC,FL,347174,0,31750,2020,t
JAY AND CAROL BORZI FAMILY,CA,342896,0,12500,2018,f
PATRICIA AND ALBERT C BUEHLER JR,IL,338004,0,14000,2024,t
THE SALVATORE FAMILY FOUNDATION,NY,336892,0,100000,2022,f
SAUL & DEVORAH SHERMAN FUND,NY,334429,0,2000,2017,f
DOROTHEA TUNEY FOUNDATION,CA,328384,0,3618,2019,f
CHURCH MUTUAL INSURANCE COMPANY,WI,324708,0,500,2023,t
PHILIP & SANDRA VINEYARD FDN,SC,320643,0,2500,2022,f
Another Chance Foundation Inc,GA,310306,0,1000,2022,f
BRUTTEN FAMILY FOUNDATION,CA,308755,0,8750,2019,t
THE BRADFORD & LAUREN KOENIG FOUNDATION,CA,307506,0,22500,2020,f
CONTI FAMILY FOUNDATION,PA,299141,0,3750,2020,f
Qin and Sun Family Foundation,CA,294751,0,257,2020,f
WILLIAM T & FRANCES D GRANT,KS,285041,0,240000,2023,f
Bridewell-Henning Foundation Inc,IL,278874,0,2500,2021,f
GANNETT FOUNDATION INC,VA,272141,0,1300,2022,t
T-BONZ FOUNDATION INC,SC,268167,0,20000,2022,f
GEORGE K AND CYNTHIA R COONEY,NY,240122,0,25000,2022,f
JAX FOUNDATION,CO,232375,0,500,2023,f
CALDWELL FAMILY FOUNDATION,FL,230064,0,1000,2019,f
JAMIESON FOUNDATION,CA,229188,0,5000,2019,f
PATRICIA M HYNES,NY,228404,0,1250,2023,f
JOHN PATRICK FLANAGAN FOUNDATION INC,CT,228149,0,2000,2021,f
MOLLY AND JOSEPH HERMAN FOUNDATION,AZ,221972,0,1000,2023,f
Spring Valley Kiwanis Club Foundation,CA,216633,0,1225,2022,f
TISCH FOUNDATION INC,NY,214670,0,400,2022,f
MAR VISTA INVESTMENT PARTNERS CHARITABLE,MN,210728,0,100,2018,f
LII Lennox Foundation,TX,209047,0,500,2023,f
MRI SOFTWARE FOUNDATION FORMERLY KNOWN,OH,201559,0,5000,2022,t
ROBERT H MCKEE AND MARY ELLEN,AZ,201019,0,1000,2022,f
CLUNE CARES FOUNDATION INC,IL,189046,0,4500,2023,f
ARMSTRONG FOUNDATION,HI,172828,0,1200,2018,t
NORTH CAROLINA FENTON FOUNDATION,NC,168736,0,400,2023,f
JOHNSON FAMILY FOUNDATION,KS,161555,0,1000,2023,t
ROBERT H LORSCH FOUNDATION TRUST,CA,148175,0,132,2019,f
74 Foundation Inc,CA,147858,0,3256,2018,f
VIRGIL L FRANTZ CHARITABLE TRUST,VA,144088,0,5000,2023,f
Borchardt Family Foundation Inc,FL,143723,0,18000,2021,f
WONG FAMILY FOUNDATION,CA,136320,0,5000,2022,f
STEVEN A AND MARIANNE M MILLS,NY,134340,0,2000,2022,f
MCKINSTRY CHARITABLE FOUNDATION,WA,129400,0,300,2021,f
KATSELAS FAMILY FOUNDATION,PA,126601,0,500,2018,t
TR ITEM XI UW A G O CURRY,FL,122079,0,4382,2024,f
WENDER WEIS FOUNDATION FOR CHILDREN,CA,102132,0,2500,2020,f
ANDREW M PAUL FAMILY FOUNDATION,CO,100430,0,100,2017,f
THE ALMEIDA FOUNDATION INC,NY,94692,0,1000,2019,f
KIM AND MARTIN SANDS FAMILY,CT,89386,0,1000,2021,f
THE KEVIN LIPTON FAMILY FOUNDATION INC,CA,88273,0,6000,2022,f
GET IT DUN FOUNDATION,CA,81616,0,2500,2024,f
THE ANDREW & SALLY QUALE FOUNDATION INC,TX,72552,0,500,2023,f
Rob and Molly Cohen Family Foundation,DE,69578,0,8000,2024,f
THE LAZARD CHARITABLE FOUNDATION,NY,65025,0,400,2022,t
Liqing Sun Family Foundation,CA,64945,0,500,2024,f
Foley Hoag Foundation,DE,64499,0,7750,2019,t
MIDDLEGROUND CAPITAL CHARITABLE,KY,64492,0,104,2023,f
LYON DENNIS & JANIS FOUNDATION,AZ,55492,0,100,2018,f
THE HUNT FAMILY FOUNDATION,TX,55189,0,15000,2023,t
CHERRY GROVE FOUNDATION,VA,54652,0,30000,2023,t
THE DO & RICKLES FAMILY CHARITABLE,FL,49135,0,50,2019,f
THE JOHN & CHRISTINE FITZGIBBONS,NY,36030,0,5000,2022,f
NAN CHUL SHIN FOUNDATION,HI,35628,0,5000,2018,f
JK KNIGHTS FOUNDATION,MA,34655,0,2500,2022,f
FOUNDATION 1781,AL,32058,0,1622,2023,f
COBB FOUNDATION,IL,27445,0,5000,2021,f
JX GIVES BACK FAMILY FOUNDATION INC,WI,27405,0,2250,2023,f
Magnetar Capital Foundation,IL,27307,0,1000,2022,f
FISCHER FAMILY FOUNDATION,CA,26361,0,1574,2023,f
GARNI FOUNDATION,CA,24491,0,645,2019,f
THE I3 CARES FOUNDATION,AL,21704,0,1250,2021,f
THE NAGLE FAMILY FOUNDATION,NY,20235,0,1050,2023,f
WM CRAIG AND TENEEN L DOBBS,IN,14751,0,1000,2019,f
FARIDA AND AFTAB CHAUDHRI FAMILY,NY,14038,0,3000,2023,t
CANDLEWOOD FARM ARTS FOUNDATION,CT,12579,0,375,2023,f
LIBERTYGIVES FOUNDATION,CO,11403,0,100,2020,t
The Schwalbach Family Foundation,FL,11172,0,5000,2021,f
Community Bank Partners,AL,10695,0,2500,2021,t
Christopher Foundation,CA,9266,0,3675,2022,t
THE TAMPICO FOUNDATION,IL,8397,0,1200,2023,f
THE COPHAM FAMILY FOUNDATION,FL,6997,0,105000,2018,f
THE OLMSTEAD FAMILY FOUNDATION,OK,5976,0,20000,2019,f
THE SHIDLER FAMILY FOUNDATION,HI,4277,0,10000,2023,f
HELD FAMILY FOUNDATION,NE,2989,0,750,2023,f
GREEN ISLAND HILLS FOUNDATION INC,GA,2123,0,5000,2018,t
GRIES FAMILY FOUNDATION,FL,1227,0,11000,2022,f
CROWLEY FOUNDATION,IL,0,0,82500,2022,t
JALEN GREEN FOUNDATION,CA,0,0,25000,2023,f
THE MURREN FAMILY FOUNDATION,NV,0,0,500,2021,f
THE LEO AND EVA GANS FOUNDATION INC,NJ,0,0,1500,2020,f
CHARLES N MATHEWSON FOUNDATION,NV,0,0,10000,2020,t
SNELL FAMILY FOUNDATION INC,GA,0,0,25000,2022,f
THE OLIN B KING FOUNDATION,AL,0,0,6000,2019,f
CHARLES HERTZIG FOUNDATION,NY,0,0,298,2018,t
FLORA AND MORRIS MIZEL FOUNDATION II,CO,0,0,500,2019,f
JEFF & ANNE WOOLSON FAMILY FOUNDATION,CA,0,0,500,2017,f
CME GROUP COMMUNITY FOUNDATION,IL,0,0,60,2019,t
FACEBOOK COMMUNITY FUND,CA,0,0,10000,2019,f
THE BERLIN FAMILY FOUNDATION,FL,0,0,5000,2019,f
VIRGINIA LEE & KATE COOK MEMORIAL SCHOLARSHIP,FL,0,0,16126,2021,t
Cooper Tire Foundation Inc,OH,0,0,100,2020,t
THE DR JOHN W FLORY FOUNDATION,OH,0,0,5000,2018,f
THE EDMUND C OLSON FAMILY FOUNDATION,CA,0,0,300,2021,f
THE ASHOK AND MARY KUMAR FOUNDATIO,GA,0,0,750,2020,t
REEBOK FOUNDATION INC,MA,0,0,15000,2022,t
ROCKLAND TRUST - BLUE HILLS CHARITABLE,MA,0,0,1000,2022,t
