ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
840646544,MONTESSORI SCHOOL OF WILD PINES,Anna,learnmore@mswp.org,CO,B21Z,ORGANIZATION PROVIDES A MONTESSORI EDUCATION FOR CHILDREN AGES 3 - 6 AND DAYCARE FOR WORKING FAMILIES,A,879,75,Education
841229714,Habitat for Humanity of Boulder Valley,Susan,lholwald@flatironshabitat.org,CO,L200,"Habitat for Humanity of Boulder Valley works to create decent, affordable housing in partnership with those in need and to make shelter a matter of conscience with people everywhere.",A,142,75,Housing
822577843,SOUTHERN COLORADO HARM REDUCTION,Laura,homebase@socoharmreduction.org,CO,F50,"TO PROVIDE THOSE SUFFERING FROM ADDICTION, AND THEIR LOVED ONES, AN ENTRY POINT AND ACCESS TO EVIDENCE BASED HARM REDUCTION PRACTICES, AND TO OFFER COMPASSIONATE SUPPORT AND SERVICES WITH THE GOAL OF OBTAINING WELLNESS, RESTORATION AND HEALING.",A,139,75,Mental Health
840717361,MOUNTAIN SHADOWS MONTESSORI SCHOOL,Polly,hello@mountainshadows.org,CO,B200,"OUR MISSION IS TO GUIDE CHILDREN IN BECOMING CAPABLE, COMPASSIONATE, AND CONTRIBUTING MEMBERS OF SOCIETY. WE SUPPORT EACH CHILD'S UNIQUE INTELLECTUAL, PERSONAL, AND SOCIAL GROWTH THROUGH A HIGH FIDELITY AMI MONTESSORI PREPARED ENVIRONMENT.",A,879,75,Education
841169805,PARENT POSSIBLE,Alexis,INFO@PARENTPOSSIBLE.ORG,CO,B99,"WE ENVISION A COLORADO WHERE EVERY FAMILY IS A THRIVING ECOSYSTEM OF LEARNING, LAUGHING, AND WELL-BEING. OUR MISSION IS TO EQUIP PARENTS WITH THE TOOLS AND INFORMATION TO BE THEIR CHILD'S MOST VALUABLE TEACHER, TRAINER, AND MENTOR IN LIFE.",A,879,75,Education
840410760,THE COLORADO MOUNTAIN CLUB,Dan,cmcpress@cmc.org,CO,C600,"THE CMC IS ORGANIZED TO: UNITE THE ENERGY, INTEREST AND KNOWLEDGE OF THE STUDENTS EXPLORERS, AND LOVERS OF THE MOUNTAINS OF COLORADO; COLLECT AND DISSEMINATE INFORMATION REGARDING THE ROCKY MOUNTAINS ON BEHALF OF SCIENCE LITERATURE, ART, AND RECREATION; STIMULATE THE PUBLIC INTEREST IN OUR MOUNTAIN AREAS; ENCOURAGE THE PRESERVATION OF FOREST FLOWERS FAUNA, AND NATURAL SCENERY; AND RENDER READILY ACCESSIBLE THE ALPINE ATTRACTIONS OF THIS REGION.",A,323,75,Environment
061172811,MADISON AMBULANCE ASSOCIATION INC,Peter,contactus@madisonctems.org,CT,E62Z,"To provide emergency ambulance service and related health care to the residents of Madison, CT",A,321,75,Health
060896672,Interdistrict Committee For Project,John,projecto@oceanology.org,CT,U21Z,Project Oceanology is a year-round marine science and environmental education organization with a mission to nurture interest and inspire enthusiasm for science and our planet's marine environment.,A,18,,Science
223036666,Community Health Center Assoc of Connecticut Inc,Kenneth,ask@chcact.org,CT,E80,T0 PROMOTE QUALITY HEALTH CARE AND SOCIAL SERVICES TO CONNECTICUT'S UNDERSERVED POPULATION AND TO PROVIDE TECHNICAL AND EDUCATIONAL ASSISTANCE TO COMMUNITY HEALTH CENTERS IN CONNECTICUT.,A,321,75,Health
060662157,NORFOLK LIBRARY INC,Ann,lbattis@biblio.org,CT,B71Z,Free Public Library serving the Town of Norfolk Connecticut as well as the surrounding area.,A,1012,75,Education
411942190,International Academy of Fine Art,Susan,logo-sticky-white@2.png.webp,CT,Q210,THE FLORENCE ACADAMY OF ART WAS FOUNED IN 1991 BY DANIEL GRAVES (SEE SCHEDULE O FOR DETAILS).,A,498,75,International
066103893,AVALONIA LAND CONSERVANCY INC,Dennis,avalonialc@yahoo.com,CT,C340,"AVALONIA LAND CONSERVANCY, FOUNDED IN 1968, IS A LAND TRUST DEDICATED TO CONSERVATION THROUGH THE ACQUISITION OF OPEN SPACE. IT IS A NON-PROFIT, NON-POLITICAL, TAX-EXEMPT ORGANIZATION. WE BELIEVE THAT THE CONSERVATION OF NATURAL RESOURCES FOR THE BENEFIT OF PEOPLE AND WILDLIFE IS ESSENTIAL AND WILL ENSURE HEALTHY AND LIVABLE COMMUNITIES FOR GENERATIONS TO COME. AVALONIA NOW CONSERVES OVER 5200 ACRES OF LAND, PRESERVED IN PERPETUITY. WHERE APPROPRIATE, TRAILS ARE MAINTAINED FOR PASSIVE ENJOYMENT INCLUDING HIKING,BIRDWATCHING, NATURE STUDY, AND PHOTOGRAPHY. WE ASK THAT YOU TAKE ONLY PICTURES AND LEAVE ONLY FOOTPRINTS. EDUCATIONAL ACTIVITIES AND SCIENTIFIC STUDIES ARE ENCOURAGED ON AVALONIA PRESERVES.",A,168,75,Environment
060709292,MYSTIC & NOANK LIBRARY INC,Linda,rdonahue@mysticnoanklibrary.org,CT,B70Z,TO MAINTAIN A COMMUNITY LIBRARY AVAILABLE TO ALL CONNECTICUT RESIDENTS HOLDING LIBRARY CARDS AND TO PROVIDE READING REFERENCE MATERIALS AND RELATED PROGRAMS AND SERVICES.,A,1012,75,Education
237320427,Darien Youth Hockey Association,David,fundraising@dyha.com,CT,N68Z,Provide stimulating and rewarding athletic experience for children.,A,139,75,Recreation
061051768,DARIEN NATURE CENTER INC,Alicia,Contact@mailservice.com,CT,C600,SEE SCHEDULE O,A,168,75,Environment
300245251,NEW ENGLAND SCIENCE & SAILING,Eric,adventure@nessf.org,CT,N67,"TO EMPOWER STUDENTS WITH A LOVE OF LEARNING THROUGH OCEAN-BASED EXPERIENTIAL PROGRAMS THAT SERVE SCHOOLS, TEACHERS, AND FAMILIES.",A,139,75,Recreation
061398440,THE EXCHANGE CLUB CENTER FOR THE PREVENTION,Joseph,BMyrthil@helpforkidsct.org,CT,I72,"THE MISSION OF THE EXCHANGE CLUB CENTER IS TO STOP THE CYCLE OF CHILD ABUSE BY PROVIDING REMEDIAL AND PREVENTIVE INTERVENTION TO ABUSED AND/OR NEGLECTED CHILDREN, OR THOSE CONSIDERED TO BE ""AT RISKTHEIR FAMILIES.",A,145,75,Crime/Legal
208262614,POLICE ACTIVITY LEAGUE OF WATERBURY,Fernando,paloffice@waterburypal.org,CT,O50,"THE WATERBURY POLICE ACTIVITY LEAGUE (PAL) IS A NOT FOR PROFIT ORGANIZATION WHICH PROMOTES PARTNERSHIPS BETWEEN YOUTH, LAW ENFORCEMENT, AND THE COMMUNITY THROUGH EDUCATIONAL, ATHLETIC, AND RECREATIONAL PROGRAMS DESIGNED TO ENCOURAGE TEAM BUILDING.",A,149,75,Youth Development
060646691,JEWISH COMMUNITIES OF WESTERN CT INC,Gary,infojewishfederation@jfed.net,CT,T70Z,"THE ORGANIZATION PROVIDES HUMANITARIAN AID LOCALLY, IN ISRAEL AND OVERSEAS. OUR FUNDING PROVIDES RESCUE, RELIEF AND REHABILITATION REGARDLESS OF AGE, ETHNICITY OR RELIGION. WE PERFORM THESE PROGRAMS AND SERVICES WITHIN JEWISH TRADITION AND CULTURE.",A,212,75,Philanthropy
066087579,Joshua's Tract Conservation and Historic Trust Inc,Michael,administration@joshuastrust.org,CT,C340,To preserve the rural character of the area for the benefit and well being of the inhabitants. To acquire and assure the preservation and maintenance of the land for conservation of natural resources and historical significance.,A,168,75,Environment
061053241,YALE YOUTH HOCKEY ASSOCIATION INC,Charles,PlayerDevelopment@YaleYouthHockey.com,CT,N68,"TO PROVIDE CHILDREN WITH AN UNDERSTANDING AND APPRECIATION OF THE HISTORY AND CHARACTERISTICS OF THE GAME OF HOCKEY. TO INSTRUCT CHILDREN IN THE BASIC SKILLS AND TECHNIQUES OF HOCKEY, INCLUDING THE PRINCIPLES OF SPORTSMANSHIP AND INDIVIDUAL AND TEAM PLAY. TO DEVELOP WITHIN CHILDREN AN APPRECIATION OF WHAT IT MEANS TO BE AN ATHLETE.",A,139,75,Recreation
066065807,THE WHITE MEMORIAL CONSERVATION,Ann,INFO@WHITEMEMORIALCC.ORG,CT,C053,"1)TO ESTABLISH, ORGANIZE, MAINTAIN, AND OPERATE A MUSEUM EXCLUSIVELY FOR SCIENTIFIC, EDUCATIONAL AND LITERARY PURPOSES. THE MUSEUM SHALL BE OPEN, AT REASONABLE TIMES, TO ALL MEMBERS OF THE PUBLIC. 2)TO OPERATE AND MAINTAIN THE AFOREMENTIONED MUSEUM FOR THE PURPOSE OF EDUCATING AND INSTRUCTING MEMBERS OF THE PUBLIC, BOTH ADULTS AND CHILDREN, IN THE CONSERVATION OF NATURAL RESOURCES, INCLUDING BUT NOT LIMITED TO PLANTS,TREES, ANIMALS, FISH, OTHER LIVING ORGANISM, SOIL, WATER AND MINERALS. 3)TO ENCOURAGE THE SCIENTIFIC STUDY AND UNDERSTANDING OF THE PRACTICES OF CONSERVATION AND OF THE NATURAL SCIENCES, AND TO THAT END TO ACQUIRE, PREPARE, MAINTAIN, AND USE EXHIBITS, BOOKS AND EQUIPMENT, CONDUCT CLASSES AND RESEARCH, AND TO PUBLISH DOCUMENTS AND BOOKS RELATING TO THE AFOREMENTIONED SUBJECTS.",A,168,75,Environment
522358563,ATLAS PERFORMING ARTS CENTER,Douglas,boxoffice@atlasarts.org,DC,A61,THE ATLAS IS A CREATIVE SPACE FOR ARTISTS AND AUDIENCES TO EXPLORE THE IDEA AND ISSUES OF OUR TIME. WE NURTURE AN EQUITABLE HOME FOR ARTISTS REPRESENTING OUR DIVERSE COMMUNITY. WE LEVERAGE PARTNERSHIPS AND PROGRAMS THAT REFLECT THE BEST OF THE ARTS AND OUR HUMANITY.,A,780,75,Arts & Culture
842534365,Childrens Right and Violence Prevention,Etayenesh,webmaster@crvpf.org,DC,F99,"To support community based organizations and local NGOs working with children and families. To provide communities and schools in selected project areas coordianted services to prevent and protect children from violence, sexual abuse, and exploitation and to protect their legal rights.",A,79,75,Mental Health
460953759,2Gether-International Inc,Alvaro,hi@abelhancock.com,DC,P20,2GI empowers disabled founders with the tools and resources they need for their companies to be leaders in their respective industries.,A,809,75,Human Services
412103331,FOUNDATION FOR SMFM,Bryann,foundation@smfm.org,DC,B82,"THE FOUNDATION FOR SMFM IS A 501(C)(3) NON-PROFIT CREATED TO PROMOTE THE CAREER DEVELOPMENT OF YOUNG INVESTIGATORS WHOSE RESEARCH WILL ADVANCE THE FIELD OF MATERNAL-FETAL MEDICINE (MFM) AND IMPROVE THE CARE OF INDIVIDUALS WITH HIGH-RISK PREGNANCIES. THE FOUNDATION'S PROGRAMS OFFER OPPORTUNITIES TO IMPROVE PREGNANCY OUTCOMES THROUGH RESEARCH AND CLINICAL TRAINING GRANTS, GLOBAL HEALTH INITIATIVES, AND MENTORING THE NEXT GENERATION OF CLINICIANS AND SCIENTISTS.",A,996,75,Education
463159251,WANDA ALSTON FOUNDATION INC,June,contactus@wandaalstonfoundation.org,DC,L99,"THE MISSION OF THE WANDA ALSTON FOUNDATION (WAF) IS TO ERADICATE HOMELESSNESS AND POVERTY FOR LGBTQIA2S+ YOUTH AGES 18-24 AND TO ENSURE THAT THEY HAVE ACCESS TO SERVICES THAT IMPROVE THEIR OVERALL QUALITY OF LIFE THROUGH ADVOCACY AND PROGRAMMING. THE WAF OPENED ITS DOORS IN 2008 AS THE ONLY HOUSING PROGRAM IN WASHINGTON, DC, SOLELY DEDICATED TO OFFERING PRE-INDEPENDENT TRANSITIONAL LIVING AND SUPPORT SERVICES TO LGBTQIA2S+ YOUTH WHO ARE EXPERIENCING HOMELESSNESS OR WHO ARE AT RISK IN ALL EIGHT WARDS. COMPLEMENTING THIS, THE WANDA ALSTON COUNSELING CENTER (WACC) PROVIDES A COMPREHENSIVE RANGE OF TRAUMA-INFORMED AND CULTURALLY COMPETENT SERVICES, INCLUDING MENTAL HEALTH SUPPORT, EMERGENCY HOUSING, AND GENERAL SUPPORT, TO LGBTQIA2S+ INDIVIDUALS IN THE D.C. AREA WHO ARE SURVIVORS OF INTIMATE PARTNER VIOLENCE AND SEXUAL ASSAULT. THIS COMPREHENSIVE APPROACH ENSURES THAT ALL ASPECTS OF THEIR WELL-BEING ARE ADDRESSED, MAKING THE AUDIENCE FEEL REASSURED AND SUPPORTED.",A,146,75,Housing
526054269,The Washington Chorus Inc,Anthony,staff@thewashingtonchorus.org,DC,A6B0,The mission of The Washington Chorus is to create transformative musical experiences that bring people together through the joy of choral music.,A,780,75,Arts & Culture
825082397,SOCIAL JUSTICE PUBLIC CHARTER SCHOOL,Myron,katrina@thesocialjusticeschool.org,DC,B29,"TO PROVIDE A FREE PUBLIC EDUCATION TO MIDDLE SCHOOL STUDENTS IN GRADES FIVE THROUGH EIGHT. THE SCHOOL IS AN OPEN ENROLLMENT SCHOOL OPEN TO ANY WASHINGTON DC RESIDENT. THE SCHOOL BEGAN WITH 50 STUDENTS, ADDING 75 EACH YEAR UNTIL REACHING FULL CAPACITY AT 300 STUDENTS.",A,996,75,Education
825509939,CLIMATE SOLUTIONS FOUNDATION INC,Alex,Helen@climatesolutionsfoundation.com,DC,U20,"ORGANIZATION MISSION IS TO BRING TOGETHER IDEOLOGICALLY DIVERSE MEMBERS OF CONGRESS AND THEIR STAFF, GLOBAL LEADERS, AND CORPORATE AND TRADE EXECUTIVES TO DISCUSS CLIMATE SCIENCE, ECONOMICS, AND POLICY.",A,89,75,Science
521812095,THE THEATRE LAB INC,Deborah,cassie@theatrelab.org,DC,A250,"THE THEATRE LAB PROVIDES CLASSES AND WORKSHOPS TO ADULTS AND YOUTH IN THE AREAS OF ACTING FOR THE STAGE AND SCREEN, DIRECTING, PLAYWRITING, MUSICAL THEATRE, AND DRAMA CRITICISM. THE ORGANIZATION ALSO CONDUCTS EXTENSIVE OUTREACH PROGRAMMATIC AND EDUCATIONAL WORKSHOPS DESIGNED TO PROVIDE REAL LIFE BENEFITS OF THEATRE EDUCATION TO MEMBERS OF TRADITIONALLY UNDERSERVED POPULATIONS: SPECIFICALLY FINANCIALLY DISADVANTAGED YOUTH AND ADULTS, INCARCERATED AND SEVERELY AT-RISK YOUTH, SENIORS, AND HOMELESS WOMEN",A,780,75,Arts & Culture
521362103,Christ House,Mary,development@christhouse.org,DC,L20,Christ House provides 24-hour comprehensive and compassionate care for people experiencing homelessness with acute medical needs in the District of Columbia and offers assistance in addressing critical issues to help break the cycle of homelessness.,A,146,75,Housing
522007652,MEN CAN STOP RAPE,Neil,training@mcsr.org,DC,I73,"THROUGH OUR TRANSFORMATIONAL YOUTH DEVELOPMENT PROGRAMS, PIONEERING TRAININGS AND CONSULTING SERVICES, AND ACCLAIMED MULTIMEDIA PUBLIC EDUCATION INITIATIVES, MCSR HAS REACHED MORE THAN 200 MILLION PEOPLE. FOUNDED IN 1997 IN WASHINGTON, DC, MCSR SERVES SCHOOLS, ORGANIZATIONS, BUSINESSES, AND AGENCIES LOCALLY, NATIONALLY, AND GLOBALLY. WE TAKE A PRO-SOCIAL, STRENGTH-BASED APPROACH WITH THE GOAL OF PRODUCING SUSTAINABLE, MEASURABLE OUTCOMES AT EACH LEVEL OF THE SOCIAL ECOLOGICAL MODEL EMPHASIZING PRIMARY PREVENTION, SOCIAL AND EMOTIONAL INTELLIGENCE, HEALTHY MASCULINITY, AND EMPOWERED WOMANHOOD. MISSION: ROOTED IN COMMUNITY, BASED IN STRENGTH, AND GROUNDED IN RESPECT, MCSR PREVENTS VIOLENCE THROUGH TRANSFORMATIONAL PROGRAMS AND SERVICES FOR YOUTH AND ADULTS THAT PROMOTE HEALTHY MASCULINITY AND EMPOWERED WOMANHOOD.VISION: INFINITE POSSIBILITIES OF CULTURES FREE FROM VIOLENCE.",A,208,75,Crime/Legal
521665643,QUALITY EDUCATION FOR MINORITIES NETWORK,Mercy,sbishop@qem.org,DC,B280,"QEM NETWORK WORKS WITH INDIVIDUALS, ORGANIZATIONS, AND INSTITUTIONS ACROSS THE COUNTRY TO COORDINATE AND ENERGIZE EFFORTS TO IMPROVE THE EDUCATION OF DOMESTIC TALENT IN SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) FIELDS. WE ARE DEDICATED TO ADVANCING DOMESTIC TALENT PARTICIPATION IN STEM DISCIPLINES THROUGHOUT THE NATION THROUGH CAPACITY BUILDING, STUDENT PROFESSIONAL DEVELOPMENT, FACULTY DEVELOPMENT AND RESEARCH.",A,996,75,Education
462070196,VETERANS EDUCATION SUCCESS INC,Carrie,help@vetsedsuccess.org,DC,W053,"TO ADVANCE HIGHER EDUCATION SUCCESS FOR VETERANS, SERVICE MEMBERS, AND MILITARY FAMILIES, AND TO PROTECT THE INTEGRITY AND PROMISE OF THE GI BILL AND OTHER FEDERAL EDUCATION PROGRAMS.",A,602,75,Public Policy
521242900,Woolly Mammoth Theatre Company Inc,Jchris,TICKETS@WOOLLYMAMMOTH.NET,DC,A650,"To create rousing, visceral, enlightening theatre experiences that galvanize diverse artists and audiences to engage with our world in unexpected and often challenging ways.",A,780,75,Arts & Culture
463134601,Healthcare Ready,Thomas,ContactUs@HealthcareReady.org,DC,E60,"Healthcare Ready leverages unique relationships with government, nonprofit, and medical supply chains to build and enhance the resiliency of communities before, during and after disasters.",A,430,75,Health
510105667,CAPE HENLOPEN SENIOR CENTER INC,Open,lindachsc@aol.com,DE,P81Z,ASSISTANCE TO SENIOR CITIZENS,A,79,75,Human Services
510104695,NEWARK SENIOR CENTER INC,Jane,nsc@newarkseniorcenter.com,DE,P81Z,"THE NSC ENHANCES THE LIVES OF THE 50+ COMMUNITY BY PROVIDING RESOURCES AND OPPORTUNITIES FOR GROWTH IN BODY, MIND AND SPIRIT. THE NUTRITION AND FITNESS PROGRAMS PROVIDE OPPORTUNITIES TO IMPORVE OR MAINTAIN PHYSICAL HEALTH. A VARIETY OF EDUCATIONAL AND SOCIAL OPPORTUNITIES HELP TO STIMULATE MENTAL ACTIVITIES AND SUPPORT A GENERAL SENSE OF WELL BEING. THE TRANSPORTATION PROGRAM PROVIDES ACCESS TO EVERYTHING OFFERED BY THE CENTER FOR THE MOST FRAIL AND LEAST MOBILE OF OUR MEMBERS. THE NEW MEETING OF MINDS PROVIDES A GUIDED GROUP EXPERIENCE FOR THOSE IN THE EARLY STAGES OF MEMORY LOSS.",A,79,75,Human Services
813427481,VILLAGE OF HOPE AMERICA INC,Tyquel,hello@wearevoha.org,DE,E92,"VILLAGE OF HOPE AMERICA PROVIDES SUPPORT, RESOURCES, AND REHABILITATION TO LOW-INCOME INDIVIDUALS AND FAMILIES IN DELAWARE.",A,66,65,Health
822881997,DELAWARE PROSPERITY PARTNERSHIP INC,William,scoulby@choosedelaware.com,DE,S30,TO LEAD THE STATE OF DELAWARE'S ECONOMIC DEVELOPMENT EFFORTS.,A,25,25,Community Improvement
510372506,CHILDREN'S ADVOCACY CENTER OF DELAWARE,Krista,Abigail.Rodriguez-Stutts@cacofde.org,DE,P30,"TO REDUCE THE DEVASTATING LONG-TERM EFFECTS THAT CHILD ABUSE HAS ON CHILDREN, THEIR FAMILIES AND SOCIETY THROUGH IMMEDIATE, COORDINATED, CHILD FOCUSED SERVICES, EDUCATION, AND ADVOCACY.",A,79,75,Human Services
510285112,DELAWARE COUNCIL ON GAMBLING,Marc,DSAMH.Training@state.de.us,DE,F54Z,"TO PROVIDE THE PUBLIC WITH INFORMATION, EDUCATION, ADVOCACY AND PREVENTION SERVICES; 24-HOUR HELPLINE; TRAINING; AND OUTPATIENT TREATMENT FOR PROBLEM GAMBLERS AND THEIR FAMILIES. EMPHASIS IS ON WORKING WITH SCHOOLS AND COLLEGES, EXTENSIVE ADVERTISING, INTEGRATING WITH THE CRIMINAL JUSTICE SYSTEM, IMPLEMENTING AWARENESS PROGRAMS FOR SENIOR POPULATIONS, EDUCATING THE BUSINESS COMMUNITY AND DEVELOPING PROGRAMS FOR MULTI-CULTURAL POPULATIONS.",A,20,,Mental Health
591950683,THEATRE WINTER HAVEN INC,Marilyn,Tickets@TheatreWinterHaven.com,FL,A650,"WE INSPIRE, CHALLENGE, ENTERTAIN, AND EDUCATE OUR COMMUNITY BY CREATING EXCEPTIONAL THEATRICAL EXPERIENCES.",A,675,75,Arts & Culture
650661754,CHARLOTTE COUNTRY DAY SCHOOL INC,Brett,frontoffice@charlotteprepfl.com,FL,B21Z,"CHARLOTTE ACADEMY IS A PRIVATE, NON-SECTARIAN SCHOOL FOR STUDENTS IN PRE-K THROUGH 8TH GRADE. CHARLOTTE ACADEMY BEGINS WITH AN ENRICHING MONTESSORI PROGRAM AND TRANSITIONS INTO A CHALLENGING ACADEMIC CURRICULUM. ITS NURTURING ENVIRONMENT TEACHES RESPECT FOR SELF AND OTHERS; PAVING THE WAY FOR EXCEPTIONAL ACHIEVEMENT IN HIGH SCHOOL AND CULTIVATING LIFELONG LEARNERS AND LEADERS.",A,1200,75,Education
650464807,FAITH-HOPE-LOVE-CHARITY INC,Henry,fhlc@standown.org,FL,P20Z,"THE ORGANIZATION PROVIDES THE FOLLOWING SERVICES FOR HOMELESS UNITED STATES VETERANS: (1) TRANSITIONAL HOUSING (2) ASSISTANCE WITH FOOD AND HOUSING, AS WELL AS, EMOTIONAL AND PSYCHOLOGICAL SUPPORT AND AFTERCARE SERVICES. (3) HALFWAY HOME FOR HOMELESS VETERANS RECENTLY RELEASED FROM THE WEST PALM BEACH MEDICAL CENTER. (4) SUPPORTIVE SERVICES FOR VETERAN FAMILIES (SSVF), PROVIDING A RANGE OF SUPPORTIVE SERVICES TO ELIGIBLE VETERAN FAMILIES THAT ARE DESIGNED TO PROMOTE HOUSING STABILITY AMOUNG VERY-LOW INCOME VETERAN FAMILIES WHO RESIDE IN OR ARE TRANSITIONING TO PERMANENT HOUSING, AS WELL AS VETERANS AT RISK OF HOMELESSNESS.",A,1299,75,Human Services
237153172,ELIZABETH H FAULK FOUNDATION INC,Jonathan,center@faulkcenterforcounseling.org,FL,F320,"THE MISSION OF THE ELIZABETH H. FAULK FOUNDATION, INC. (DBA THE FAULK CENTER FOR COUNSELING) IS TO PROMOTE EMOTIONAL WELL-BEING THROUGH A VARIETY OF FREE AND LOW-COST MENTAL HEALTH PROGRAMS.",A,208,75,Mental Health
592224746,BROWARD PUBLIC LIBRARY FOUNDATION,Adelyn,KIWHITE@broward.org,FL,B71I,"TO RAISE&STEWARD PRIVATE FUNDS FOR THE ENHANCEMENT OF BROWARD COUNTY LIBRARY. THE ORGANIZATION ALSO SUPPORTS CREATIVE ADULT&CHILDREN'S LITERACY PROGRAMMING, INNOVATIVE LIBRARY INITIATIVES,&COLLECTION ENHANCEMENTS.",A,1200,75,Education
270939483,SONRISE MINISTRIES INC,Jeff,marie@SonriseMinistriesInc.org,FL,P20,TO ASSIST ORGANIZATIONS WHO ARE WORKING TO SHARE THE GOSPEL OF JESUS CHRIST AND TO HELP THOSE IN NEED.,A,1299,75,Human Services
204120218,CORAL GABLES CINEMATEQUE INC,Steven,hello@gablescinema.com,FL,A20,THE ORGANIZATION IS FOUNDED TO PRESENT AND SUPPORT THE MEDIA ARTS IN SOUTH FLORIDA WITH THE SPECIFIC PURPOSE OF DEVELOPING AND RUNNING THE CORAL GABLES ART CINEMA AS A VENUE SPECIALIZING IN PROGRAMMING HIGH QUALITY FOREIGN AND US INDEPENDENT FILMS,A,675,75,Arts & Culture
592719581,ENZIAN THEATER INC,Edye,boxoffice@enzian.org,FL,A310,"ENZIAN EXISTS TO ENTERTAIN, INSPIRE, EDUCATE AND CONNECT THE COMMUNITY THROUGH FILM. ENZIAN PRESENTS THE GLOBALLY RENOWNED ANNUAL FLORIDA FILM FESTIBAL AND OTHER CULTURAL FESTIVALS.",A,675,75,Arts & Culture
823474757,SPECIAL HEARTS FARM INC,Kathy,HomePuzzle_250x250@2x.heic,FL,P82,"THE ORGANIZATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, RELIGIOUS, EDUCATIONAL, OR SCIENTIFIC PURPOSES UNDER SECTION 501(C)3 OF THE INTERNAL REVENUE CODE OR CORRESPONDING SECTION OF ANY FUTURE TAX CODE. THE ORGANIZATION INTENDS TO CARRY OUT ITS EXEMPT PURPOSE BY SERVING INDIVIDUALS WITH DISABILITIES AND UNIQUE ABILITIES AND PROVIDING ADULT TRAINING, SUPPORTED EMPLOYMENT, AND POSSIBLE ENTREPRENEURIAL OPPORTUNITIES RELATED TO FARMING AND GARDENING EXPERIENCES.",A,1299,75,Human Services
592697223,Mercy Flight SE Inc,Steve,Info@MercyMail.org,FL,E62,"PROVIDE ACCESS FOR PEOPLE IN NEED SEEKING FREE AIR TRANSPORTATION TO SPECIALIZED HEALTH CARE FACILITIES OR DISTANT DESTINATIONS DUE TO FAMILY,COMMUNITY OR NATIONAL CRISIS",A,896,75,Health
591000186,FLORIDA 4-H CLUB FOUNDATION INC,Isacc,af697fk85qr8ucq5v3hvhmcg78@group.calendar.google.com,FL,O52Z,"FLORIDA 4-H PROVIDES EDUCATIONAL OPPORTUNITIES FOR YOUTH THROUGH LOCAL COUNTY 4-H PROGRAMS, COMMUNITY CLUBS AND GROUPS, SCHOOL-BASED ENRICHMENT AND CAMPS. THE FOUNDATION BUILDS ON THESE PROGRAMS BY DEVELOPING AND MANAGING FINANCIAL RESOURCES SUPPORTING EDUCATIONAL AND PUBLIC AWARENESS ACTIVITIES FOR FLORIDA 4-H YOUTH.",A,371,75,Youth Development
843627777,REED CHARITABLE FOUNDATION INC,Jennifer,og@reedcharitablefoundation.org,FL,B92,SEE SCHEDULE O,A,1200,75,Education
650425678,OKEECHOBEE COUNTY HEALTHOKEECHOBEE,Magi,Events@okeehealthystart.org,FL,E32Z,SEE SCHEDULE O,A,896,75,Health
650257588,KIDCO CREATIVE LEARNING INC,John,controller@kidcoedu.org,FL,P33Z,"KIDCO CREATIVE LEARNING PROVIDES CHILDCARE, EARLY EDUCATION AND SOCIAL SERVICES TO CHILDREN AND FAMILIES IN NEED. THIS IS ACCOMPLISHED THROUGH A VARIETY OF SUBSIDIZED AND PRIVATE PROGRAMS.",A,1299,75,Human Services
825396280,Inspire Preparatory Academy,Sabrina,ica@inspirecad.org,FL,B20,"At Inspire Christian Academy, we make sure each child gets the best education possible. Every year we invest intothe latest curriculums to keep our students two grade levels ahead of this in Public Schools. That is our promise to every Child and Parent that enrolls into our school.",A,1200,75,Education
593631795,LEALMAN AND ASIAN NEIGHBORHOOD,Donna,Dmcgill@lanfc.org,FL,B60,"TO DEVELOP AN ACTIVE INTEREST IN COMMUNITY AND CIVIC AFFAIRS, INSPIRE RESPECT FOR THE LAW, PROMOTE FRIENDSHIP AMONG ALL PEOPLE, ENOURAGE THE DEVELOPMENT OF YOUTH, GIVING OF ONE'S SELF IN THE SERVICE OF OTHERS TO ADVANCE THE WELL-BEING OF FAMILY, COMMUNITY AND HUMAN KIND.",A,1200,75,Education
812871377,TRANSPIRE HELP INC,Jaki,Help@TranspireHelp.org,FL,E30,"TO PROVIDE FINANCIAL ASSISTANCE IN THE COORDINATION OF CARE FOR THE LGBTQIA+ COMMUNITY IN PROVIDING HOUSING, HEALTHCARE AND OTHER NEEDED RESOURCES. TRANSPIRE HELP PROVIDES THE RESOURCES NECESSARY FOR LGBTQIA+ INDIVIDUALS TO CREATE A SOLID FOUNDATION FOR A HEALTHY AND FULFILLING LIFE.",A,896,75,Health
593496645,SMA HEALTHCARE FOUNDATION INC,Jennifer,ADAcoordinator@SMAhealthcare.org,FL,T00Z,TO FOSTER RELATIONSHIPS TO INCREASE COMMUNITY AWARENESS AND SUPPORT FOR SERVICES PROVIDED BY SMA HEALTHCARE.,A,652,75,Philanthropy
