prospect_ein,contact_email,to_email,subdomain,template_used,subject_line,from_address,status,message_id,timestamp,error
834003597,info@centennialparkmidland.org,info@centennialparkmidland.org,insights,A,Private funders for recreation in Texas,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:33:33.410197+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
721347304,office@brighterhorizon.net,office@brighterhorizon.net,mail,C,Foundation funding for Brighter Horizon of Baton Rouge,Alec Kleinman <alec@mail.thegrantscout.com>,sent,46e406ce-a883-4b60-bdc3-599d86c43097,2026-02-18T15:33:41.792833+00:00,
320283127,office@machonmaayan.org,office@machonmaayan.org,outreach,A,Private funders for international in New Jersey,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,107a90b2-e459-4615-8937-4f5fa8b6524c,2026-02-18T15:33:51.878586+00:00,
942914703,info@ceid.org,info@ceid.org,team,C,Foundation funding for Center for Early Intervention on,Alec Kleinman <alec@team.thegrantscout.com>,sent,1e35e5b2-22a0-4a48-88df-86319dc9f654,2026-02-18T15:34:03.324250+00:00,
823103233,contact@veteranadvocacy.org,contact@veteranadvocacy.org,ai,A,Private funders for philanthropy in New York,Alec Kleinman <alec@ai.thegrantscout.com>,sent,ebc866f2-97e2-4490-800f-d6d26dffdd3d,2026-02-18T15:34:12.220919+00:00,
822548805,contact@ieje.org,contact@ieje.org,connect,C,Foundation funding for M2 the Institute for Experiential,Alec Kleinman <alec@connect.thegrantscout.com>,sent,ae5108bd-3f13-46ef-9e57-696d6992a3d3,2026-02-18T15:34:21.539988+00:00,
010504257,info@mainemill.org,info@mainemill.org,contact,A,Private funders for arts and culture in Maine,Alec Kleinman <alec@contact.thegrantscout.com>,sent,717d7333-e656-480c-94ba-40fdd9fdc76e,2026-02-18T15:34:32.172765+00:00,
132915659,info@goles.org,info@goles.org,email,C,Foundation funding for Good Old Lower East Side,Alec Kleinman <alec@email.thegrantscout.com>,sent,5e723a9c-d444-4b35-939c-838fbbcfe640,2026-02-18T15:34:40.636041+00:00,
620885571,ladiesofcharityknox@locktown.org,ladiesofcharityknox@locktown.org,hello,A,Private funders for community improvement in Tennessee,Alec Kleinman <alec@hello.thegrantscout.com>,sent,04078d4d-6446-4b94-abab-1f9dc2785d3a,2026-02-18T15:34:52.343527+00:00,
223883953,info@pmaconline.org,info@pmaconline.org,info,C,Foundation funding for Portsmouth Music & Arts Center,Alec Kleinman <alec@info.thegrantscout.com>,sent,d4402094-cdbb-402d-baa9-cea70719eb6f,2026-02-18T15:35:01.910844+00:00,
250371640,info@iwlocal3.com,info@iwlocal3.com,insights,A,Private funders for employment in Pennsylvania,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:35:13.569447+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
942684774,info@sasnb.org,info@sasnb.org,mail,C,Foundation funding for Senior Advocacy Services,Alec Kleinman <alec@mail.thegrantscout.com>,sent,3d7aa642-e70f-4780-87c6-3fbd9479e3b4,2026-02-18T15:35:24.869829+00:00,
223032466,info@brookviewhouse.org,info@brookviewhouse.org,outreach,A,Private funders for human services in Massachusetts,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,c0c535b2-e858-446f-b8b1-df07bd1d6b34,2026-02-18T15:35:34.242085+00:00,
261753089,catherine@golfforeafrica.org,catherine@golfforeafrica.org,team,C,Foundation funding for Golf Fore Africa,Alec Kleinman <alec@team.thegrantscout.com>,sent,58f15ac9-7b0c-495d-836a-f2cbd77d8ed8,2026-02-18T15:35:44.915019+00:00,
621798100,info@greatkidsinc.net,info@greatkidsinc.net,ai,A,Private funders for human services in Georgia,Alec Kleinman <alec@ai.thegrantscout.com>,sent,28dd69f7-1830-4e50-a44e-95808c47632f,2026-02-18T15:35:53.360094+00:00,
030328686,bobrien@pshift.com,bobrien@pshift.com,connect,C,Foundation funding for Kingdom County Productions,Alec Kleinman <alec@connect.thegrantscout.com>,sent,8fb7fc6f-54fa-4492-9c01-cbfc1a10e134,2026-02-18T15:36:04.451625+00:00,
237091275,info@swgsb.org,info@swgsb.org,contact,A,Private funders for education in Texas,Alec Kleinman <alec@contact.thegrantscout.com>,sent,29ccb55d-36d7-47d9-8bc3-fec7cf5334aa,2026-02-18T15:36:14.045194+00:00,
311705913,Office@childlearning.org,Office@childlearning.org,email,C,Foundation funding for UCUCC Child Care Programs,Alec Kleinman <alec@email.thegrantscout.com>,sent,2e2fa145-8ae1-4a26-80a0-400c50b75399,2026-02-18T15:36:23.495164+00:00,
593675485,info@micahsplace.org,info@micahsplace.org,hello,A,Private funders for human services in Florida,Alec Kleinman <alec@hello.thegrantscout.com>,sent,df09ff64-3f9b-4595-bc24-782cca07baae,2026-02-18T15:36:32.592093+00:00,
530214281,bva@bva.org,bva@bva.org,info,C,Foundation funding for Blinded Veterans Association,Alec Kleinman <alec@info.thegrantscout.com>,sent,b51c9f62-04d5-4bcf-8e26-d675cd5e7a85,2026-02-18T15:36:43.648058+00:00,
464732782,info@discovernci.org,info@discovernci.org,insights,A,Private funders for education in Wisconsin,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:36:55.333429+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
561942537,hello@wilsonpfc.org,hello@wilsonpfc.org,mail,C,Foundation funding for Wilson County Partnership for Children,Alec Kleinman <alec@mail.thegrantscout.com>,sent,ceb27df5-a90a-49db-8aef-1d606ca63388,2026-02-18T15:37:05.865882+00:00,
311069575,boxoffice@phoenixtheatre.org,boxoffice@phoenixtheatre.org,outreach,A,Private funders for arts and culture in Indiana,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,2d059929-3069-4326-91bd-ac351d4ffdaa,2026-02-18T15:37:15.785092+00:00,
020491761,bypc@bypc.org,bypc@bypc.org,team,C,Foundation funding for The Bedford Youth Performing,Alec Kleinman <alec@team.thegrantscout.com>,sent,38b7521d-22f9-4bef-a5e5-49a7cdbab4b0,2026-02-18T15:37:27.116297+00:00,
411818525,office@lutheranpartners.org,office@lutheranpartners.org,ai,A,Private funders for international in Minnesota,Alec Kleinman <alec@ai.thegrantscout.com>,sent,4df0a114-3bc5-4f42-8148-a4a6f0b1f3fe,2026-02-18T15:37:36.964165+00:00,
593525955,talderman@icsfla.org,talderman@icsfla.org,connect,A,Private funders for education in Florida,Alec Kleinman <alec@connect.thegrantscout.com>,sent,dcd54426-b524-4fad-91c9-7cf8f163c616,2026-02-18T15:37:47.445844+00:00,
205686374,info@thebpi.org,info@thebpi.org,contact,A,Private funders for human services in Oregon,Alec Kleinman <alec@contact.thegrantscout.com>,sent,e911825b-2c07-48f9-9626-3505ed880e6b,2026-02-18T15:37:59.195251+00:00,
731116755,info@cdsaok.org,info@cdsaok.org,email,C,Foundation funding for Community Development Support Associatio,Alec Kleinman <alec@email.thegrantscout.com>,sent,3b7bdc36-60a4-44cb-b68f-2a28fa930c23,2026-02-18T15:38:07.798949+00:00,
161661375,tomsmith@outreachprogram.org,tomsmith@outreachprogram.org,hello,A,Private funders for human services in Tennessee,Alec Kleinman <alec@hello.thegrantscout.com>,sent,b6021aba-a293-40ce-99fd-63a3311841cd,2026-02-18T15:38:18.438379+00:00,
237066181,jpeters@uhms.org,jpeters@uhms.org,info,C,Foundation funding for Undersea and Hyperbaric Medical Society,Alec Kleinman <alec@info.thegrantscout.com>,sent,53a15d5f-527f-4c4c-a4b6-99f249f3e462,2026-02-18T15:38:29.227277+00:00,
956102211,info@socalrailway.org,info@socalrailway.org,insights,A,Private funders for arts and culture in California,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:38:39.754188+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
133299634,partnerships@nycpride.org,partnerships@nycpride.org,mail,A,Private funders for civil rights in New York,Alec Kleinman <alec@mail.thegrantscout.com>,sent,16c1f17b-3817-4d92-96ef-59ea24cac54c,2026-02-18T15:38:48.438746+00:00,
391987152,office@lakecountryacademy.com,office@lakecountryacademy.com,outreach,A,Private funders for education in Wisconsin,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,eca29a94-b5a5-487d-b340-8315bc222f6a,2026-02-18T15:39:00.314596+00:00,
640179401,service@navigatorcu.org,service@navigatorcu.org,team,C,Foundation funding for Navigator Credit Union,Alec Kleinman <alec@team.thegrantscout.com>,sent,5a0d5e72-e184-46c7-b535-dca5c64a66c0,2026-02-18T15:39:09.682276+00:00,
954760497,info@inclusionmatters.org,info@inclusionmatters.org,ai,A,Private funders for recreation in California,Alec Kleinman <alec@ai.thegrantscout.com>,sent,26da4acb-5370-461c-b7ef-fe3e7083501a,2026-02-18T15:39:21.007679+00:00,
222936068,businessarnoldhall@yahoo.com,businessarnoldhall@yahoo.com,connect,C,Foundation funding for Arnold Hall,Alec Kleinman <alec@connect.thegrantscout.com>,sent,8ab35750-c61d-4e0f-a0b3-14628369e125,2026-02-18T15:39:30.980572+00:00,
621861520,seeyourself@visible.edu,seeyourself@visible.edu,contact,A,Private funders for education in Tennessee,Alec Kleinman <alec@contact.thegrantscout.com>,sent,5071748c-ba94-46b9-89a7-b01136ccc3cc,2026-02-18T15:39:41.098340+00:00,
384105767,chris@kingmakersofoakland.org,chris@kingmakersofoakland.org,email,C,Foundation funding for Kingmakers of Oakland,Alec Kleinman <alec@email.thegrantscout.com>,sent,11a764be-4681-40a4-8ea9-a1748ee9a8b8,2026-02-18T15:39:50.280628+00:00,
464434734,info@boldcitychurch.com,info@boldcitychurch.com,hello,A,Private funders for religion in Florida,Alec Kleinman <alec@hello.thegrantscout.com>,sent,3600a4d7-b464-4336-a69c-211c6b992cab,2026-02-18T15:40:01.385106+00:00,
560755213,info@ncazaleafestival.org,info@ncazaleafestival.org,info,C,Foundation funding for North Carolina Azalea Festival at Wilmin,Alec Kleinman <alec@info.thegrantscout.com>,sent,97058128-a1aa-4d40-ae6a-7841ff1fa10e,2026-02-18T15:40:12.923708+00:00,
465507093,info@jfsbroward.org,info@jfsbroward.org,insights,A,Private funders for philanthropy in Florida,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:40:25.080130+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
591298067,info@hereshelpinc.com,info@hereshelpinc.com,mail,C,Foundation funding for Here's Help,Alec Kleinman <alec@mail.thegrantscout.com>,sent,8046b0d7-ff56-4f43-b477-cd2a3871485e,2026-02-18T15:40:36.574547+00:00,
540796610,info@alexandriaanimals.org,info@alexandriaanimals.org,outreach,A,Private funders for animal welfare in Virginia,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,f77c4d56-31c6-46ca-9954-130182561252,2026-02-18T15:40:46.675804+00:00,
760318872,webmaster@cisset.org,webmaster@cisset.org,team,C,Foundation funding for Communities in Schools Southeast Texas,Alec Kleinman <alec@team.thegrantscout.com>,sent,2d6ec08e-da76-4886-a913-16f0b5893566,2026-02-18T15:40:55.662662+00:00,
200110711,rmercado@nanuetsd.org,rmercado@nanuetsd.org,ai,C,Foundation funding for Nanuet Family Resource Center,Alec Kleinman <alec@ai.thegrantscout.com>,sent,0c3bd81d-260a-45a4-a6a9-d69354200be8,2026-02-18T15:41:04.804688+00:00,
201115026,info@lapazchattanooga.org,info@lapazchattanooga.org,connect,A,Private funders for human services in Tennessee,Alec Kleinman <alec@connect.thegrantscout.com>,sent,7131295f-f496-466d-a564-240e81a646c2,2026-02-18T15:41:15.069361+00:00,
912093451,admin@privettacademy.org,admin@privettacademy.org,contact,C,Foundation funding for Privett Academy,Alec Kleinman <alec@contact.thegrantscout.com>,sent,7cf24304-1eb0-43a5-820b-95f0af4702e9,2026-02-18T15:41:24.903723+00:00,
951870626,info@friendlyhousela.org,info@friendlyhousela.org,email,A,Private funders for mental health in California,Alec Kleinman <alec@email.thegrantscout.com>,sent,39c76bfe-2f6f-46f8-a67f-b7b01ffcd3dd,2026-02-18T15:41:36.679907+00:00,
136265613,INFO@IFCANY.ORG,INFO@IFCANY.ORG,hello,A,Private funders for housing in New York,Alec Kleinman <alec@hello.thegrantscout.com>,sent,7c489966-0a25-4aa3-9500-a2bbb8b3def2,2026-02-18T15:41:47.403717+00:00,
953522268,info@sdmrm.org,info@sdmrm.org,info,A,Private funders for arts and culture in California,Alec Kleinman <alec@info.thegrantscout.com>,sent,b48fe310-3d08-4901-b1b7-3959b99d7456,2026-02-18T15:41:56.891897+00:00,
650257588,controller@kidcoedu.org,controller@kidcoedu.org,insights,C,Foundation funding for Kidco Creative Learning,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:42:08.131764+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
463262048,info@thebookfairies.org,info@thebookfairies.org,mail,A,Private funders for human services in New York,Alec Kleinman <alec@mail.thegrantscout.com>,sent,21d1c082-7b30-48d9-881e-4c1e63dfd088,2026-02-18T15:42:19.126724+00:00,
943240968,ian@bifc.net,ian@bifc.net,outreach,C,Foundation funding for Bainbridge Island Youth Soccer Club,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,0a4a54de-799f-47de-aac1-0d78d8a92228,2026-02-18T15:42:28.079979+00:00,
860960036,cornerstonemissionaz@yahoo.com,cornerstonemissionaz@yahoo.com,team,A,Private funders for human services in Arizona,Alec Kleinman <alec@team.thegrantscout.com>,sent,12e9eda4-5d2f-4f2a-a5c7-a1705206ede2,2026-02-18T15:42:39.349155+00:00,
542025186,tcooper@rps.fund,tcooper@rps.fund,ai,C,Foundation funding for Richmond Public Schools Education,Alec Kleinman <alec@ai.thegrantscout.com>,sent,45fd1aad-1795-4ae3-9c20-6c543a935613,2026-02-18T15:42:47.805618+00:00,
431820641,webmaster@ashworthcorp.com,webmaster@ashworthcorp.com,connect,A,Private funders for human services in Missouri,Alec Kleinman <alec@connect.thegrantscout.com>,sent,043b2b14-d559-436c-96dd-6023c9c85172,2026-02-18T15:42:59.647715+00:00,
631143875,boxoffice@princesstheatre.org,boxoffice@princesstheatre.org,contact,C,Foundation funding for The Princess Theatre,Alec Kleinman <alec@contact.thegrantscout.com>,sent,0b0a092b-3ae0-48bf-8a5c-00c8c732eb7b,2026-02-18T15:43:09.525017+00:00,
203277048,admin@texasnp.org,admin@texasnp.org,email,A,Private funders for community improvement in Texas,Alec Kleinman <alec@email.thegrantscout.com>,sent,40c94074-6779-477f-9bfc-9c3e7b6dba9e,2026-02-18T15:43:18.980537+00:00,
454079423,isomogyi@ballandsocket.org,isomogyi@ballandsocket.org,hello,C,Foundation funding for Ball & Socket Arts,Alec Kleinman <alec@hello.thegrantscout.com>,sent,d0a2f200-14bd-4e77-b4e5-d6489ec4704b,2026-02-18T15:43:31.440111+00:00,
160849516,info@bgcbuffalo.org,info@bgcbuffalo.org,info,A,Private funders for youth development in New York,Alec Kleinman <alec@info.thegrantscout.com>,sent,b75cc0a3-f278-4aa9-aec2-91c472c2494b,2026-02-18T15:43:40.066510+00:00,
042152010,Info@WenhamMuseum.Org,Info@WenhamMuseum.Org,insights,C,Foundation funding for Wenham Historical Association & Museum,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:43:51.510980+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
592110264,mbcdc@royalamerican.com,mbcdc@royalamerican.com,mail,A,Private funders for community improvement in Florida,Alec Kleinman <alec@mail.thegrantscout.com>,sent,552813af-138b-4efb-af14-25ab01bc0706,2026-02-18T15:44:00.882323+00:00,
820372006,Help@vavmv.org,Help@vavmv.org,outreach,C,Foundation funding for Volunteers Against Violence,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,9cbd9e08-ec73-4efb-90ec-49bc5f28ea5f,2026-02-18T15:44:10.821925+00:00,
590816448,info@mhasefl.org,info@mhasefl.org,team,A,Private funders for mental health in Florida,Alec Kleinman <alec@team.thegrantscout.com>,sent,5aa29bea-ff26-4334-b818-3bfe189b1640,2026-02-18T15:44:21.464918+00:00,
203029784,info@ncartsinaction.org,info@ncartsinaction.org,ai,C,Foundation funding for North Carolina Arts in Action,Alec Kleinman <alec@ai.thegrantscout.com>,sent,9b2f4cd4-c8b9-446d-8c3c-bd51c9ce0cb3,2026-02-18T15:44:30.582005+00:00,
571029802,wordpower@dictionaryproject.org,wordpower@dictionaryproject.org,connect,A,Private funders for education in Florida,Alec Kleinman <alec@connect.thegrantscout.com>,sent,2d202650-1543-4430-8720-78148d77f23a,2026-02-18T15:44:38.866495+00:00,
201344722,sellis@shepherdscollege.edu,sellis@shepherdscollege.edu,contact,C,Foundation funding for Shepherds Foundation,Alec Kleinman <alec@contact.thegrantscout.com>,sent,8371a8d6-6028-4466-93c8-2bfb92e8e869,2026-02-18T15:44:49.894753+00:00,
824736237,info@councilgreatlakesregion.org,info@councilgreatlakesregion.org,email,A,Private funders for human services in Ohio,Alec Kleinman <alec@email.thegrantscout.com>,sent,f1bf311c-98e9-4131-b8fd-3cb1076f389e,2026-02-18T15:44:59.813070+00:00,
463280693,info@usfreedomfoundation.org,info@usfreedomfoundation.org,hello,C,Foundation funding for The Freedom Foundation,Alec Kleinman <alec@hello.thegrantscout.com>,sent,b0493592-0715-4d8a-b9a2-6cb619c0589a,2026-02-18T15:45:10.776255+00:00,
205113402,info@mlcbigsky.org,info@mlcbigsky.org,info,A,Private funders for education in Montana,Alec Kleinman <alec@info.thegrantscout.com>,sent,9183b6ba-35d4-4807-b972-36017d13189c,2026-02-18T15:45:19.271207+00:00,
510198932,smazzullo@wildmontana.org,smazzullo@wildmontana.org,insights,A,Private funders for environment in Montana,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:45:31.149626+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
561115597,debbie.sprouse@mowabc.org,debbie.sprouse@mowabc.org,mail,A,Private funders for food and agriculture in North Carolina,Alec Kleinman <alec@mail.thegrantscout.com>,sent,d5d820aa-00f5-4804-a017-f4a27a85a720,2026-02-18T15:45:41.043631+00:00,
465563874,sazevedo@hveast.com,sazevedo@hveast.com,outreach,C,Foundation funding for Happy Valley East,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,7fb0cf7d-eba6-4049-905f-6d8b471ba8b5,2026-02-18T15:45:49.656605+00:00,
473178528,info@wvd.org,info@wvd.org,team,A,Private funders for health in New York,Alec Kleinman <alec@team.thegrantscout.com>,sent,6d64cfa3-c197-4733-9175-98a9ef9b69d3,2026-02-18T15:46:00.714995+00:00,
201535497,info@spokanehope.org,info@spokanehope.org,ai,C,Foundation funding for Spokane Hearing Oral Program,Alec Kleinman <alec@ai.thegrantscout.com>,sent,7e91ddd4-173a-49e5-855d-b7a9381a0212,2026-02-18T15:46:11.594055+00:00,
262237918,info@sdcanyonlands.org,info@sdcanyonlands.org,connect,A,Private funders for environment in California,Alec Kleinman <alec@connect.thegrantscout.com>,sent,b9e2c700-13bb-4383-b324-d0e6b75459e8,2026-02-18T15:46:20.551076+00:00,
841831744,info@alaskaadoptionservices.org,info@alaskaadoptionservices.org,contact,C,Foundation funding for Alaska Adoption Services,Alec Kleinman <alec@contact.thegrantscout.com>,sent,53ef4fd1-fb06-4085-bb8b-bcb397f63b3a,2026-02-18T15:46:32.674092+00:00,
823390896,info@corazonlatino.us,info@corazonlatino.us,email,A,Private funders for public safety in District of Columbia,Alec Kleinman <alec@email.thegrantscout.com>,sent,7f9bee6d-919c-4637-9857-04b9bfdaffa0,2026-02-18T15:46:41.228680+00:00,
521918702,info@accesshousingdc.org,info@accesshousingdc.org,hello,C,Foundation funding for Access Housing DC,Alec Kleinman <alec@hello.thegrantscout.com>,sent,b0ab92ed-291c-4cb8-8bf9-f786958e0da4,2026-02-18T15:46:49.865581+00:00,
392017802,info@driftlessconservancy.org,info@driftlessconservancy.org,info,A,Private funders for environment in Wisconsin,Alec Kleinman <alec@info.thegrantscout.com>,sent,6c073baf-608e-4c8e-807e-68fc7210b676,2026-02-18T15:47:01.162728+00:00,
222481670,donna@goodnewshome.org,donna@goodnewshome.org,insights,A,Private funders for mental health in New Jersey,Alec Kleinman <alec@insights.thegrantscout.com>,error,,2026-02-18T15:47:09.782626+00:00,"The insights.thegrantscout.com domain is not verified. Please, add and verify your domain on https://resend.com/domains"
541916517,info@comfortzonecamp.org,info@comfortzonecamp.org,mail,A,Private funders for human services in Virginia,Alec Kleinman <alec@mail.thegrantscout.com>,sent,db6f0eb3-0799-4696-bf10-9b14395b8559,2026-02-18T15:47:20.317721+00:00,
830333159,mailbag@tvrcamp.org,mailbag@tvrcamp.org,outreach,C,Foundation funding for The Tvrc Education Foundation,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,71d9ea3a-a1c2-408f-b7a4-d6114a5f5ebd,2026-02-18T15:47:28.972197+00:00,
411964357,peeggert@optonline.net,peeggert@optonline.net,team,A,Private funders for health in Pennsylvania,Alec Kleinman <alec@team.thegrantscout.com>,sent,a471e22b-c992-4877-ac4c-23f0e320316b,2026-02-18T15:47:37.370294+00:00,
364532682,info@wmrmc.org,info@wmrmc.org,ai,A,Private funders for public safety in Michigan,Alec Kleinman <alec@ai.thegrantscout.com>,sent,a54fda88-50a2-460b-ae9c-6100170f6829,2026-02-18T15:47:48.257735+00:00,
680051349,secc@secctv.org,secc@secctv.org,connect,A,Private funders for public policy in California,Alec Kleinman <alec@connect.thegrantscout.com>,sent,994f26c6-4ba5-43de-99b6-2481f855da5d,2026-02-18T15:48:00.440209+00:00,
362167889,information@hopefulbeginning.org,information@hopefulbeginning.org,contact,A,Private funders for human services in Illinois,Alec Kleinman <alec@contact.thegrantscout.com>,sent,f1c8684b-86e7-4cfa-9a99-3d6a0fe4e54f,2026-02-18T15:48:09.456191+00:00,
203109098,Primary_White_Stacked_1_225x@2x.svg,Primary_White_Stacked_1_225x@2x.svg,email,A,Private funders for international in Georgia,Alec Kleinman <alec@email.thegrantscout.com>,sent,d7ebce52-4625-4ef5-afae-ff6088e5ee3e,2026-02-18T15:48:19.655414+00:00,
756061186,info@taca-arts.org,info@taca-arts.org,hello,C,Foundation funding for Taca,Alec Kleinman <alec@hello.thegrantscout.com>,sent,042b6cfb-c653-45f3-a0ba-64d6db348616,2026-02-18T15:48:28.360884+00:00,
464753139,info@unionsquarecampus.COM,info@unionsquarecampus.COM,info,A,Private funders for education in North Carolina,Alec Kleinman <alec@info.thegrantscout.com>,sent,e48c737e-f655-4de4-83a9-f8bb7a593007,2026-02-18T15:48:40.209229+00:00,
461127723,info@nflflagsd.com,info@nflflagsd.com,insights,C,Foundation funding for Nfl Flag Football San Diego,Alec Kleinman <alec@insights.thegrantscout.com>,sent,9e3e0544-25fb-4bf7-bca8-a253c4a2c844,2026-02-18T15:48:52.357225+00:00,
951727087,info@jasandiego.org,info@jasandiego.org,mail,A,Private funders for international in California,Alec Kleinman <alec@mail.thegrantscout.com>,sent,9b6cbce6-2cc8-4158-9255-daf3089d0e24,2026-02-18T15:49:02.255534+00:00,
591623437,CONTACT@LEARNING-EMPOWERED.ORG,CONTACT@LEARNING-EMPOWERED.ORG,outreach,A,Private funders for religion in Florida,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,f9fbe726-72c1-4e4b-9e0b-3d4a67120818,2026-02-18T15:49:11.644794+00:00,
942494433,info@mfm.org,info@mfm.org,team,A,Private funders for arts and culture in California,Alec Kleinman <alec@team.thegrantscout.com>,sent,46777f5e-ed45-406f-b43a-bf132a91f834,2026-02-18T15:49:22.777306+00:00,
870575845,greg@smilesforlife.org,greg@smilesforlife.org,ai,C,Foundation funding for Smiles for Life Foundation,Alec Kleinman <alec@ai.thegrantscout.com>,sent,53e85886-8c76-4866-b703-21e45186e0e8,2026-02-18T15:49:34.471341+00:00,
541175620,foundation@mecc.edu,foundation@mecc.edu,connect,A,Private funders for education in Virginia,Alec Kleinman <alec@connect.thegrantscout.com>,sent,71f06c4b-d42d-4550-926a-7e9f08b33470,2026-02-18T15:49:45.099380+00:00,
330306882,ict@ictlongbeach.org,ict@ictlongbeach.org,contact,C,Foundation funding for International City Theatre,Alec Kleinman <alec@contact.thegrantscout.com>,sent,e1c69476-617a-46ef-9ce4-8705d5d40b5e,2026-02-18T15:49:57.091556+00:00,
382125633,info@nmsas.org,info@nmsas.org,email,A,Private funders for mental health in Michigan,Alec Kleinman <alec@email.thegrantscout.com>,sent,a4a4d170-1375-4439-b805-5e763f6d50be,2026-02-18T15:50:07.207504+00:00,
541902943,info@admissions.org,info@admissions.org,hello,C,Foundation funding for Jackson Feild Homes Foundation,Alec Kleinman <alec@hello.thegrantscout.com>,sent,319f0b70-0409-446d-a7b3-34b07d7facd2,2026-02-18T15:50:16.901357+00:00,
742917851,info@firstfoundations.com,info@firstfoundations.com,info,A,Private funders for education in Texas,Alec Kleinman <alec@info.thegrantscout.com>,sent,e19dc17e-ab99-4ceb-9b3a-2fdd24d4bc91,2026-02-18T15:50:26.199490+00:00,
223126832,info@coastalkidsme.org,info@coastalkidsme.org,insights,C,Foundation funding for Coastal Kids Preschool,Alec Kleinman <alec@insights.thegrantscout.com>,sent,3481e158-eacd-439f-baf1-ae52f39ea158,2026-02-18T15:50:37.471453+00:00,
593309266,info@gnahec.org,info@gnahec.org,mail,A,Private funders for health in Florida,Alec Kleinman <alec@mail.thegrantscout.com>,sent,69e3d8e3-90f8-4f53-9fa2-756c7b7f42af,2026-02-18T15:50:49.402442+00:00,
946064356,info@sterngrove.org,info@sterngrove.org,outreach,C,Foundation funding for Stern Grove Festival Association,Alec Kleinman <alec@outreach.thegrantscout.com>,sent,be8420b2-1987-4e87-8ab0-142f479f1c34,2026-02-18T15:50:58.050095+00:00,
141338381,crandallinfo@sals.edu,crandallinfo@sals.edu,team,A,Private funders for education in New York,Alec Kleinman <alec@team.thegrantscout.com>,sent,9e416e47-6ef5-4804-8959-a547dcb046aa,2026-02-18T15:51:07.857200+00:00,
824153719,director@sharenetfoodbank.org,director@sharenetfoodbank.org,ai,C,Foundation funding for Sharenet Food Bank,Alec Kleinman <alec@ai.thegrantscout.com>,sent,7b736af3-f436-44bc-a1f5-6bfb9666d252,2026-02-18T15:51:19.068249+00:00,
630916573,info@theshoulder.org,info@theshoulder.org,connect,A,Private funders for mental health in Alabama,Alec Kleinman <alec@connect.thegrantscout.com>,sent,bb00389f-ee07-41b0-adee-71a1003d30f7,2026-02-18T15:51:28.417733+00:00,
760621817,vsuarez@crafthouston.org,vsuarez@crafthouston.org,contact,C,Foundation funding for Houston Center for Contemporary Craft,Alec Kleinman <alec@contact.thegrantscout.com>,sent,475639d2-ec56-4298-96c4-0fdd947c424b,2026-02-18T15:51:39.659716+00:00,
546039747,carol@piavadc.com,carol@piavadc.com,email,A,Private funders for community improvement in Virginia,Alec Kleinman <alec@email.thegrantscout.com>,sent,3f9f09bd-c2a9-4723-9f8f-4696a4b9c7f5,2026-02-18T15:51:48.778898+00:00,
954427386,info@venicearts.org,info@venicearts.org,hello,A,Private funders for arts and culture in California,Alec Kleinman <alec@hello.thegrantscout.com>,sent,c9501160-1c4c-4d0b-b3e8-da1a50fe1468,2026-02-18T15:51:58.752085+00:00,
591226011,info@agbmuseum.org,info@agbmuseum.org,info,A,Private funders for arts and culture in Florida,Alec Kleinman <alec@info.thegrantscout.com>,sent,66798a59-5252-4140-8dcd-5004f785b684,2026-02-18T15:52:08.950992+00:00,
843519874,Contact@GoldenStateRecup.com,Contact@GoldenStateRecup.com,insights,C,Foundation funding for Golden State Recuperative Care,Alec Kleinman <alec@insights.thegrantscout.com>,sent,718b391b-7794-4476-8bf3-243831e9f405,2026-02-18T15:52:18.249173+00:00,
