,,,,,,,,,,,,,
ein,business name,state,total assets,grantee count,cb grant count,intermediary grant count,paid officer count,phone,website,top officer name,top officer title,segment,segment priority
946079493,THE WILLIAM G GILMORE FOUNDATION,CA,"$10,624,206", 68 , 19 , -   ,0,4155616540,WWW.WILLIAMGGILMOREFOUNDATION.ORG,JIM TITUS,DIRECTOR,California CB,4
952500545,EARL B & LORAINE H MILLER FOUNDATION,CA,"$29,509,660", 60 , 21 , 3 ,1,5624934711,EANDLMILLERFDN.COM,DARICK J SIMPSON,PRESIDENT,California CB,4
416034786,DELUXE CORPORATION FOUNDATION,CA,"$20,794,039", 56 , 85 , -   ,0,6514837111,https://locators.bankofamerica.com/ca/ranchocordova/financial-centers-rancho-cordova-11167.html,BARRY C MCCARTHY,PRESIDENT,California CB,4
421444870,FRED MAYTAG FAMILY FOUNDATION,CA,"$55,471,203", 54 , 12 , -   ,0,4156733733,https://grantstation.com/grantmakers/fred-maytag-family-foundation,KENNETH P MAYTAG,PRESIDENT,California CB,4
954755672,THE RODDENBERRY FOUNDATION,CA,"$83,692,966", 54 , 123 , 6 ,2,8183827800,WWW.RODDENBERRYFOUNDATION.ORG,EUGENE RODDENBERRY,VICE PRESIDENT,California CB,4
776154307,June G Outhwaite Charitable Trust,CA,"$14,924,634", 53 , 15 , 1 ,1,8055600841,www.outhwaitefoundation.org,Kent L Englert,Trustee,California CB,4
953759369,JOHN GOGIAN FAMILY FOUNDATION,CA,"$4,888,501", 50 , 186 , 1 ,2,3103250954,WWW.GOGIANFOUNDATION.ORG,Kate Crane,Chair,California CB,4
941392803,S H COWELL FOUNDATION,CA,"$118,333,941", 48 , 31 , 4 ,1,4153970285,WWW.SHCOWELL.ORG,ANN ALPERS,PRESIDENT AND CEO,California CB,4
946073084,THE HENRY MAYO NEWHALL FOUNDATION,CA,"$33,692,557", 46 , 3 , 4 ,0,4159812966,WWW.NEWHALLFOUNDATION.ORG,ANGELICA C SIMMONS,PRESIDENT / DIRECTOR,California CB,4
731644863,WITH FOUNDATION,CA,"$14,178,996", 44 , 5 , 2 ,0,6503201715,HTTPS://WITHFOUNDATION.ORG,LYNNE O'HARA,PRESIDENT,California CB,4
956061353,THE WILLIAM C BANNERMAN FOUNDATION,CA,"$4,826,904", 44 , 4 , -   ,2,3102739933,N/A,ELLIOT PONCHICK,PRESIDENT,California CB,4
770229243,JAMES S BOWER FOUNDATION,CA,"$86,066,816", 43 , 20 , 2 ,1,8055648814,WWW.JSBOWERFOUNDATION.ORG,HARVEY BOTTELSEN,CHAIRMAN,California CB,4
262992045,BRITTINGHAM FAMILY FOUNDATION,CA,"$49,647,859", 43 , 55 , -   ,1,8054511200,WWW.BRITTINGHAMFAMILYFOUNDATION.ORG,SCOTT BRITTINGHAM,PRESIDENT,California CB,4
900653262,PHYLLIS C WATTIS FOUNDATION,CA,"$9,070,676", 43 , 57 , -   ,0,4155616540,www.phylliscwattisfoundation.org,CARLIE WILMANS,Pres/Exec Dir,California CB,4
680237238,LEO M SHORTINO FAMILY FOUNDATION,CA,"$62,845,642", 40 , 20 , -   ,2,4082756306,WWW.SHORTINO.ORG,DAVID HEIMAN,CHAIRMAN,California CB,4
386151026,BARSTOW FOUNDATION,CA,"$5,545,120", 40 , 84 , -   ,1,3303847302,https://www.thesausalitofoundation.com,DAVID O BARSTOW,CO-CHAIR,California CB,4
770444787,THE NICHOLSON FAMILY FOUNDATION,CA,"$6,765,169", 39 , 95 , -   ,0,8316622550,HTTP://THENICHOLSONFAMILYFOUNDATION.ORG/,BRUCE NICHOLSON,PRESIDENT,California CB,4
946058305,THE JOSEPH & MERCEDES MCMICKING,CA,"$15,609,066", 39 , 40 , 1 ,0,4154741784,MCMICKINGFOUNDATION.ORG,BRENT MCMICKING,PRESIDENT,California CB,4
943019660,ALLETTA MORRIS MCBEAN CHARITABLE TRUST,CA,"$20,496,407", 39 , 4 , 1 ,0,7605643000,WWW.ALLETTAMCBEANCHARITABLETRUST.ORG,DONALD CHRIST,TRUSTEE/PRES.,California CB,4
953294377,ALBERT AND ELAINE BORCHARD,CA,"$18,275,989", 38 , 36 , -   ,2,8185651020,WWW.BORCHARDFOUNDATION.ORG,EDWARD D SPURGEON,DIRECTOR/PRESIDENT,California CB,4
300527867,INTREPID PHILANTHROPY FOUNDATION,CA,"$1,967,480", 37 , 57 , -   ,0,4155430733,WWW.INTREPID-PHILANTHROPY.ORG,KAREN LESHNER,FOUNDER & PRESIDENT,California CB,4
330046140,BESS J HODGES FOUNDATION,CA,"$6,370,611", 35 , 215 , -   ,2,5629614115,https://et.cybo.com/US-biz/bess-j-hodges-foundation,JOYCE MURCHISON,TRUSTEE,California CB,4
942601172,Nancy Buck Ransom Foundation,CA,"$42,437,448", 35 , 64 , -   ,0,8313753311,www.nbrfoundation.org,Lucinda Buck Ewing,Chair,California CB,4
770559337,JW & HM GOODMAN FAMILY CHARITABLE,CA,"$8,187,448", 33 , 28 , 1 ,0,5037501814,www.goodmanfamilyfoundation.org,JOSEPH W GOODMAN,"PRESIDENT, BOARD CHAIR",California CB,4
953519577,TOWBES FOUNDATION,CA,"$50,434,397", 33 , 33 , -   ,1,8056904603,TOWBESFOUNDATION.ORG,SHERIDAH GERARD,Director,California CB,4
954856207,DURFEE FOUNDATION,CA,"$56,135,321", 32 , 6 , -   ,1,3108995120,HTTPS://DURFEE.ORG/,CAROLINE D AVERY,PRESIDENT,California CB,4
461015108,THE MEREDITH AND ROSEMARY WILLSON CHARIT,CA,"$79,920,494", 32 , 38 , -   ,1,3102745854,MUSICMANFOUNDATION.ORG,TOM CAMP,PRESIDENT/DIRECTOR,California CB,4
822797338,PD Jackson Family Foundation,CA,"$8,317,404", 30 , 59 , -   ,0,5108414025,https://pdjff.org,PHILIP D JACKSON,PRESIDENT/DIRECTOR,California CB,4
952114455,ANN PEPPERS FOUNDATION,CA,"$42,771,908", 30 , 44 , -   ,1,6264415188,N/A,PHILIP A SWAN,PRESIDENT/DIRECTOR,California CB,4
203644356,The Sam Mazza Foundation,CA,"$21,536,520", 29 , 8 , 4 ,1,6503550272,www.sammazzafoundation.org,Jeanette Cool,Exec Dir,California CB,4
951661675,PFAFFINGER FOUNDATION,CA,"$89,100,108", 29 , 62 , -   ,0,2136807460,HTTPS://PFOUNDATION.ORG/,KARLENE W GOLLER,DIRECTOR,California CB,4
953203014,WAYNE AND GLADYS VALLEY FOUNDATION,CA,"$254,892,895", 29 , 4 , -   ,1,5104666060,N/A,TAMARA A VALLEY,CHAIR/PRESIDENT,California CB,4
821511283,CARESTAR FOUNDATION,CA,"$62,671,015", 29 , 15 , -   ,4,5107106799,WWW.CARESTARFOUNDATION.ORG,TANIR AMI,CEO,California CB,4
680168017,SIMPSON PSB FUND,CA,"$137,487,321", 28 , 5 , 1 ,0,9252546358,N/A,S SIMPSON,PRESIDENT/CHAIR OF THE BOARD,California CB,4
462796479,THE WILHELM FAMILY FOUNDATION,CA,"$1,597,448", 27 , 15 , -   ,1,4158284086,wilhelmfamilyfoundation.org,CASCADE WILHELM,CEO,California CB,4
870788291,THE BRIDGET ROSE FOUNDATION INC,CA,"$17,903,244", 25 , 55 , -   ,0,8587560735,bridgetrosefoundation.org,LAUREL A MCCRINK,PRES / SEC,California CB,4
262667384,BCM Foundation,CA,"$53,348,657", 24 , 12 , -   ,1,5626960338,https://www.whittier.edu/news/04-14-15-0,James D Shepard,Trustee,California CB,4
200083112,RORIPAUGH FAMILY FOUNDATION,CA,"$2,239,857", 23 , 29 , -   ,0,8779686328,HTTPS://RORIPAUGHFOUNDATION.ORG/,JIM MARSH,"DIRECTOR, PRESIDENT",California CB,4
912172351,DRAPER RICHARDS KAPLAN FOUNDATION,CA,"$48,438,455", 23 , 44 , -   ,8,6503197808,WWW.DRKFOUNDATION.ORG,JAMES M BILDNER,CEO & BOARD MEMBER,California CB,4
050620063,CHARTER FUND INC,CO,"$676,412,713", 237 , -   , -   ,2,3032178090,CHARTERGROWTHFUND.ORG,KEVIN HALL,CEO,Education Specialists,5
136015562,LOUIS CALDER FOUNDATION,CO,"$194,177,460", 44 , 5 , -   ,2,7209439865,HTTP://WWW.LOUISCALDERFDN.ORG/,M ALEXANDER CALDER,TRUSTEE/EXECUTIVE DIRECTOR,Education Specialists,5
316442501,RUTH M HUGHES SCHOLARSHIP TRUST,OH,"$5,289,410", 43 , 1 , -   ,1,3304381180,https://www.mccf.org/Scholarship-Central/Scholarship-Information/58/Ruth-M-Hughes-Educational-Trust,HUNTINGTON NATIONAL BANK,TRUSTEE,Education Specialists,5
316103083,VERNA M GRIFFEE TRUST,OH,"$932,428", 29 , -   , -   ,1,7405886734,,HUNTINGTON NATIONAL BANK,TRUSTEE,Education Specialists,5
222709285,Ricker College Scholarship,ME,"$4,526,514", 27 , -   , -   ,1,2075324475,www.rickerscholarship.com,Gary Bossie,Executive Director,Education Specialists,5
911770168,EDWARD L SCHWAB MEMORIAL FOUNDATION,SD,"$1,716,913", 27 , -   , -   ,0,6052255611,N/A,KEVIN WEGEHAUPT,PRESIDENT,Education Specialists,5
066034840,The Jane Coffin Childs Memorial Fund for,CT,"$60,655,406", 26 , -   , -   ,0,2037854612,jccfund.org,John D Childs,Chairman,Education Specialists,5
237678037,HERMANCE A D TW SCHOLARSHIPS,NY,"$1,182,587", 21 , -   , -   ,0,5703272992,https://www.grantable.co/search/funders/profile/hermance-a-d-tw-scholarships-us-foundation-237678037,,,Education Specialists,5
316334477,BERNARD-WENTZ SCHOLARSHIP FUND,OH,"$1,395,120", 20 , 5 , -   ,1,6143319046,https://scholarshiproar.com,HUNTINGTON NATIONAL BANK,TRUSTEE,Education Specialists,5
016007570,FREDERIC E SKILLINGS TRUST UW,OH,"$376,534", 20 , -   , -   ,1,2168134618,https://thedeltaexecutor.org,KEYBANK NA,TRUSTEE,Education Specialists,5
042866532,DARTHEA MORROW TUA,TX,"$1,135,071", 20 , -   , -   ,1,8888663275,https://24timezones.com/mapa/usa/tx_dallas/dallas.php,BANK OF AMERICA,TRUSTEE,Education Specialists,5
426120024,PAUL & MARY COLLINS TRUST,WI,"$853,409", 20 , -   , -   ,1,7123252842,https://giffcollinslaw.com/what-are-the-pros-and-cons-of-wisconsin-irrevocable-trusts,U S BANK N A,TRUSTEE,Education Specialists,5
061475682,BOB'S DISCOUNT FURNITURE CHARITABLE,CT,"$70,295", 325 , -   , -   ,0,8604741266,WWW.MYBOBS.COM/CHARITY,ROBERT KAUFMAN,PRESIDENT & DIRECTOR,Random Baseline,6
311550874,THE WM M & A CAFARO FAMILY FOUNDATION,OH,"$24,528,456", 231 , -   , -   ,0,3307472661,https://www.cafarocompany.com/about/cafaro-foundation,ANTHONY M CAFARO,TRUSTEE,Random Baseline,6
166051394,CORNING INCORPORATED FOUNDATION,NY,"$1,179,533", 230 , -   , 2 ,0,6079743719,HTTP://CORNINGFOUNDATION.ORG,LEWIS A STEVERSON,TRUSTEE,Random Baseline,6
300222364,PEOPLES BANK FOUNDATION,OH,"$1,603,253", 215 , 1 , 1 ,0,7403746172,https://www.peoplesbancorp.com/about-us/commitment-to-communities/peoples-bank-foundation,GEORGE BROUGHTON,DIRECTOR,Random Baseline,6
521231953,T ROWE PRICE FOUNDATION INC,MD,"$96,431,421", 190 , -   , -   ,1,4103453603,https://www.marylandphilanthropy.org/redhen/org/4446,JOHN BROTHERS,PRESIDENT,Random Baseline,6
526038382,The Jacob and Hilda Blaustein,MD,"$122,173,583", 113 , 1 , 4 ,1,4103477201,www.blaufund.org,Michael J Hirschhorn,President & Director,Random Baseline,6
391540933,US VENTURESCHMIDT FAMILY FOUNDATION,WI,"$6,140,245", 110 , -   , -   ,0,9208318818,WWW.USVENTURE.COM/GIVING-BACK/,AMBER SIMONDS,PRESIDENT,Random Baseline,6
330489905,CATALINA MARKETING CHARITABLE FOUNDATION,FL,"$1,490,753", 103 , -   , -   ,0,7875795000,https://www.allbiz.com/business/catalina-marketing-charitable-fdn_17-727-579-5000,David Glogoff,Chairman,Random Baseline,6
814680770,MAKING A DIFFERENCE FOUNDATION,UT,"$4,893,874", 103 , -   , 5 ,0,8019303000,MAKINGADIFFERENCEFDN.ORG,KEVIN RICKLEFS,PRESIDENT,Random Baseline,6
136117501,THE HUISKING FOUNDATION INC,NC,"$34,120,853", 99 , 188 , 4 ,1,9194262665,HUISKINGFOUNDATION.ORG,FRANK R HUISKING,TREASURER/DIRECTOR,Random Baseline,6
742952010,THE WILSON SEXTON FOUNDATION,TX,"$3,310,900", 95 , -   , 5 ,1,9859660239,N/A,WILSON B SEXTON SR,Director,Random Baseline,6
463022974,THE GOIZUETA FOUNDATION INC,GA,"$423,613,085", 89 , -   , -   ,0,4042390390,WWW.GOIZUETAFOUNDATION.ORG,ROBERTO S GOIZUETA,BOARD MEMBER,Random Baseline,6
346520254,TIMKEN FOUNDATION OF CANTON,OH,"$147,282,142", 74 , 2 , 1 ,1,3304521144,https://www.walsh.edu/alum/donor-stories/the-timken-foundation-of-canton.html,WARD J TIMKEN,PRESIDENT/TRUSTEE,Random Baseline,6
956062058,BULL HENRY W FOUNDATION,WI,"$5,200,843", 73 , 74 , -   ,2,8584100986,,WALTER LOSTER,CO-TRUSTEE,Random Baseline,6
721370746,MISSISSIPPI POWER FOUNDATION INC,MS,"$41,453,906", 72 , -   , 3 ,0,2288641211,N/A,TOMMY MURPHY,BOARD MEMBER,Random Baseline,6
306136901,Richard L and Diane M Block Foundation,DE,"$33,427,001", 71 , 7 , 1 ,1,8008391754,https://richardlanddianemblockfoundation.org,Debbie Bellange,"Trustee, Treas, Chair",Random Baseline,6
610724060,JAMES GRAHAM BROWN FOUNDATION INC,KY,"$366,389,366", 70 , 4 , 2 ,1,5028962440,JGBF.ORG,STEPHEN CAMPBELL,CHAIRMAN,Random Baseline,6
953607882,CS FUND,CA,"$6,810,159", 69 , 2 , -   ,0,7078742942,WWW.CSFUND.ORG,MARYANNE MOTT,TRUSTEE,Random Baseline,6
366071402,The Albert Pick Jr Fund,IL,"$20,652,137", 69 , 20 , 3 ,0,3122361192,www.albertpickjrfund.org,Shelley A Davis,President/Director,Random Baseline,6
566022339,THE DICKSON FOUNDATION INC,NC,"$61,712,107", 68 , -   , -   ,0,7043725404,N/A,R STUART DICKSON,"DIRECTOR, CHAIRMAN & PRESIDENT",Random Baseline,6
586045056,THE SARTAIN LANIER FAMILY FOUNDATION INC,GA,"$103,863,213", 67 , -   , -   ,2,4045641259,HTTP://WWW.LANIERFAMILYFOUNDATION.ORG,J HICKS LANIER,TRUSTEE & CHAIR,Random Baseline,6
561282417,GEORGE FOUNDATION INC,NC,"$18,177,873", 66 , -   , -   ,0,8287254479,N/A,BOYD L GEORGE,CHAIRMAN,Random Baseline,6
916528752,KORUM FOR KIDS FOUNDATION,WA,"$27,608,382", 63 , 2 , 2 ,0,2538456600,WWW.KORUMFORKIDS.ORG,JERRY KORUM,TRUSTEE,Random Baseline,6
475039080,PIONEER BANK CHARITABLE FOUNDATION,NY,"$5,517,452", 61 , -   , -   ,0,5187303000,https://pioneerfoundationalbany.com,THOMAS L AMELL,CO-CHAIRPERSON,Random Baseline,6
042121342,METROWEST HEALTH FOUNDATION INC,MA,"$125,787,047", 58 , -   , 7 ,2,5088797625,WWW.MWHEALTH.ORG,MARTIN COHEN,PRESIDENT/ CEO,Random Baseline,6
621603398,TUCKER FOUNDATION,TN,"$65,606,368", 57 , -   , 2 ,0,4237561202,HTTPS://THETUCKERFOUNDATION.ORG/,PAMELA K CUZZORT,SECRETARY/TREASURER,Random Baseline,6
016009341,THE GREENE-MILSTEIN FAMILY FOUNDATION,NY,"$3,159,942", 55 , -   , -   ,0,6073519938,https://upstategiving.com/greene-milstein-family-foundation,ANDREW E MILSTEIN,Trustee,Random Baseline,6
431889980,SURENDRA AND KAREN GUPTA ARC FOUNDATION,MO,"$2,097,006", 54 , -   , 1 ,0,3148781220,WWW.GAEAFOUNDATION.ORG,KAREN GUPTA,PRESIDENT,Random Baseline,6
046111826,GARDINER HOWLAND SHAW FOUNDATION,MA,"$12,648,369", 52 , -   , 7 ,1,6175231635,WWW.SHAWFOUNDATION.ORG,THOMAS E COURY,EXECUTIVE DIRECTOR,Random Baseline,6
223052390,ANDERSON-ROGERS FOUNDATION INC,NY,"$19,335,180", 52 , -   , 1 ,0,9145026250,WWW.ANDERSONROGERSFOUNDATION.ORG,SARAH ANDERSON POPE,"PRES,TREASURER",Random Baseline,6
841090907,ROBERT HOAG RAWLINGS FOUNDATION,CO,"$28,417,888", 52 , 4 , 3 ,0,7195442566,RAWLINGSFOUNDATION.COM,JANE RAWLINGS,PRESIDENT,Random Baseline,6
346890256,GLENN R & ALICE V BOGGESS MEMORIAL,OH,"$1,959,895", 51 , 114 , -   ,1,3303847301,https://www.summithistory.org/our-funders,HUNTINGTON NATIONAL BANK,TRUSTEE,Random Baseline,6
366054815,CHAUNCEY AND MARION D MCCORMICK,IL,"$109,513,641", 51 , -   , -   ,0,3126446720,https://www.bizapedia.com/il/chauncey-and-marion-d-mccormick-family-foundation.html,HILARY H MCCUTCHEON,TRUSTEE/CHAIR,Random Baseline,6
366046399,RALPH J BAUDHUIN FOUNDATION,IL,"$5,638,140", 50 , -   , -   ,0,8156218272,https://www.ralphjbaudhuinfoundation.com/new-page,PAUL BAUDHUIN,TRUSTEE,Random Baseline,6
251711993,DAVID S SHAPIRA FOUNDATION,PA,"$2,842,045", 48 , 63 , -   ,0,4123368820,SHAPIRAFDN.ORG,DAVID S SHAPIRA,CHAIRMAN,Random Baseline,6
346519863,ELIZABETH RING MATHER,OH,"$19,344,788", 48 , 145 , -   ,0,2166964200,https://grantstation.com/grantmakers/elizabeth-ring-mather-and-william,CORNELIA I HALLINAN,PRESIDENT,Random Baseline,6
311613890,THEODORE R AND VIVIAN M,FL,"$200,748,741", 47 , -   , -   ,1,5616592005,WWW.JSF.BZ,RICHARD KRAUSE,CFO,Random Baseline,6
474003028,C AND A JOHNSON FAMILY FOUNDATION,FL,"$10,987,328", 47 , -   , -   ,0,6503123056,https://www.buzzfile.com/business/C-and-A-Johnson-Family-Foundation-858-449-0733,CHARLES B JOHNSON,TREASURER & CHAIRMAN / DIRECTOR,Random Baseline,6
256018931,BITNER H M & EVELYN-CHAR TR,PA,"$1,683,977", 47 , 128 , -   ,1,4122341634,https://www.charuel.ru,JOHN BITNER,CO-TRUSTEE,Random Baseline,6
356691822,THE PALMER FAMILY FOUNDATION,IN,"$4,809,819", 46 , -   , -   ,0,3175900159,https://www.palmerfamilyfoundation.com,DONALD PALMER,DIRECTOR,Random Baseline,6
742131195,MARCIA & OTTO KOEHLER FOUNDATION,TX,"$8,339,681", 45 , -   , -   ,2,8888663275,NONE,BANK OF AMERICA,TRUSTEE,Random Baseline,6
382208833,DEROY TESTAMENTARY FOUNDATION,MI,"$40,960,231", 44 , -   , -   ,2,2488270920,DEROYFOUNDATION.ORG,JULIE RODECKER,"PRESIDENT, TRUSTEE",Random Baseline,6
870560044,KENNECOTT UTAH COPPER VISITORS,UT,"$1,671,039", 44 , -   , -   ,0,,N/A,MATT TOBEY,PRESIDENT,Random Baseline,6
736095407,WEGENER FOUNDATION INC,OK,"$7,526,827", 43 , 9 , -   ,2,4052358455,HTTPS://FMIOKC.COM/CLIENTS/WEGENER-FOUNDATION/,JEFF WEGENER,PRESIDENT,Random Baseline,6
626073456,The Nancy & Victor S Johnson Jr Foundation Inc,TN,"$3,321,114", 43 , -   , -   ,0,6152979596,NONE,Victor S Johnson III,Director,Random Baseline,6
823743492,IKE NIZAM FOUNDATION INC,TN,"$13,952,881", 41 , -   , -   ,1,6022671111,N/A,LAURIE FELLER,PRESIDENT / DIRECTOR,Random Baseline,6
256041850,ARTHUR VINING DAVIS FOUNDATION #2,PA,"$109,315,680", 39 , 37 , -   ,1,4122340023,www.avdf.org,JH Dow Davis,Chairman,Random Baseline,6
911491438,VISTA HERMOSA FOUNDATION,WA,"$164,817,667", 39 , 3 , 4 ,0,5095465999,WWW.BROETJEFAMILYTRUST.ORG,CHERYL BROETJE,PRESIDENT,Random Baseline,6
916072527,WM KILWORTH FDN TW,OH,"$5,008,447", 38 , 77 , -   ,1,2533052710,,KEYBANK NATIONAL ASSOCIATION,TRUSTEE,Random Baseline,6
516015638,CRESTLEA FOUNDATION INC,DE,"$20,663,449", 38 , 4 , 1 ,1,3026838245,WWW.CRESTLEA.ORG,E BRADFORD DU PONT JR,PRESIDENT,Random Baseline,6
046061028,TR UW HELEN F KIMBALL-THE MOSES KIMBALL,MA,"$2,621,291", 38 , 8 , 13 ,1,6175236531,MOSESKIMBALLFUND.ORG,C-F DAVID BOIT,TRUSTEE,Random Baseline,6
383047073,HELEN L KAY CHARITABLE TRUST,MI,"$5,376,035", 38 , -   , -   ,1,3132229363,https://michiganchronicle.com/detroit-lions-tata-technologies-launch-stem-programs-in-2-detroit-schools,COMERICA BANK,TRUSTEE,Random Baseline,6
841937657,KLEM FAMILY FOUNDATION INC,NY,"$1,433,928", 37 , -   , -   ,0,9142739512,N/A,JOHN J KLEM,PRESIDENT & DIRECTOR,Random Baseline,6
832495796,Torrington Savings Foundation,DE,"$1,229,918", 37 , -   , 1 ,0,8008391754,,Edwin G Booth Jr,"Dir, Pres",Random Baseline,6
311518708,THE BARR FOUNDATION,VA,"$4,159,167", 36 , -   , -   ,0,7576270291,https://www.barrfoundation.org/arts-creativity/strategy/advocating-for-arts,CLAY H BARR,PRESIDENT/DIRECTOR,Random Baseline,6
873928548,JD NELSON AND DEBRA NELSON CHARITABLE FOUNDATION,IA,"$8,081,240", 36 , -   , -   ,1,6413572121,N/A,ANDREW NELSON,PRESIDENT,Random Baseline,6
383599649,RUTH R GREENBERG FAMILY FOUNDATION,NJ,"$73,783", 35 , -   , -   ,1,2017553716,https://www.buzzfile.com/business/Ruth-R-Greenberg-Family-Foundation-201-862-9640,JOSEPH GREENBERG,DIRECTOR,Random Baseline,6
756067600,BARBER FOUNDATION,TX,"$2,532,874", 35 , -   , -   ,0,3256605660,N/A,LEE A HAMPTON,PRESIDENT,Random Baseline,6
421280907,Bertha Stebens Charitable Foundation,DE,"$3,307,940", 35 , -   , 4 ,0,8008391754,https://www.grantable.co/search/funders/profile/bertha-stebens-charitable-foundation-us-foundation-421280907,Todd Blodgett,Dir,Random Baseline,6
721363024,BUTLER SNOW O'MARA STEVENS & CANNADA,MS,"$973,751", 34 , 1 , 1 ,0,6019485711,N/A,ASHLEY WICKS,DIRECTOR,Random Baseline,6
223628310,THE GLEASON FAMILY FOUNDATION INC,SC,"$1,051,381", 33 , -   , -   ,0,8438423775,https://truthout.org/articles/millionaires-are-funding-national-school-choice-week-to-attack-public-schools,LENORE GLEASON,TRUSTEE,Random Baseline,6
046470890,THE FLETCHER FOUNDATION,MA,"$34,317,301", 33 , 1 , -   ,0,5084598000,https://thefletcherfoundation.org,ALLEN W FLETCHER,TRUSTEE/CHAI,Random Baseline,6
263881101,MANN FAMILY FOUNDATION,KS,"$4,492,522", 32 , -   , -   ,1,3163517500,https://grantfrog.com/funders/mann-family-foundation-263881101,RONALD D MANN,TRUSTEE,Random Baseline,6
396777005,TIKVAH CHARITABLE TRUST,WI,"$104,192", 31 , -   , -   ,0,9202614469,https://tikvah.org,BRUCE J LOEB,TRUSTEE,Random Baseline,6
480979412,BREIDENTHAL-SNYDER FOUNDATION INC,KS,"$4,025,472", 30 , -   , -   ,0,9136425134,https://www.grantable.co/search/funders/profile/breidenthal-snyder-foundation-inc-us-foundation-480979412,WILLARD B SNYDER,President,Random Baseline,6
310981683,THE BUTLER FOUNDATION,KY,"$13,471,508", 30 , 23 , -   ,0,8592925534,BUTLERFOUNDATIONNKY.ORG,MARTY BUTLER,CHAIR,Random Baseline,6
916087669,FALES FOUNDATION TRUST,WI,"$4,827,060", 30 , 1 , -   ,2,2063408044,,MUFG UNION BANK N A,TRUSTEE,Random Baseline,6
356381471,ZOLLNER FOUNDATION,NV,"$9,132,933", 29 , 65 , -   ,1,8887304933,https://www.worldtimeserver.com/current_time_in_US-NV.aspx?city=Las_Vegas,WELLS FARGO BANK N A,TRUSTEE,Random Baseline,6
271371242,THE MANAAKI FOUNDATION,IL,"$21,474,529", 29 , -   , -   ,2,8668885157,https://www.nzscholarships.govt.nz,SUSAN CROTHERS GEE,"DIRECTOR, PRESIDENT OF THE BOARD",Random Baseline,6
237318041,EDYTH BUSH CHARITABLE FOUNDATION INC,FL,"$83,978,453", 29 , -   , -   ,2,4076474322,WWW.EDYTHBUSH.ORG,RICHARD J WALSH,DIRECTOR/CHAIRMAN,Random Baseline,6
454293819,THE SEYMOUR FOX MEMORIAL,NY,"$9,926,258", 28 , -   , 2 ,0,5183200970,SEYMOURFOXFOUNDATION.ORG,BONNIE P CHAVIN,PRESIDENT AND CFO,Random Baseline,6
542048512,GUPTA FAMILY FOUNDATION,VA,"$10,657,310", 28 , -   , 4 ,0,7037093000,WWW.GUPTAFAMILYFOUNDATION.ORG,SHASHIKANT GUPTA,DIRECTOR,Random Baseline,6
043042476,RALPH & HELEN KELLEY FDN,TX,"$13,765,513", 28 , -   , -   ,2,8888663275,https://eintaxid.com/company/043042476-ralph-helen-b-kelley-foundation-dtd-062283,BANK OF AMERICA N A,TRUSTEE,Random Baseline,6
046036092,THEODORE EDSON PARKER FOUNDATION,MA,"$32,196,958", 27 , 8 , -   ,1,6173140417,PARKERFOUNDATIONLOWELL.ORG,KAREN CARPENTER,"PRESIDENT, D",Random Baseline,6
831952912,FRAZIER FAMILY FOUNDATION INC,TX,"$9,844,357", 27 , 5 , -   ,1,3613392063,WWW.FRAZIERFF.ORG,WARREN LYNN FRAZIER,PRESIDENT,Random Baseline,6
352338463,HIDDEN LEAF FOUNDATION,CA,"$55,886,588", 27 , -   , -   ,0,5108598058,WWW.HIDDENLEAF.ORG,KAREN BROWN,PRESIDENT,Random Baseline,6
816075761,Charles M Bair Family Trust,MT,"$33,313,114", 26 , -   , -   ,0,4066578139,www.charlesmbairtrusts.org,Gerry Fagan Moulton Bellingham,Chairman,Random Baseline,6
330833479,GOCHNAUER FAMILY FOUNDATION,CA,"$4,136,819", 26 , -   , -   ,0,9497529000,HTTP://WWW.GOCHNAUER.ORG,RICHARD W GOCHNAUER,PRESIDENT,Random Baseline,6
452596526,ROSS AND PATTY MCCALLISTER FOUNDATION,AZ,"$369,326", 26 , -   , -   ,0,4809985400,NONE,ROSS MCCALLISTER,DIRECTOR/PRESIDENT/TREASURER,Random Baseline,6
330785572,THE FOUNDATION FOR SUSTAINABILITY,CA,"$3,712,668", 25 , -   , 4 ,0,9494972218,https://fsifoundation.com,RONALD H CHILCOTE,DIRECTOR,Random Baseline,6
813141868,MILLSDAVIS FOUNDATION,MN,"$11,315,412", 25 , 2 , 1 ,0,6512280935,N/A,JOHN L DAVIS,PRESIDENT/DIRECTOR,Random Baseline,6
597246019,ETHEL FRENDS CHARITABLE FOUNDATION,TX,"$3,488,956", 24 , -   , -   ,2,8888663275,NONE,BANK OF AMERICA,TRUSTEE,Random Baseline,6
133673826,HERMIONE FOUNDATION,NY,"$3,108,960", 24 , -   , -   ,0,2124769175,https://patronview.com/institutions/new-york-philharmonic,LAURA J SLOATE,PRESIDENT,Random Baseline,6
470825494,HERBERT T WESTON JR AND,NE,"$10,802,240", 24 , -   , -   ,0,4024799300,https://www.westonfoundationne.org,Katharine W Cohen,President,Random Baseline,6
026005885,THE BARKER FOUNDATION INC,NH,"$759,329", 24 , -   , -   ,0,6038891763,https://thebarkerfoundation.net/foundation-grants-process,SUSAN B MORAN,PRESIDENT & TRUSTEE,Random Baseline,6
