ein,org name,state,city,zip,ntee code,sector,form type,tax year,total revenue,total expenses,total assets,contributions grants,program service revenue,grant dependency pct,employee count,volunteer count,num foundation grants,num unique funders,total foundation grant amount,most recent grant year,revenue band,grant dep band,yoy revenue growth,icp score,priority tier,website,mission statement,reach employees 1 10,reach revenue 1m 2m,reach form 990,reach sector e p,reach grant dep 75,reach more employees than volunteers,reach all flags,capacity grant date,capacity grant amount,capacity grant funder ein,capacity grant funder name,capacity grant pct of revenue,received capacity grant,has concrete mission,fundraising likelihood score,likely active fundraiser,fiscal year end soon,has biz dev staff,new to foundations,shares funder with beta,phone
862157002,NORTH STAR PROSPERITY,MN,ST PAUL,55104,P20,P,990,2023,1429675,1482090,291621,1429675,0,100,2,4,0,0,0,,$1M-$2M,90-100%,-72.2,10,1,WWW.NORTHSTARPROSPERITY.ORG,THE MISSION OF NORTH STAR PROSPERITY IS TO EXPAND OPPORTUNITIES FOR MINNESOTANS AND ENSURE EVERYONE IN OUR STATE HAS THE ABILITY TO LIVE A HAPPY AND PRODUCTIVE LIFE.,1,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,6128873033
463280693,The Freedom Foundation,IA,Cedar Rapids,52402,P50,P,990,2024,1429425,287551,2232232,1425842,0,99.75,3,234,1,1,512,2022,$1M-$2M,90-100%,167.9,10,1,www.usfreedomfoundation.org,"The Freedom Foundation serves many needs of active duty, reserve and honorably discharged military veterans. We provide a place for veterans to interact with fellow veterans and share in the camaraderie that they have shared while proudly serving our country. We diligently work within our organization and other organizatins to assist veterans with lodging, food, transportation, financial and physical/mental medical assistance. Our center provides a resource center and guidance to navigate the best path for our individuals' needs. We strive to create close interpersonal relationships and an emotional safety net with all of our veterans.",1,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,3198262010
866057789,ASSISTANCE LEAGUE OF TUCSON INC,AZ,TUCSON,85712,P44Z,P,990,2023,1428549,1224005,3221482,1384841,0,96.94,3,375,0,0,0,,$1M-$2M,90-100%,10.1,10,1,ALTUCSON.ORG,VOLUNTEERS WORKING IN THE TUCSON COMMUNITY TO HELP THOSE IN NEED.,1,1,1,1,1,0,0,,,,,,0,0,0,0,0,yes,1,0,5203268452
271612404,JUVENTUD EN CAMINO ASSOCIATION,TN,BRENTWOOD,37024,P20,P,990,2023,1428510,887346,757264,1185867,151316,83.01,1,200,3,2,18275,2023,$1M-$2M,75-90%,,10,1,WWW.JOVENESENCAMINO.ORG,"TO PROMOTE AND SUPPORT SPIRITUALLY HEALTY LIVING AND EDUCATIONALOPPORTUNITIES TO DISADVANTAGED YOUTHS IN HONDURAS BY PROVIDINGHUMANITARIAN, MEDICAL, NUTRITIONAL, EMOTIONAL AND HOUSING ASSISTANCE TO THEYOUTH AND THEIR CARE PROVIDERS IN A SAFE, HEALTHY, AND WHOLESOMEENVIRONMENT.",1,1,1,1,1,0,0,12/31/2022,1275,131340512,EQUITABLE FOUNDATION INC,0.1,1,0,0,0,1,no,0,0,9368706499
461252372,TRANSPLANT LIFE FOUNDATION,MI,GRAND RAPIDS,49546,E60,E,990,2023,1428130,1219133,234894,1426119,2011,99.86,0,,2,1,26041,2023,$1M-$2M,90-100%,85.9,10,1,WWW.TRANSPLANTLIFEFOUNDATION.ORG,"THE TRANSPLANT LIFE FOUNDATION SUPPORTS AND PROVIDES OPPORTUNITIES FOR AND RAISES AWARENESS OF INDIVIDUALS WHO HAVE UNDERGONE LIFE-SAVING TRANSPLANT SURGERIES, OR ARE ORGAN DONORS, AND THEIR FAMILIES. THE TRANSPLANT GAMES HIGHLIGHT THE CRITICAL IMPORTANCE OF ORGAN, EYE AND TISSUE DONATIONS, WHILE CELEBRATING THE LIVES OF DONORS AND RECIPIENTS.",0,1,1,1,1,0,0,12/31/2019,10000,222497895,THE MCJ AMELIOR FOUNDATION,0.7,1,0,0,0,1,no,0,0,6163562331
391964780,MIDWEST THERAPEUTIC RIDING PROGRAM INC,WI,Somers,53171,E50,E,990,2024,1425105,125591,1399282,1357003,64466,95.22,1,10,2,1,2000,2022,$1M-$2M,90-100%,972.4,10,1,,"Provide Therapeutic Horseback Riding for Children with Physical, Cognitive, and/or Emotional Disabilities.",1,1,1,1,1,0,0,12/31/2022,1000,391410323,EC STYBERG FOUNDATION INC,0.1,1,0,0,0,1,no,0,0,2628592240
237241906,THE JACOBUS TENBROEK MEMORIAL FUND,MD,BALTIMORE,21230,P860,P,990,2023,1421937,1613334,20580021,1105146,0,77.72,0,0,0,0,0,,$1M-$2M,75-90%,95.5,10,1,N/A,INTEGRATING THE BLIND INTO SOCIETY.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,4106599316
300185280,MOTHERS IN CHARGE,PA,Philadelphia,19123,P62,P,990,2023,1421450,1070813,463078,1421450,0,100,1,11,2,1,2000,2023,$1M-$2M,90-100%,,10,1,WWW.MOTHERSINCHARGE.ORG,"SUPPORTS AND DEVELOPES PROGRAMS TO REDUCE THE RATE OF VIOLENCE AMONGST YOUTH, YOUNG ADULTS AND FAMILIES IN THE PHILADELPHIA METROPOLITAN AREA",1,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,2152281718
824791560,HOUSTON STRONG CHILDREN SERVICES,TX,Houston,77092,P32,P,990,2024,1418421,1291988,133028,1418421,0,100,0,,0,0,0,,$1M-$2M,90-100%,23.2,10,1,www.houstonstrongchildrenservices.org,To provide direct care services to the underserved communities. We aim to provide wraparound support for foster youth & young adults & their families.,0,1,1,1,1,0,0,,,,,,0,1,0,0,0,no,1,0,3465004614
510139592,ASSISTANCE LEAGUE OF SALT LAKE CITY,UT,SALT LAKE CITY,84109,P200,P,990,2023,1410081,1528558,2952339,1367144,0,96.95,0,200,0,0,0,,$1M-$2M,90-100%,,10,1,WWW.ALSLC.ORG,"ASSISTANCE LEAGUE OF SALT LAKE CITY IS A NONPROFIT PHILANTHROPIC ORGANIZATION WHOSE VOLUNTEERS PROVIDE PROGRAMS SERVING THE NEEDS OF THOUSANDS OF INFANTS, CHILDREN, TEENS, AND ADULTS IN THE GREATER SALT LAKE COMMUNITY.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,yes,1,0,8014843401
813143115,Three Grains of Rice Missions Inc,FL,Jacksonville,32260,P12,P,990,2024,1400016,1375471,1065450,1390804,0,99.34,0,,2,1,181239,2023,$1M-$2M,90-100%,,10,1,N/A,Our mission is to cultivate lifelong relationships with everyone we encounter and to energize society to embrace social responsibility and accountability for the well being of those in need.,0,1,1,1,1,0,0,12/31/2018,500,200721133,THE BANK OF AMERICA CHARITABLE,0,1,0,0,0,1,no,0,0,9045340674
812332323,LOVE TRANSFORMATION PROJECT INC,KY,Louisville,40215,P99,P,990,2023,1397820,1199743,257010,1397820,0,100,0,,0,0,0,,$1M-$2M,90-100%,,10,1,LOVE TRANSFORMATION PROJECT ORG,LTPS PRIMARY MISSION IS TO IDENTIFY AND ADDRESS CORE ISSUES THAT DIVIDE OUR COMMUNITY. TO CREATE OPPORTUNITY TO NEEDS BASED PLATFORMS OF SERVICE THAT ENGAGE OUR COMMUNITY IN ACTION BASED PROGRAMS. UNITE THE DIVIDED THROUGH LOVE BASED ACTS OF SERVICE AND MENTORSHIP.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,5028762123
271335352,MARKET INSTITUTE LLC,VA,Burke,22015,P20,P,990,2023,1395005,1176199,549686,1395005,0,100,0,0,0,0,0,,$1M-$2M,90-100%,,10,1,marketinstitute.org,Market Institute works on complex economic issues and simplifies them to increase the audience amplify the argument and provide an excellent base to create an effective educational strategy.,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,2028417999
542135886,CORINTHIAN POINTE SENIOR LIVING COR,TX,HOUSTON,77085,P75,P,990,2023,1393433,1616137,8114897,1393433,0,100,3,,0,0,0,,$1M-$2M,90-100%,-4.8,10,1,NA,AFFORDABLE HOUSING FOR SENIORS.,1,1,1,1,1,1,1,,,,,,0,1,0,0,1,no,1,0,2819329296
800249859,ALLIANCE HEALTH OF LYNN INC,MA,SOUTHBOROUGH,01772,E91,E,990,2023,1392889,29779,253373,1366889,7457,98.13,0,11,0,0,0,,$1M-$2M,90-100%,,10,1,WWW.ALLIANCEHHS.ORG,"THE COMPANY SHALL PROMOTE AND PROVIDE SAFE, HEALTHY, QUALITY SERVICES AND LIVING ENVIRONMENTS FOR ELDERS WHO CANNOT CARE FOR THEMSELVES.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,6173323366
201550666,COOKEVILLE REGIONAL CHARITABLE,TN,COOKEVILLE,38501,E11,E,990,2023,1392265,1197081,4727393,1310303,0,94.11,0,208,1,1,3000,2021,$1M-$2M,90-100%,37.8,10,1,WWW.COOKEVILLEREGIONALCHARITY.ORG,TO ENHANCE THE QUALITY AND AVAILABILITY OF HEALTHCARE WITHIN ITS COMMUNITY. TO AID THE COOKEVILLE REGIONAL MEDICAL CENTER AUTHORITY BY MEETING CRITICAL NEEDS OF PATIENTS AND OFFERING FREE HEALTH EDUCATION AND MEDICAL SERVICES WITHIN THE COMMUNITY.,0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,0,0,9317832037
844259100,HAWAIIAN LENDING & INVESTMENTS,HI,HONOLULU,96819,P51,P,990,2024,1391480,596230,3719210,1296137,95343,93.15,3,,0,0,0,,$1M-$2M,90-100%,186.7,10,1,HAWAIIANHOMESTEADS.ORG/ABOUT-HLI,"TO SUPPORT THE CAPITAL NEEDS OF CONSUMERS, BUSINESSES AND HOMESTEAD ASSOCIATIONS ON OR NEAR HAWAIIAN HOME LANDS AS THEY ARE DEFINED UNDER THE HAWAIIAN HOMES COMMISSION ACT OF 1920.",1,1,1,1,1,1,1,,,,,,0,0,0,0,1,uncertain,1,1,8082086466
834310584,ANN CHILDREN'S FUND INC,FL,NAPLES,34102,E99,E,990,2023,1380622,1346451,303987,1374282,0,99.54,0,6,0,0,0,,$1M-$2M,90-100%,8.6,10,1,WWW.ANNFUND.ORG,ANN CHILDREN'S FUND PROVIDEDS ASSISTANCE TO FAMILIES WHO HAVE ADOPTED OR ARE FOSTERING CHILDREN WITH SPECIAL MEDICAL NEEDS.,0,1,1,1,1,0,0,,,,,,0,1,0,0,1,no,1,0,2396310230
232013068,COMMONWEALTH PREVENTION ALLIANCE,PA,BEAVER FALLS,15010,P11,P,990,2023,1378798,1266498,689748,1085032,287882,78.69,1,,3,1,13000,2023,$1M-$2M,75-90%,21.8,10,1,WWW.COMMONWEALTHPREVENTIONALLIANCE.ORG,"COMMONWEALTH PREVENTION ALLIANCE IS A MEMBER-DRIVEN, GRASSROOTS ORGANIZATION WHOSE MISSION IS TO SUPPORT PREVENTION PROFESSIONALS IN ELIMINATING SUBSTANCE ABUSE.",1,1,1,1,1,1,1,,,,,,0,0,0,0,1,no,0,0,7249772781
822328684,LIFEWAY MISSION INTERNATIONAL,TN,ANTIOCH,37013,P20,P,990,2023,1378360,1201824,419963,1059646,316848,76.88,2,2,1,1,40000,2021,$1M-$2M,75-90%,,10,1,WWW.LIFEWAYMI.ORG,PROVIDE HUMANITARIAN AID AND CHRISTIAN DISCIPLESHIP.,1,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,6154967753
813452841,Women's Care Center of Milwaukee Mother Mary Corp,WI,Milwaukee,53203,E11,E,990,2023,1373831,76247,7687466,1149117,0,83.64,0,,1,1,300,2023,$1M-$2M,75-90%,,10,1,https://www.womenscarecenter.org/,"Provide support, counseling, and education to financially disadvantage women in pregancy.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,4142232610
843025500,HEARSEE,UT,ST GEORGE,84790,P86,P,990,2023,1369133,1462981,31992,1368845,0,99.98,3,,1,1,10000,2023,$1M-$2M,90-100%,65.7,10,1,HEARSEEMOBILITY.ORG,"TO ADVANCE AND REFINE THE ADAPTATION OF MODERN TECHNOLOGY, INCLUDING RFID TECHNOLOGY, TO ENHANCE THE NAVIGATION AND MOBILITY FOR THE BLIND AND VISUALLY IMPAIRED.",1,1,1,1,1,1,1,,,,,,0,0,0,0,1,no,0,0,4358628296
860649306,THE BEATITUDES CAMPUS FOUNDATION,AZ,PHOENIX,85021,P75I,P,990,2023,1367141,1652914,1662244,1032052,0,75.49,0,2,3,2,10150,2023,$1M-$2M,75-90%,26.1,10,1,HTTPS://BEATITUDESCAMPUS.ORG/ABOUT-US/FOUNDATION/,"THE BEATITUDES CAMPUS FOUNDATION PROVIDES FUNDING TO ENHANCE THE RESIDENT LIFE AT THE BEATITUDES CAMPUS. THE FOUNDATION CONNECTS PEOPLE, COMMUNITY PROGRAMS, AND FUNDS WITHIN THE WORK OF THE BEATITUDES CAMPUS MAKING IT A POSITIVE EXPERIENCE FOR THE RESIDENTS.",0,1,1,1,1,0,0,12/31/2023,4850,200721133,THE BANK OF AMERICA CHARITABLE,0.4,1,0,0,0,0,no,0,0,6029952611
412113872,Lockton Cares Inc,MO,Kansas City,64112,P60,P,990,2023,1367117,712119,922603,1521592,0,111.3,0,,1,1,4000,2024,$1M-$2M,90-100%,169.6,10,1,,"Providing assistance to employees of Lockton Cares, Inc. who are experiencing economic hardship due to natural or civil disaster or other adverse events beyond their control.",0,1,1,1,1,0,0,12/31/2024,4000,884184746,CLUNE CARES FOUNDATION INC,0.3,1,0,0,0,1,no,0,0,8164824795
851230597,MISSISSIPPI TRAUMA CARE SYSTEM FOUNDATIO,MS,MADISON,39110,E60,E,990,2023,1365158,1195970,1026624,1180627,57725,86.48,0,0,0,0,0,,$1M-$2M,75-90%,1.8,10,1,MSTRAUMAFOUNDATION.ORG,"TO LESSEN AND MINIMIZE THE ADMINISTRATIVE AND COST BURDEN OF THE MISSISSIPPI DEPARTMENT OF HEALTH BY PROVIDING LEADERSHIP AND ADMINISTRATIVE SERVICES TO PROMOTE AND IMPROVE ADMINISTRATIVE EFFICIENCY, STRENGTHEN INFORMATION AND DATA REPORTING, COLLECTION ANALYSIS, AND COMPLIANCE ACROSS THE TRAUMA CARE SYSTEM; PROVIDE BOTH PROFESSIONAL AND LAY TRAUMA EDUCATION AND TRAINING AT VARIOUS LEVELS OF THE TRAUMA CARE SYSTEM; AND ENGAGE TRAUMA CARE SYSTEM PARTICIPANTS TO FACILITATE QUALITY ASSURANCE AND PERFORMANCE IMPROVEMENT WITHIN TRAUMA CARE FACILITIES.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,6013683201
874762796,AMED KHAN FOUNDATION INC,NY,SUFFERN,10901,P20,P,990,2022,1365000,786906,578094,1365000,0,100,0,0,0,0,0,,$1M-$2M,90-100%,,10,1,WWW.AMEDKHAN.ORG,THE AMED KHAN FOUNDATION IS A GLOBAL AID AND RELIEF ORGANIZATION DEDICATED TO ASSISTING THE MOST VULNERABLE PEOPLE AFFECTED BY TRAGIC HUMANITARIAN CRISES,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,1,5163542662
461856044,SAVIOUR USA - ONE WORLD CHARITY,TX,The Colony,75056,P20,P,990,2024,1363453,1081092,3889084,1194172,0,87.58,0,189,1,1,5000,2023,$1M-$2M,75-90%,-11.8,10,1,https://saviourusa.org,"Help individuals and families financially, support, and invest in education, medical and job placement. Support organizations promoting education, build and provide for orphanages, and support housing the kids. Provide resources and support for higher education through grants and scholarships.",0,1,1,1,1,0,0,12/31/2023,5000,200721133,THE BANK OF AMERICA CHARITABLE,0.4,1,0,0,0,1,no,0,0,9724085052
850842705,Heart of Houston Community Development Corporation Inc,TX,Houston,77004,P51,P,990,2023,1363272,965236,1160374,1347444,15828,98.84,1,,0,0,0,,$1M-$2M,90-100%,,10,1,https://heartofhoustoncdc.org,"Heart of Houston, CDC mission is to build stronger sustainable communities by building quality affordable housing for individuals and families to live and thrive in.",1,1,1,1,1,1,1,,,,,,0,0,0,0,1,uncertain,1,0,8329783377
900666565,JAMES PROJECT INTERNATIONAL,MO,OZARK,65721,P40,P,990,2023,1359797,1034643,1295763,1326948,0,97.58,2,320,0,0,0,,$1M-$2M,90-100%,23.6,10,1,JAMESPROJECTINTERNATIONAL.ORG,"THE MISSION OF JAMES PROJECT INTERNATIONAL IS TO BUILD AND MOBILIZE A NETWORK OF PEOPLE THAT ACTIVELY IMPROVES THE LIVES OF ABANDONED, ABUSED, AND TRAFFICKED WOMEN AND CHILDREN THROUGH JPI'S MINISTRY PARTNERS.",1,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,4177719392
412229120,HARTFORD BUSINESS IMPROVEMENT DISTRICT,CT,HARTFORD,06103,P20,P,990,2022,1358342,1330925,680222,1157628,200105,85.22,3,23,0,0,0,,$1M-$2M,75-90%,-1,10,1,WWW.HARTFORDBID.COM,"TO BRING ABOUT POSITIVE AND LASTING CHANGE BY ENHANCING THE ECONOMIC VITALITY AND QUALITY OF LIFE WITHIN THE DISTRICT. WORKING COLLECTIVELY WITH THE MAYOR'S OFFICE, POLICE DEPARTMENT AND PUBLIC WORKS DEPARTMENT, AS WELL AS MORE THAN 100 PROPERTY OWNERS AND OTHER ORGANIZATIONS WITH THE DISTRICT, HARTFORD BUSINESS IMPROVEMENT DISTRICT WILL ACCOMPLISH ITS MISSION THROUGH INITIATIVES THAT WILL CREATE A SAFER, CLEANER AND MORE ATTRACTIVE ENVIRONMENT FOR EMPLOYEES, VISITORS AND RESIDENTS THAT FREQUENT THE DISTRICT.",1,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,1,8607282289
932791918,BEDM SUPPORT CORPORATION INC,TX,DALLAS,75206,P11,P,990,2023,1357668,18324,14107008,1357215,0,99.97,0,,0,0,0,,$1M-$2M,90-100%,,10,1,,"TO EXCLUSIVELY SUPPORT THE PURPOSES OF BEHIND EVERY DOOR MINISTRIES, INC., A 501(C)(3) ORGANIZATION UNDER THE INTERNAL REVENUE CODE.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,9723314774
850909206,YEDIDIM USA INC,FL,FORT LAUDERDALE,33309,P12,P,990,2023,1353374,1176026,1157622,1353374,0,100,0,3,2,2,311305,2023,$1M-$2M,90-100%,-25,10,1,N/A,"HELPING JEWISH COMMUNITY WITH RENT, UTILITIES, REPAIRS, ECT.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,0,0,7542173420
571187814,BYELORUSSIAN MISSION INC,GA,CUMMING,30040,P30,P,990,2023,1351277,1241600,1654028,1351277,0,100,0,3,0,0,0,,$1M-$2M,90-100%,62.9,10,1,www.byelorussianmission.org,MINISTRY,0,1,1,1,1,0,0,12/31/2019,6000,586453056,THE CANTRELL GROUP,0.4,1,0,0,0,1,no,1,0,7703563592
261834551,EZION FAIR COMMUNITY DEVELOPMENT CORPORATION,DE,WILMINGTON,19801,P40,P,990,2024,1350937,1672534,2521543,1120940,203889,82.98,0,20,0,0,0,,$1M-$2M,75-90%,,10,1,N/A,"The purpose of this community development is to engage in community activism, political engagement and religious solvency through personal evangelism, outreach community service",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,3026529114
550570338,THE FOUNDATION OF MONONGALIA GENERAL,WV,MORGANTOWN,26505,E11,E,990,2023,1350235,596398,11147995,1367847,0,101.3,0,19,0,0,0,,$1M-$2M,90-100%,1.5,10,1,WWW.MONHEALTH.COM/FOUNDATION,THE FOUNDATION RAISES FUNDS FOR MONONGALIA COUNTY GENERAL HOSPITAL AND ITS AFFILIATED ENTITIES.,0,1,1,1,1,0,0,12/31/2019,7000,366109323,Motorola Solutions Foundation,0.5,1,0,0,0,1,no,1,0,3045981242
264524646,Mid Rogue Foundation,OR,Grants Pass,97528,P81,P,990,2023,1348488,332555,2771935,1338385,10032,99.25,0,,0,0,0,,$1M-$2M,90-100%,,10,1,N/A,"We promote healthy and vibrant communities through support, advocacy and partnerships with a focus on housing, education, transportation and the built environment.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,5414768644
131624050,Rehabilitation International,NY,New York,10017,E50L,E,990,2023,1348472,4290157,1576159,1347470,1000,99.93,1,26,0,0,0,,$1M-$2M,90-100%,-0.2,10,1,www.riglobal.org,"The organization is a federation of national and international organizations and agencies. It develops and promotes initiatives to protect the rights of people with disabilities, to improve rehabilitation and other crucial services for disabled people and their families.",1,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,1,2124201500
871607615,THE HOPE OPPORTUNITY FUND PROJECT,TX,EL PASO,79915,P20,P,990,2023,1347358,244665,3914512,1347358,0,100,0,0,0,0,0,,$1M-$2M,90-100%,,10,1,N/A,"THE ORGANIZATION'S MISSION IS TO ASSIST IN SUPPORTING, FUNDRAISING, ADVISING AND THE LONG-TERM SURVIVABILITY OF REYNOLDS HOME AND OTHER HOMELESS SERVICE PROVIDERS IN EL PASO WHO ARE ADDRESSING THE NEEDS OF THE HOMELESS TO INCLUDE, BUT NOT LIMITED TO, DEVELOPMENT OF AFFORDABLE HOUSING AND ASSURING THE OPERATIONS OF HOMELESS SHELTERS.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,9152742598
843028665,Westlake Urgent Care NFP,IL,Melrose Park,60160,E32,E,990,2023,1346529,1616061,1765018,1346529,0,100,0,,0,0,0,,$1M-$2M,90-100%,-51.3,10,1,N/A,"Westlake Urgent Care, NFP is a non-profit corporation and operates an urgent care center which shall promote the health and well-being of individuals residing neighboring communities regardless of their ability to pay for services.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,7086901911
223675033,BRIAN P STACK CIVIC ASSOCIATION INC,NJ,UNION CITY,07087,P20,P,990,2022,1341775,1268462,77227,1332732,0,99.33,0,500,0,0,0,,$1M-$2M,90-100%,12.9,10,1,N/A,PROMOTE COMMUNITY INVOLVEMENT IN CHARITABLE AND CIVIC ACTIVITIES.,0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,2014428500
470625523,SAINT ELIZABETH FOUNDATION,NE,LINCOLN,68510,E112,E,990,2022,1341334,2214256,10169570,1163630,0,86.75,0,11,2,1,2000,2023,$1M-$2M,75-90%,,10,1,N/A,"AS AN AFFILIATE OF COMMONSPIRIT HEALTH, WE MAKE THE HEALING PRESENCE OF GOD KNOWN IN OUR WORLD BY IMPROVING THE HEALTH OF THE PEOPLE WE SERVE, ESPECIALLY THOSE WHO ARE VULNERABLE, WHILE WE ADVANCE SOCIAL JUSTICE FOR ALL.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,yes,0,0,4022198000
881807315,KASH FOUNDATION INC,VA,Alexandria,22314,P60,P,990,2023,1340767,674330,748009,1245694,0,92.91,0,,3,3,1601,2023,$1M-$2M,90-100%,609.7,10,1,THEKASHFOUNDATION.COM,SEE SCHEDULE O,0,1,1,1,1,0,0,12/31/2022,51,844029107,ANALOG DEVICES FOUNDATION,0,1,0,0,0,1,uncertain,0,0,2026883552
933744095,SA HOPE RE INC,TX,SAN ANTONIO,78278,P11,P,990,2023,1340000,17711,9385468,1340000,0,100,0,,0,0,0,,$1M-$2M,90-100%,,10,1,N/A,"THE ORGANIZATION OPERATES FOR THE EXCLUSIVE BENEFIT OF SA CHRISTIAN HOPE RESOURCE CENTER, INC. HOPE RE INC IS A QUALIFIED ACTIVE LOW INCOME COMMUNITY BUSINESS (QALICB) WHICH OWNS THE CONSTRUCTION AND BUILDINGS ON SITE. SA HOPE RE INC WILL PROVIDE THE UPGRADED FACILITY TO FURTHER THE MISSION OF SA CHRISTIAN HOPE RESOURCE CENTER, INC.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,uncertain,1,0,2107323776
860892946,CHRISTIAN CARE HOLDING COMPANY INC,AZ,PHOENIX,85021,P81Z,P,990,2023,1337745,13200,11022866,1100000,236901,82.23,0,10,0,0,0,,$1M-$2M,75-90%,3.2,10,1,FELLOWSHIPSQUARESENIORLIVING.ORG,"THROUGH CHRISTIAN LOVE AND EXCELLENCE, WE ARE DEDICATED TO PROVIDING A FULFILLING LIFESTYLE AND PROMOTING INDEPENDENCE TO THOSE WE SERVE.",0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,6023851592
824346598,THE NEWDEAL FORUM,DC,WASHINGTON,20001,P20,P,990,2023,1337561,709609,1682482,1337561,0,100,0,0,1,1,257013,2022,$1M-$2M,90-100%,125.5,10,1,WWW.NEWDEALFORUM.ORG,"THE NEWDEAL FORUM IS A NON-PARTISAN, NON-PROFIT ORGANIZATION WHICH SEEKS TO IDENTIFY INNOVATIVE, FUTURE-ORIENTED STATE AND LOCAL PRO-GROWTH PROGRESSIVE POLICIES IN THE PUBLIC INTEREST TO IMPROVE THE LIVES OF ALL AMERICANS.",0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,0,0,2026601340
593200731,NORTHEAST FLORIDA AREA HEALTH EDUCATION,FL,JACKSONVILLE,32204,E30Z,E,990,2022,1336499,1472583,913100,1358444,4630,101.64,0,0,0,0,0,,$1M-$2M,90-100%,-1.9,10,1,WWW.NORTHFLORIDAAHEC.ORG,AT NORTHEAST FLORIDA AHEC OUR MISSION IS TO CREATE ACADEMIC AND COMMUNITY PARTNERSHIPS FOR THE IMPROVEMENT OF HEALTH IN UNDERSERVED COMMUNITIES. THIS IS ACCOMPLISHED BY CONNECTING CURRENT AND FUTURE HEALTH PROFESSIONALS WITH POPULATIONS THAT NEED HEALTH SERVICES.,0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,9044820189
203423847,JACKSON EMC FOUNDATION INC,GA,JEFFERSON,305490038,P12,P,990,2023,1336479,1362297,332723,1336188,0,99.98,0,,0,0,0,,$1M-$2M,90-100%,4.3,10,1,WWW.JACKSONEMC.COM,THE PURPOSE OF THE FOUNDATION IS TO ACCUMULATE AND DISBURSE FUNDS FOR CHARITABLE PURPOSES IN THE SERVICE AREA OF JACKSON EMC.,0,1,1,1,1,0,0,,,,,,0,0,0,0,0,no,1,0,7063675281
020532474,The City School Inc,MA,Dorchester,02125,P20,P,990,2023,1332259,1276499,3282151,1230364,79727,92.35,0,,1,1,6000,2022,$1M-$2M,90-100%,-13.7,10,1,www.thecityschool.org,To Develop Youth Leadership for Civic Involvement and Social Change.,0,1,1,1,1,0,0,12/31/2022,6000,042716893,Foley Hoag Foundation,0.5,1,0,0,0,0,no,0,0,6178223075
920526323,TRIO HOMELESS MINISTRIES INC,IN,CAMBY,46113,P20,P,990,2024,1331550,1155160,184271,1328565,0,99.78,0,0,0,0,0,,$1M-$2M,90-100%,226.4,10,1,TRIOHOMELESSMINISTRIES.COM,"IT IS THE MISSION AND PURPOSE OF TRIO HOMELESS MINISTRIES, INC. TO ADDRESS AND PROVIDE AID AND RELIEF (FOOD, CLOTHING AND SUPPLIES) TO THE ADULT HOMELESS COMMUNITY OF DOWNTOWN INDIANAPOLIS, INDIANA.",0,1,1,1,1,0,0,,,,,,0,1,0,0,1,uncertain,1,0,3174740763
364166781,HEARTLAND BAPTIST MISSION,FL,Pensacola,32505,P28,P,990,2024,1328932,1170619,555696,1328932,0,100,0,54,0,0,0,,$1M-$2M,90-100%,16.4,10,1,heartlandbaptistmissions.org,HEARTLAND BAPTIST MISSIONS SEEK TO REACH THE WORLD WITH THE GOSPEL OF JESUS CHRIST AND SEE NEW TESTAMENT LOCAL CHURCHES STARTED AS A RESULT THE ORGANIZATION SUPPORTS PASTORS AND CHURCH PLANTERS MINISTERS THROUGH BIBLE TRAINING CHURCH RELATED PROJECTS AND SPREADS THE GOSPEL THROUGH THE PREACHING AND TEACHING OF GOD'S WORD AND MISSIONARY SUPPORT HUMANITARIAN WORK,0,1,1,1,1,0,0,,,,,,0,0,0,0,1,no,1,0,8504309667
